cuisine	assortativeCoefficient	transitivity	avgClusteringCoefficient	degreeCentrality	betweeness	closeness	id	
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	12
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	478
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	324
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	266
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	728
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	434
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	818
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	729
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	231
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	706
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	404
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	834
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	508
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	894
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	716
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	72
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	710
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	516
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	24
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	566
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	288
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	562
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	148
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	288
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	504
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	788
african	-0.296674052612	0.402025624549	0.740101992222	0.00181343831621	0.0918915954708	0.550940095937	466
