field,count
Annette_Fear,272
Australian_Women_s_Weekly,180
Charmaine_Solomon,187
David_Thompson,617
Gordon_Ramsay,114
Helen_Brierty,120
Jennifer_Brennan,137
Joe_Cummings,23
Kasma_Loha-unchit,135
Katie_Chin,93
Ken_Hom,41
Keo_Sananikone,97
Madhur_Jaffrey,180
Mai_Pham,133
Martin_Boetz,130
Nancie_McDermott,299
Oi_Cheepchaiissara,137
Su-Mei_Yu,149
Teri_Sandison,159
Vatcharin_Bhumichitr,247
Victor_Sodsook,232
Wandee_Young,107
William_Warren,221
