field,count
Arnold_Hiura,198
Australian_Women_s_Weekly,755
Bill_Granger,122
Curtis_Stone,220
Grant_Blackman,187
Joan_Campbell,278
Keith_Floyd,125
Lucy_Malouf,68
Maggie_Beer,140
Margaret_Fulton,582
Margaret_Kirkwood,448
Margaret_McLelland,127
Martin_Webb,129
Maureen_Simpson,214
Rosemary_Peterswald,24
Sharon_Dyson,71
Stefano_de_Pieri,111
Stephanie_Alexander,492
