frequency,frac
-inf,0.0
0.0,2.07554696139
0.301029995664,1.7242758696
0.47712125472,1.61278385672
0.602059991328,1.4623979979
0.698970004336,1.39794000867
0.778151250384,1.30102999566
0.845098040014,1.20411998266
0.903089986992,0.903089986992
0.954242509439,1.2552725051
1.0,0.778151250384
1.04139268516,0.954242509439
1.07918124605,0.845098040014
1.11394335231,0.778151250384
1.14612803568,0.698970004336
1.17609125906,0.0
1.20411998266,0.845098040014
1.2552725051,0.778151250384
1.27875360095,0.845098040014
1.30102999566,0.301029995664
1.32221929473,0.602059991328
1.34242268082,0.301029995664
1.36172783602,0.0
1.38021124171,0.47712125472
1.39794000867,0.0
1.41497334797,0.301029995664
1.43136376416,0.47712125472
1.44715803134,0.0
1.4623979979,0.0
1.49136169383,0.0
1.50514997832,0.301029995664
1.51851393988,0.0
1.53147891704,0.0
1.55630250077,0.0
1.57978359662,0.602059991328
1.60205999133,0.0
1.6232492904,0.0
1.63346845558,0.0
1.65321251378,0.0
1.67209785794,0.0
1.69019608003,0.301029995664
1.69897000434,0.47712125472
1.71600334363,0.0
1.74036268949,0.301029995664
1.76342799356,0.47712125472
1.77085201164,0.0
1.7923916895,0.301029995664
1.79934054945,0.0
1.80617997398,0.301029995664
1.8260748027,0.47712125472
1.84509804001,0.0
1.86923171973,0.0
1.88081359228,0.0
1.88649072517,0.0
1.89762709129,0.0
1.91907809238,0.301029995664
1.94448267215,0.0
2.02118929907,0.0
2.02530586526,0.0
2.04139268516,0.0
2.04532297879,0.0
2.07918124605,0.0
2.08635983067,0.301029995664
2.08990511144,0.0
2.10037054512,0.0
2.1398790864,0.0
2.14612803568,0.0
2.16731733475,0.0
2.18184358794,0.0
2.19589965241,0.0
2.23299611039,0.0
2.2833012287,0.0
2.31175386106,0.0
2.33243845992,0.0
2.3384564936,0.0
2.40993312333,0.0
2.44870631991,0.0
2.48572142648,0.0
2.51321760007,0.0
2.69372694892,0.0
