field,count
1080_Recipes,1113
A_Day_at_el_Bulli:_An_Insight_into_the_Ideas__Methods_and_Creativity_of_Ferran_Adria,30
C_sar:_Recipes_from_a_Tapas_Bar,124
Casa_Moro:_The_Second_Cookbook,204
Cocina_Nueva:_The_New_Spanish_Kitchen,94
Cooking_of_Spain_Portugal_(Foods_of_the_World),105
Culinaria_Spain,237
Delicioso!_Regional_Cooking_of_Spain,355
La_Cocina_De_Mam_:_The_Great_Home_Cooking_of_Spain,172
La_Paella:_Deliciously_Authentic_Rice_Dishes_from_Spain_s_Mediterranean_Coast,34
Made_in_Spain:_Spanish_Dishes_for_the_American_Kitchen,99
MoVida,116
MoVida_Cocina:_Spanish_Flavours_from_Five_Kitchens,74
MoVida_Rustica:_Spanish_Traditions_and_Recipes,120
Moro:_The_Cookbook,186
Mugaritz:_A_Natural_Science_of_Cooking,71
My_Kitchen_in_Spain:_225_Authentic_Regional_Recipes,225
Paella,109
Paella_Paella:_With_Tapas__Gazpachos__and_Sangrias_for_a_Festive_Spanish_Feast,81
Paella!:_Spectacular_Rice_Dishes_From_Spain,124
Pizarro:_Seasonal_Spanish_Food,131
Rick_Stein_s_Spain:_140_New_Recipes_Inspired_by_My_Journey_Off_the_Beaten_Track,145
Savoring_Spain_Portugal,127
Seamus_Mullen_s_Hero_Food:_How_Cooking_with_Delicious_Things_Can_Make_Us_Feel_Better,115
Seasonal_Spanish_Food:_125_Simple_Recipes_to_Bring_Home_the_Flavors_of_Spain,136
Spain…_A_Culinary_Road_Trip,74
Spanish_Cooking,78
Spanish_Favourites,29
Spanish:_Over_150_Mouthwatering_Step_By_Step_Recipes,149
Tapas:_A_Taste_of_Spain_in_America,103
Tapas:_Sensational_Small_Plates_from_Spain,61
Tapas:_Simple_Flavours__Striking_Combinations,118
Tapas:_The_Essential_Kitchen_Series,60
Tapas:_The_Little_Dishes_of_Spain,308
Tapas:_The_Little_Dishes_of_Spain_(Revised),333
The_Barcelona_Cookbook:_A_Celebration_of_Food__Wine__and_Life,108
The_Basque_Table:_Passionate_Home_Cooking_from_One_of_Europe_s_Great_Regional_Cuisines,134
The_Book_of_Tapas,300
The_Catalan_Country_Kitchen:_Food_and_Wine_from_the_Pyrenees_to_the_Mediterranean_Seacoast_of_Barcelona,118
The_Cuisines_of_Spain:_Exploring_Regional_Home_Cooking,248
The_Food_of_Spain,217
The_Food_of_Spain_and_Portugal:_A_Regional_Celebration,192
The_Food_of_Spain:_A_Journey_for_Food_Lovers,118
The_Foods_Wines_of_Spain,451
The_Latin_Road_Home:_Signature_Meals_from_Ecuador__Cuba__Mexico__Peru__and_Spain,134
The_New_Spanish_Table,296
The_Well-Filled_Tortilla_Cookbook,185
Williams-Sonoma_Foods_of_the_World:_Barcelona:_Authentic_Recipes_Celebrating_the_Foods_of_the_World,49
