frequency,frac
0.0,2.1105897103
0.301029995664,1.88649072517
0.47712125472,1.6232492904
0.602059991328,1.53147891704
0.698970004336,1.50514997832
0.778151250384,1.17609125906
0.845098040014,1.04139268516
0.903089986992,1.07918124605
0.954242509439,0.903089986992
1.0,1.07918124605
1.04139268516,1.11394335231
1.07918124605,0.954242509439
1.11394335231,0.954242509439
1.14612803568,0.698970004336
1.17609125906,0.47712125472
1.20411998266,0.698970004336
1.23044892138,0.954242509439
1.2552725051,0.301029995664
1.27875360095,0.698970004336
1.30102999566,0.602059991328
1.32221929473,0.845098040014
1.34242268082,0.778151250384
1.36172783602,0.602059991328
1.39794000867,0.698970004336
1.41497334797,0.0
1.43136376416,0.602059991328
1.44715803134,0.301029995664
1.4623979979,0.301029995664
1.47712125472,0.301029995664
1.49136169383,0.0
1.51851393988,0.301029995664
1.54406804435,0.47712125472
1.55630250077,0.0
1.56820172407,0.602059991328
1.57978359662,0.0
1.59106460703,0.301029995664
1.60205999133,0.301029995664
1.61278385672,0.0
1.64345267649,0.0
1.65321251378,0.0
1.66275783168,0.602059991328
1.67209785794,0.0
1.69897000434,0.301029995664
1.7242758696,0.301029995664
1.73239375982,0.301029995664
1.76342799356,0.0
1.77815125038,0.301029995664
1.78532983501,0.0
1.7923916895,0.301029995664
1.80617997398,0.301029995664
1.8260748027,0.301029995664
1.83250891271,0.0
1.85125834872,0.301029995664
1.85733249643,0.0
1.87506126339,0.0
1.89762709129,0.0
1.90308998699,0.301029995664
1.91381385238,0.0
1.92427928606,0.301029995664
1.93449845124,0.301029995664
1.95424250944,0.0
1.96848294855,0.301029995664
1.98677173427,0.0
1.9956351946,0.0
2.01283722471,0.301029995664
2.0170333393,0.0
2.02938377769,0.0
2.03342375549,0.0
2.06069784035,0.0
2.08278537032,0.0
2.08635983067,0.0
2.11394335231,0.0
2.14301480025,0.0
2.14921911266,0.0
2.15228834438,0.0
2.16136800223,0.301029995664
2.16435285578,0.0
2.17609125906,0.301029995664
2.18469143082,0.0
2.18752072084,0.0
2.19865708695,0.0
2.20139712432,0.0
2.20411998266,0.0
2.2121876044,0.0
2.23299611039,0.0
2.27875360095,0.0
2.30102999566,0.0
2.32837960344,0.0
2.35218251811,0.0
2.36735592103,0.0
2.37657695706,0.0
2.3856062736,0.0
2.40312052118,0.0
2.40823996531,0.0
2.48287358361,0.0
2.57170883181,0.0
2.5921767574,0.0
2.66275783168,0.0
2.72345567204,0.0
2.74115159885,0.0
