field,count
African_Cooking_(Foods_of_the_World),127
The_Africa_Cookbook:_Tastes_of_a_Continent,217
The_Soul_of_a_New_Cuisine:_A_Discovery_of_the_Foods_and_Flavors_of_Africa,180
The_Spices_of_Life:_Piquant_Recipes_from_Africa__Asia_Latin_America_for_Western_Kitchens,138
