parsley,1,parsley,1,1
tomato,2,tomato,2,1
bay_leaf,3,bay_leaf,4,1
garlic,4,garlic,3,1
onion,5,onion,5,1
carrot,6,carrot,11,1
sweet_pepper,7,sweet_pepper,6,1
thyme,8,thyme,8,1
spring_onion,9,spring_onion,18,1
lemon,10,lemon,17,1
peppercorn,11,peppercorn,10,1
chilli,12,chilli,13,1
sherry,13,sherry,9,1
white,14,white,23,1
red_pepper,15,red_pepper,12,1
saffron,16,saffron,15,1
potato,17,potato,7,1
white_wine,18,white_wine,19,1
almond,19,almond,20,1
coriander_seed,20,coriander_seed,33,1
vinegar,21,vinegar,26,1
olive_oil,22,olive_oil,16,1
cinnamon,23,cinnamon,21,1
egg,24,egg,14,1
rice,25,rice,32,1
bread,26,bread,22,1
chicken,27,chicken,30,1
ham,28,ham,25,1
orange,29,orange,39,1
chicken_stock,30,chicken_stock,37,1
celery,31,celery,48,1
cumin_seed,32,cumin_seed,31,1
pork,33,pork,43,1
mint,34,mint,47,1
rosemary,35,rosemary,50,1
flour,36,flour,28,1
shrimp,37,shrimp,27,1
wild_marjoram,38,wild_marjoram,41,1
pine_nut,39,pine_nut,49,1
mushroom,40,mushroom,35,1
green_pepper,41,green_pepper,34,1
sausage,42,sausage,29,1
fish,43,fish,38,1
bacon,44,bacon,42,1
shallot,45,shallot,55,1
milk,46,milk,40,1
egg_yolk,47,egg_yolk,44,1
vegetable_oil,48,vegetable_oil,59,1
red_onion,49,red_onion,51,1
sunflower_oil,50,sunflower_oil,24,1
brandy,51,brandy,46,1
apple,52,apple,67,1
nutmeg,53,nutmeg,53,1
lime,54,lime,79,1
pea,55,pea,54,1
heavy_cream,56,heavy_cream,56,1
chorizo,57,chorizo,45,1
beef,59,beef,81,1
honey,60,honey,72,1
green,61,green,62,1
sugar,62,sugar,36,1
sweet,63,sweet,78,1
mussel,64,mussel,66,1
garbanzo,65,garbanzo,65,1
stock,66,stock,68,1
anchovy,68,anchovy,52,1
red_wine,70,red_wine,75,1
squid,71,squid,58,1
lamb,72,lamb,69,1
caper,73,caper,71,1
butter,74,butter,70,1
lard,75,lard,63,1
asparagus,76,asparagus,74,1
spinach,78,spinach,73,1
tuna,79,tuna,57,1
caster_sugar,80,caster_sugar,60,1
black_olive,81,black_olive,83,1
clam,82,clam,61,1
veal,84,veal,76,1
 ,85,salt_cod,64,1
 ,85,eggplant,77,1
 ,85,mayonnaise,80,1
 ,85,zucchini,82,1
 ,85,monkfish,84,1
fennel,58, ,85,1
raisin,67, ,85,1
lettuce,69, ,85,1
tomato_paste,77, ,85,1
ginger,83, ,85,1
