cuisine	assortativeCoefficient	transitivity	avgClusteringCoefficient	degreeCentrality	betweeness	closeness	id
indian	-0.406489247682	0.412703376785	0.688971243607	0.000845673935618	0.052702564987	0.624142407911	356
indian	-0.406489247682	0.412703376785	0.688971243607	0.000845673935618	0.052702564987	0.624142407911	356
chinese	-0.356593006245	0.417492003301	0.680242760112	0.000750706068626	0.0513222743654	0.577830451597	156
italian	-0.421745561878	0.417309034631	0.613301419132	0.000481325813635	0.0272819462563	0.485354552564	380
spanish	-0.33208879299	0.433331654139	0.695489756308	0.000641195926207	0.036243652472	0.515393655152	724
french	-0.38942228213	0.429844634031	0.635298905366	0.000456268026502	0.0249382487029	0.507347269377	250
