cuisine	assortativeCoefficient	transitivity	avgClusteringCoefficient	degreeCentrality	betweeness	closeness	id
indian	-0.392222941084	0.421540980624	0.793969337756	0.000915383465797	0.0532702115976	0.587593547664	356
chinese	-0.351900844163	0.420033615986	0.755539789536	0.000809213140822	0.0515290897863	0.521089456123	156
spanish	-0.332243075196	0.433623491098	0.761347688713	0.000690698538966	0.0361475875934	0.435452847553	724
mexican	-0.35627462909	0.427297281704	0.777917685445	0.000698918580957	0.0432088453219	0.493678490339	484
italian	-0.379895733674	0.452058276749	0.791158252639	0.000552649185764	0.0283251780483	0.445903565879	380
french	-0.366931687664	0.444925720515	0.776561130971	0.000519685208502	0.0255840897144	0.436995579293	250
