frequency,frac
0.0,1.91907809238
0.301029995664,1.7075701761
0.47712125472,1.44715803134
0.602059991328,1.36172783602
0.698970004336,1.32221929473
0.778151250384,1.0
0.845098040014,0.845098040014
0.903089986992,1.04139268516
0.954242509439,0.778151250384
1.0,0.778151250384
1.04139268516,0.954242509439
1.07918124605,0.845098040014
1.11394335231,0.47712125472
1.14612803568,0.778151250384
1.17609125906,0.301029995664
1.20411998266,0.301029995664
1.23044892138,0.301029995664
1.2552725051,0.602059991328
1.27875360095,0.47712125472
1.30102999566,0.0
1.32221929473,0.47712125472
1.34242268082,0.301029995664
1.36172783602,0.301029995664
1.38021124171,0.698970004336
1.39794000867,0.301029995664
1.41497334797,0.0
1.43136376416,0.0
1.44715803134,0.0
1.4623979979,0.0
1.47712125472,0.301029995664
1.49136169383,0.301029995664
1.50514997832,0.47712125472
1.53147891704,0.0
1.55630250077,0.0
1.56820172407,0.602059991328
1.59106460703,0.0
1.61278385672,0.0
1.63346845558,0.301029995664
1.65321251378,0.0
1.66275783168,0.0
1.67209785794,0.0
1.68124123738,0.0
1.69897000434,0.0
1.7075701761,0.0
1.73239375982,0.301029995664
1.79934054945,0.0
1.80617997398,0.0
1.81291335664,0.0
1.83884909074,0.0
1.84509804001,0.0
1.85125834872,0.0
1.88081359228,0.0
1.89209460269,0.0
1.93951925262,0.0
1.96378782735,0.0
1.9956351946,0.0
2.0,0.0
2.01283722471,0.0
2.05307844348,0.0
2.10037054512,0.0
2.10720996965,0.0
2.14301480025,0.0
2.29003461136,0.0
2.30535136945,0.0
