parsley,1,parsley,1,1
onion,2,onion,2,1
tomato,3,tomato,3,1
lemon,4,lemon,4,1
celery,5,celery,5,1
carrot,6,carrot,6,1
flour,7,flour,7,1
white,8,white,10,1
white_wine,9,white_wine,9,1
peppercorn,10,peppercorn,8,1
garlic,11,garlic,11,1
egg,12,egg,12,1
bay_leaf,13,bay_leaf,15,1
red_pepper,14,red_pepper,13,1
basil,15,basil,14,1
pasta,16,pasta,18,1
rosemary,17,rosemary,16,1
butter,18,butter,17,1
thyme,19,thyme,19,1
potato,20,potato,21,1
chilli,21,chilli,23,1
heavy_cream,22,heavy_cream,20,1
olive_oil,23,olive_oil,22,1
oregano,24,oregano,26,1
red_onion,25,red_onion,30,1
spring_onion,26,spring_onion,24,1
orange,27,orange,29,1
sage,28,sage,25,1
bread,29,bread,27,1
milk,30,milk,28,1
chicken_stock,31,chicken_stock,31,1
cinnamon,32,cinnamon,33,1
mushroom,33,mushroom,32,1
nutmeg,34,nutmeg,35,1
ricotta,35,ricotta,34,1
egg_yolk,36,egg_yolk,37,1
red_wine,37,red_wine,36,1
anchovy,38,anchovy,38,1
vinegar,39,vinegar,40,1
caper,40,caper,39,1
pine_nut,41,pine_nut,41,1
cheese,42,cheese,42,1
sugar,43,sugar,43,1
florence_fennel,44,florence_fennel,44,1
prosciutto,45,prosciutto,51,1
almond,46,almond,52,1
tomato_paste,47,tomato_paste,46,1
chicken,48,chicken,45,1
mint,49,mint,47,1
beef,50,beef,48,1
shallot,51,shallot,50,1
veal,52,veal,49,1
honey,53,honey,59,1
pork,54,pork,53,1
vegetable_oil,55,vegetable_oil,54,1
mozzarella,56,mozzarella,55,1
raisin,57,raisin,57,1
zucchini,58,zucchini,56,1
shrimp,59,shrimp,60,1
rice,60,rice,58,1
black_olive,61,black_olive,61,1
pea,62,pea,62,1
spinach,63,spinach,64,1
bean,64,bean,66,1
stock,65,stock,63,1
walnut,66,walnut,67,1
wine_vinegar,67,wine_vinegar,65,1
fennel_seed,68,fennel_seed,71,1
castor_sugar,69,castor_sugar,70,1
chive,70,chive,69,1
sweet_pepper,71,sweet_pepper,72,1
rocket,72,rocket,68,1
eggplant,73,eggplant,74,1
plain_flour,74,plain_flour,77,1
saffron,75,saffron,75,1
semolina,76,semolina,73,1
spaghetti,77,spaghetti,82,1
cherry tomato,78,cherry tomato,78,1
cream,79,cream,76,1
asparagus,80,asparagus,86,1
brandy,81,brandy,85,1
globe_artichoke,82,globe_artichoke,80,1
mascarpone,83,mascarpone,81,1
apple,84,apple,87,1
meat,85,meat,79,1
tomato_sauce,86,tomato_sauce,93,1
dark_chocolate,87,dark_chocolate,84,1
lamb,88,lamb,83,1
green_olive,89,green_olive,90,1
squid,90,squid,89,1
coriander_seed,91,coriander_seed,92,1
salt,92,salt,88,1
tuna,93,tuna,91,1
bacon,94,bacon,101,1
fish,95,fish,94,1
ground_beef,96,ground_beef,102,1
ham,97,ham,95,1
mussel,98,mussel,96,1
sausage,99,sausage,98,1
vegetable,100,vegetable,97,1
shoulder,101,shoulder,99,1
penne,102,penne,100,1
green_bean,103,green_bean,103,1
polenta,104,polenta,104,1
white_bread,105,white_bread,105,1
chestnut,106,chestnut,116,1
double_cream,107,double_cream,108,1
lard,108,lard,110,1
truffle,109,truffle,111,1
beef_stock,110,beef_stock,114,1
chicken_liver,111,chicken_liver,109,1
cocoa_powder,112,cocoa_powder,107,1
juniper_berry,113,juniper_berry,112,1
olive,114,olive,106,1
radicchio,115,radicchio,115,1
rum,116,rum,113,1
cornmeal,117,cornmeal,118,1
rabbit,118,rabbit,119,1
vanilla_bean,119,vanilla_bean,120,1
cauliflower,120,cauliflower,121,1
pear,121,pear,122,1
clam,122,clam,117,1
tarragon,123,tarragon,126,1
wine,124,wine,123,1
cherry,125,cherry,128,1
cucumber,126,cucumber,127,1
fig,127,fig,131,1
garbanzo,128,garbanzo,130,1
fava_bean,129,fava_bean,125,1
sherry,130,sherry,134,1
sweet,131,sweet,124,1
hazelnut,132,hazelnut,137,1
pistachio_nut,133,pistachio_nut,129,1
linguine,134,linguine,132,1
salami,135,salami,133,1
white_pepper,136,white_pepper,135,1
cabbage,137,cabbage,136,1
escarole,138,escarole,139,1
turkey,139,turkey,138,1
duck,140,duck,142,1
ginger,141,ginger,140,1
vanilla_extract,142,vanilla_extract,156,1
leg,143,leg,141,1
mayonnaise,144,mayonnaise,145,1
sunflower_oil,145,sunflower_oil,157,1
broccoli,146,broccoli,143,1
drinking_chocolate,147,drinking_chocolate,152,1
