cuisine	assortativeCoefficient	transitivity	avgClusteringCoefficient	degreeCentrality	betweeness	closeness	id
indian	-0.344180122354	0.272345890031	0.489785281864	0.000523983978638	0.0355501416958	0.355228056576	356
indian	-0.344180122354	0.272345890031	0.489785281864	0.000523983978638	0.0355501416958	0.355228056576	356
italian	-0.356032390608	0.275993911988	0.455365336696	0.000297448720527	0.0282167433697	0.314570216434	380
french	-0.321698507111	0.297530233614	0.460594016835	0.000299715532114	0.0220928780888	0.336064190173	250
chinese	-0.293886279094	0.275960771522	0.484422362206	0.000410812736147	0.0311076609633	0.309561844277	156
spanish	-0.284793561203	0.288943081982	0.487081857369	0.000373435479918	0.022707213336	0.311082358718	724
mexican	-0.322174513131	0.285077846382	0.499380963833	0.000357089242152	0.0353577083669	0.312228744506	484
