node,degree,degreeCentrality,closeness,betCentrality,eigenvectorCentrality,communicability,avgNeigDegree,clusCoeff
pheasant,5,0.00649350649351,0.399890660521,0.0,0.00263464566058,4.56458871553e+63,279.4,1.0
whiting,21,0.0272727272727,0.447303171084,3.01298249182e-07,0.0120711292903,9.58173878059e+64,337.857142857,0.971428571429
sunflower_oil,14,0.0181818181818,0.439560240026,7.3747525494e-09,0.00736854891593,3.57040520747e+64,299.285714286,0.989010989011
mackerel,9,0.0116883116883,0.432363772442,2.25893321333e-08,0.00539547961337,1.91427971874e+64,374.777777778,0.944444444444
roe,57,0.074025974026,0.469239147491,7.03119021708e-05,0.0264617206658,4.60462848708e+65,246.49122807,0.78320802005
olive,14,0.0181818181818,0.443397904983,1.12966939725e-06,0.00693987292297,3.16706744736e+64,283.928571429,0.89010989011
fish_steak,26,0.0337662337662,0.456267781976,1.44196250263e-06,0.0140867128352,1.30488217571e+65,311.192307692,0.941538461538
hominy_grits,2,0.0025974025974,0.37279473773,0.0,0.000727685965293,3.48210314883e+62,204.0,1.0
freshwater_fish,7,0.00909090909091,0.428713948389,0.0,0.00426270139915,1.19486434815e+64,355.714285714,1.0
liquorice,44,0.0571428571429,0.468905881051,2.50861592291e-05,0.0202638299966,2.70024236415e+65,247.840909091,0.821353065539
grape,77,0.1,0.481912029576,0.000130645085001,0.0328457189361,7.09448206025e+65,220.12987013,0.705399863295
peanut,200,0.25974025974,0.537200553718,0.00134962753036,0.0728840371707,3.49331201825e+66,172.27,0.53256281407
dumpling,41,0.0532467532468,0.462338571792,8.97117514325e-07,0.0227632650642,3.40739552465e+65,306.097560976,0.978048780488
sashimi,27,0.0350649350649,0.455323779669,2.21313582504e-06,0.0127629254284,1.07117081251e+65,259.074074074,0.940170940171
couscous,29,0.0376623376623,0.453447445412,1.68407992005e-05,0.0121975997421,9.78387767669e+64,223.344827586,0.817733990148
black_olive,44,0.0571428571429,0.464289367454,2.06693542189e-05,0.0210810939703,2.92244136625e+65,252.431818182,0.85200845666
cress,22,0.0285714285714,0.441618381618,7.43648505107e-06,0.00881797029148,5.11326433534e+64,212.363636364,0.848484848485
purple_amaranth,4,0.00519480519481,0.384967627125,0.0,0.00149448304612,1.46874346765e+63,189.25,1.0
pork_belly,123,0.15974025974,0.502450137382,0.000330920355997,0.0512174290006,1.725053787e+66,205.25203252,0.690790350526
ingredient,309,0.401298701299,0.591064888558,0.0172401895809,0.0891439001431,5.22589592306e+66,132.145631068,0.328121716471
lima_bean,55,0.0714285714286,0.468573087665,2.98642551762e-05,0.0260183123572,4.45161575625e+65,250.454545455,0.821548821549
peanut_butter,125,0.162337662338,0.503599908863,0.000514128023494,0.0501281301627,1.65245541533e+66,198.864,0.637161290323
self-rising_flour,34,0.0441558441558,0.464289367454,5.01442225393e-05,0.0131456260203,1.1363786515e+65,213.117647059,0.682709447415
ouzo,13,0.0168831168831,0.409057918537,6.83775516514e-06,0.00446311419481,1.30993029675e+64,163.538461538,0.730769230769
pak_choi,130,0.168831168831,0.505527933016,0.000235790128928,0.0551425059976,1.99958808128e+66,207.338461538,0.716517590936
red_snapper,61,0.0792207792208,0.477037196907,3.11646441877e-05,0.0296091412649,5.76516614486e+65,256.06557377,0.856830601093
nectar,24,0.0311688311688,0.452515065469,8.03551157492e-05,0.0093629279705,5.76474016248e+64,223.458333333,0.644927536232
asparagus,153,0.198701298701,0.516603662378,0.000792568004855,0.059737676979,2.34674526432e+66,188.921568627,0.610939112487
egg_noodle,111,0.144155844156,0.494546427355,0.000124675491494,0.0484117616948,1.54123100654e+66,215.315315315,0.755937755938
vegetable_oil,298,0.387012987013,0.584782533675,0.0113477409548,0.0889187703368,5.19954716593e+66,134.976510067,0.346823944139
mandarin_orange,51,0.0662337662338,0.473615122324,0.000131104255248,0.0201460935234,2.66897947532e+65,208.31372549,0.672941176471
prosciutto,40,0.0519480519481,0.462987012987,2.40732875562e-05,0.019163654971,2.41498937265e+65,258.575,0.828205128205
wheat_germ,11,0.0142857142857,0.388136084961,0.0,0.00269455480981,4.77472722048e+63,123.545454545,1.0
round,34,0.0441558441558,0.459442923117,2.25942911692e-06,0.0182461634298,2.18926216295e+65,295.558823529,0.955436720143
dessert_wine,4,0.00519480519481,0.364158566199,0.0,0.000923598088608,5.60968051506e+62,114.75,1.0
pork,325,0.422077922078,0.599654387393,0.0100349038211,0.0934381682557,5.74154663179e+66,128.086153846,0.318290598291
