frequency,frac
0.0,0.698970004336
0.301029995664,0.954242509439
0.47712125472,1.17609125906
0.602059991328,1.27875360095
0.698970004336,1.23044892138
0.778151250384,1.27875360095
0.845098040014,1.34242268082
0.903089986992,1.14612803568
0.954242509439,1.32221929473
1.0,1.39794000867
1.04139268516,1.17609125906
1.07918124605,1.11394335231
1.11394335231,1.0
1.14612803568,1.04139268516
1.17609125906,1.17609125906
1.20411998266,1.04139268516
1.23044892138,0.954242509439
1.2552725051,1.0
1.27875360095,0.903089986992
1.30102999566,0.47712125472
1.32221929473,0.903089986992
1.34242268082,1.04139268516
1.36172783602,0.954242509439
1.38021124171,0.954242509439
1.39794000867,0.845098040014
1.41497334797,1.07918124605
1.43136376416,0.903089986992
1.44715803134,0.954242509439
1.4623979979,0.954242509439
1.47712125472,0.602059991328
1.49136169383,1.04139268516
1.50514997832,0.301029995664
1.51851393988,0.954242509439
1.53147891704,0.954242509439
1.54406804435,0.602059991328
1.55630250077,0.698970004336
1.56820172407,0.845098040014
1.57978359662,0.301029995664
1.59106460703,0.602059991328
1.60205999133,0.602059991328
1.61278385672,0.903089986992
1.6232492904,0.602059991328
1.63346845558,0.47712125472
1.64345267649,0.778151250384
1.65321251378,0.903089986992
1.67209785794,0.778151250384
1.68124123738,0.954242509439
1.69019608003,1.04139268516
1.69897000434,0.301029995664
1.7075701761,0.698970004336
1.71600334363,0.903089986992
1.7242758696,0.845098040014
1.73239375982,0.778151250384
1.74036268949,0.698970004336
1.74818802701,0.698970004336
1.75587485567,0.778151250384
1.76342799356,0.698970004336
1.77085201164,0.778151250384
1.77815125038,0.698970004336
1.78532983501,0.903089986992
1.7923916895,0.301029995664
1.79934054945,0.47712125472
1.80617997398,0.301029995664
1.81291335664,0.47712125472
1.81954393554,0.698970004336
1.8260748027,0.845098040014
1.83884909074,0.845098040014
1.84509804001,0.698970004336
1.85125834872,0.47712125472
1.85733249643,0.47712125472
1.86332286012,0.778151250384
1.86923171973,0.903089986992
1.87506126339,0.778151250384
1.88649072517,0.602059991328
1.89209460269,0.602059991328
1.89762709129,0.602059991328
1.90308998699,0.0
1.90848501888,0.0
1.91381385238,0.602059991328
1.91907809238,0.0
1.92427928606,0.778151250384
1.92941892571,0.602059991328
1.93449845124,0.0
1.93951925262,0.47712125472
1.94448267215,0.954242509439
1.94939000664,0.301029995664
1.95424250944,0.602059991328
1.95904139232,0.602059991328
1.96378782735,0.778151250384
1.96848294855,0.47712125472
1.9731278536,0.47712125472
1.97772360529,0.602059991328
1.98227123304,0.301029995664
1.98677173427,0.0
1.99122607569,0.47712125472
1.9956351946,0.301029995664
2.0,0.602059991328
2.00432137378,0.698970004336
2.00860017176,0.47712125472
2.01283722471,0.602059991328
2.0170333393,0.301029995664
2.02118929907,0.47712125472
2.02530586526,0.47712125472
2.02938377769,0.778151250384
2.03342375549,0.301029995664
2.03742649794,0.0
2.04139268516,0.47712125472
2.04532297879,0.47712125472
2.04921802267,0.47712125472
2.05307844348,0.301029995664
2.05690485134,0.0
2.06069784035,0.301029995664
2.06445798923,0.301029995664
2.06818586175,0.0
2.07188200731,0.301029995664
2.07918124605,0.0
