field,count
Culinaria_European_Specialties,531
Good_Housekeeping_s_Continental_Cookery,457
Jamie_Does…,108
Jamie_Oliver_s_Food_Escapes:_Over_100_Recipes_from_the_Great_Food_Regions_of_the_World,108
Mediterranean_Cookery:_250_Superb_Recipes_That_Evoke_the_Flavor_and_Spirit_of_the_Mediterranean,253
North_Atlantic_Seafood,301
Pork_and_Sons,126
Rustic_European_Breads_from_Your_Bread_Machine,139
Snowflakes_and_Schnapps,114
The_Handmade_Loaf:_Contemporary_European_Recipes_for_the_Home_Baker,85
The_Old_World_Kitchen:_The_Rich_Tradition_of_European_Peasant_Cooking,417
The_River_Cottage_Family_Cookbook,133
The_Village_Baker:_Classic_Regional_Breads__from_Europe_and_America,136
Travels_with_a_Hot_Wok:_160_Quick_and_Easy_Dishes_with_East-West_Flavours,164
