field,count
Cooking_of_Germany_(Foods_of_the_World),104
Culinaria_Germany,300
My_Berlin_Kitchen:_A_Love_Story_(with_Recipes),44
The_German_Cookbook:_A_Complete_Guide_to_Mastering_Authentic_German_Cooking,720
The_New_German_Cookbook:_More_Than_230_Contemporary_and_Traditional_Recipes,227
