tomato,pasta
tomato,chorizo,sausage
tomato,onion,turkey
tomato,onion,heavy_cream,flour,corn,cinnamon,lime,butter,egg
tomato,onion,heavy_cream,flour,corn,cinnamon,lime,butter,chicken_stock
tomato,onion,heavy_cream,flour,corn,cinnamon,lime,tortilla,coriander_seed,egg
tomato,onion,heavy_cream,flour,corn,cinnamon,lime,tortilla,coriander_seed,chicken_stock
tomato,onion,sausage,potato
tomato,onion,safflower_oil,corn,tortilla
tomato,onion,apple,raisin,cinnamon
tomato,onion,romaine_lettuce,corn,tortilla,avocado,coriander_seed,lime
tomato,onion,radish,corn,lettuce,tortilla,avocado,coriander_seed,lime
tomato,onion,fish,coriander_seed,lime
tomato,onion,red_wine
tomato,onion,pea,chicken_stock,carrot,potato
tomato,onion,lettuce,corn,avocado,chicken,tortilla,coriander_seed,oregano,lime
tomato,onion,tomato_paste
tomato,onion,pinto_bean,bacon
tomato,onion,garlic,caper,thyme,bay_leaf,peppercorn,green_olive,raisin,parsley,oregano
tomato,onion,garlic,butter,flour,corn,lime,cinnamon,orange,egg
tomato,onion,garlic,butter,flour,corn,lime,cinnamon,chicken_stock
tomato,onion,garlic,ground_beef,cumin_seed,oregano
tomato,onion,garlic,green_bean,corn,carrot,potato
tomato,onion,garlic,peanut
tomato,onion,garlic,coriander_seed,olive_oil,bay_leaf,red_pepper,cumin_seed,lime
tomato,onion,garlic,coriander_seed,bacon,cumin_seed
tomato,onion,garlic,coriander_seed,corn,peanut_oil,oregano
tomato,onion,garlic,coriander_seed,corn,cheese,tortilla,lime
tomato,onion,garlic,coriander_seed,corn,mushroom,thyme
tomato,onion,garlic,coriander_seed,corn,almond,cinnamon,oregano,tortilla,pork,thyme,bay_leaf,raisin,peppercorn,chicken,chicken_stock,parsley
tomato,onion,garlic,coriander_seed,corn,almond,cinnamon,oregano,tortilla,pork,thyme,bay_leaf,raisin,peppercorn,chicken,chicken_stock,lard
tomato,onion,garlic,coriander_seed,corn,almond,cinnamon,oregano,tortilla,egg,lard
tomato,onion,garlic,coriander_seed,corn,cumin_seed,turtle_bean,lime,tortilla,bay_leaf,avocado,lard
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,shoulder,peppercorn,pork,bay_leaf
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,green,chicken,parsley,chicken_stock,sweet_pepper
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,green,chicken,parsley,chicken_stock,raisin
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,raisin,pork,thyme,bay_leaf,cinnamon,peppercorn,chicken,tortilla,chicken_stock,parsley
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,raisin,pork,thyme,bay_leaf,cinnamon,peppercorn,chicken,tortilla,chicken_stock,lard
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,flour,orange,chicken,cinnamon
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,flour,orange,chicken,red_pepper
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,flour,orange,egg,cinnamon
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,flour,tortilla,red_pepper,chicken,chicken_stock
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,flour,tortilla,red_pepper,beef
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,flour,tortilla,lard,cinnamon,chicken,chicken_stock
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,flour,tortilla,lard,cinnamon,egg
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,flour,tortilla,lard,beef
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,sweet_pepper,red_pepper,vinegar,red_onion
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,sweet_pepper,red_pepper,tortilla,red_onion
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,sweet_pepper,red_pepper,tortilla,potato,chicken,spring_onion,parsley,chicken_stock
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,paste
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,vinegar,red_onion,red_pepper
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,vinegar,carrot,red_pepper
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,vinegar,carrot,thyme
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,red_onion,orange,red_pepper
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,red_onion,tortilla,avocado
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,red_onion,tortilla,red_pepper
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,tomatillo,tortilla,chicken_stock,pork,cinnamon,potato,parsley
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,tomatillo,tortilla,chicken_stock,pork,cinnamon,potato,lard
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,tomatillo,tortilla,chicken_stock,avocado,lard
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,red_pepper,orange,pork
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,red_pepper,potato,parsley,tortilla,chicken_stock,pork
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,red_pepper,potato,parsley,tortilla,chicken_stock,carrot,spring_onion
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,orange,pork,allspice,cinnamon
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,cider_vinegar,tortilla,allspice,cinnamon,pork
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,cider_vinegar,tortilla,allspice,cinnamon,carrot
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,chicken_stock,celery,carrot,parsley,spring_onion
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,chicken_stock,tortilla,avocado,spring_onion
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,chicken_stock,tortilla,avocado,lard
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,chicken_stock,tortilla,allspice,cinnamon,pork,lard
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,chicken_stock,tortilla,allspice,cinnamon,carrot
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,chicken_stock,tortilla,potato,parsley,pork,cinnamon
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,chicken_stock,tortilla,potato,parsley,carrot,cinnamon
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,chicken_stock,tortilla,potato,parsley,carrot,spring_onion
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,chicken,thyme,chicken_stock,tortilla,potato,lard,pork,cinnamon
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,beef,tortilla,avocado,lard
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,beef,tortilla,potato,carrot,red_pepper
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,peppercorn,beef,tortilla,potato,lard
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,chipotle,chicken,tortilla,avocado,tomatillo
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,chipotle,chicken,tortilla,avocado,thyme
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,rice,red_pepper,carrot,vinegar
tomato,onion,garlic,coriander_seed,corn,cumin_seed,oregano,lime,bay_leaf,rice,red_pepper,carrot,chicken,parsley,chicken_stock
tomato,onion,garlic,coriander_seed,corn,cumin_seed,adobo,tortilla,lime
