Cuisine,degree,clusCoeff
spanish,18,0.84314
spanish,3,1
spanish,3,0.66667
spanish,2,0
spanish,37,0.85285
spanish,17,0.88235
spanish,11,1
spanish,16,0.475
spanish,1,0
spanish,1,0
spanish,12,0.95455
spanish,102,0.55892
spanish,228,0.30126
spanish,9,1
spanish,7,1
spanish,92,0.6775
spanish,114,0.49821
spanish,1,0
spanish,52,0.78054
spanish,33,0.9072
spanish,3,0.66667
spanish,6,1
spanish,4,1
spanish,13,0.88462
spanish,1,0
spanish,50,0.8098
spanish,15,0.87619
spanish,71,0.68249
spanish,5,1
spanish,42,0.92683
spanish,284,0.21194
spanish,44,0.88795
spanish,1,0
spanish,8,0.67857
spanish,102,0.67501
spanish,14,1
spanish,2,1
spanish,6,1
spanish,174,0.38835
spanish,19,0.76608
spanish,55,0.75623
spanish,51,0.84314
spanish,1,0
spanish,61,0.63825
spanish,1,0
spanish,21,0.99048
spanish,46,0.81546
spanish,3,1
spanish,38,0.88478
spanish,48,0.75709
spanish,70,0.70559
spanish,88,0.73903
spanish,10,1
spanish,11,1
spanish,41,0.82561
spanish,159,0.37019
spanish,8,0.92857
spanish,2,1
spanish,16,0.725
spanish,8,0.71429
spanish,1,0
spanish,143,0.46489
spanish,18,0.94118
spanish,5,0.9
spanish,161,0.45567
spanish,24,0.98551
spanish,48,0.90248
spanish,227,0.3049
spanish,228,0.29894
spanish,27,0.94587
spanish,6,1
spanish,74,0.68715
spanish,2,1
spanish,51,0.91843
spanish,98,0.64296
spanish,148,0.49338
spanish,2,1
spanish,36,0.85238
spanish,140,0.50288
spanish,31,0.90323
spanish,32,0.95363
spanish,39,0.83401
spanish,17,0.99265
spanish,26,0.67692
spanish,6,1
spanish,76,0.75333
spanish,14,0.82418
spanish,18,0.86928
spanish,7,0.90476
spanish,26,0.96615
spanish,36,0.9127
spanish,8,1
spanish,212,0.31968
spanish,14,0.94505
spanish,97,0.64197
spanish,263,0.24381
spanish,17,0.94853
spanish,51,0.80471
spanish,40,0.89359
spanish,20,0.94211
spanish,2,1
spanish,96,0.60724
spanish,8,0.85714
spanish,15,1
spanish,1,0
spanish,1,0
spanish,88,0.76306
spanish,46,0.70725
spanish,17,1
spanish,202,0.35481
spanish,5,0.5
spanish,15,0.98095
spanish,84,0.49512
spanish,131,0.5495
spanish,1,0
spanish,16,0.98333
spanish,6,1
spanish,12,0.98485
spanish,78,0.77889
spanish,5,1
spanish,2,1
spanish,49,0.73895
spanish,13,1
spanish,1,0
spanish,37,0.56757
spanish,26,0.90154
spanish,154,0.47033
spanish,180,0.39565
spanish,1,0
spanish,3,1
spanish,82,0.64167
spanish,52,0.78205
spanish,43,0.68771
spanish,1,0
spanish,149,0.45565
spanish,4,1
spanish,35,0.93445
spanish,5,1
spanish,6,1
spanish,29,0.88424
spanish,210,0.32436
spanish,3,1
spanish,26,0.98769
spanish,44,0.7685
spanish,135,0.48845
spanish,1,0
spanish,215,0.3308
spanish,35,0.92269
spanish,6,1
spanish,2,1
spanish,193,0.37246
spanish,20,0.95263
spanish,9,0.41667
spanish,2,1
spanish,30,0.95862
spanish,60,0.71017
spanish,6,1
spanish,31,0.83871
spanish,14,0.63736
spanish,2,1
spanish,99,0.60482
spanish,106,0.61635
spanish,160,0.43294
spanish,91,0.67717
spanish,39,0.81646
spanish,19,0.99415
spanish,25,0.98667
spanish,102,0.36964
spanish,152,0.45939
spanish,1,0
spanish,4,1
spanish,3,1
spanish,164,0.43813
spanish,8,1
spanish,10,0.8
spanish,11,1
spanish,2,1
spanish,2,1
spanish,64,0.73264
spanish,4,1
spanish,10,1
spanish,29,0.97783
spanish,48,0.82713
spanish,121,0.56226
spanish,25,0.99
spanish,79,0.54593
spanish,1,0
spanish,2,1
spanish,11,0.92727
spanish,6,1
spanish,1,0
spanish,4,1
spanish,78,0.73626
spanish,2,1
spanish,4,1
spanish,18,0.80392
spanish,7,1
spanish,9,1
spanish,3,1
spanish,1,0
spanish,4,1
spanish,6,1
spanish,54,0.86443
spanish,17,0.98529
spanish,17,0.94853
spanish,21,0.98095
spanish,270,0.23426
spanish,46,0.69662
spanish,21,0.88095
spanish,1,0
spanish,17,0.91912
spanish,73,0.81925
spanish,3,1
spanish,4,1
spanish,1,0
spanish,1,0
spanish,1,0
spanish,1,0
spanish,101,0.70079
spanish,5,1
spanish,39,0.93657
spanish,14,0.89011
spanish,27,0.87749
spanish,106,0.54322
spanish,1,0
spanish,57,0.88659
spanish,3,1
spanish,1,0
spanish,24,0.95652
spanish,15,0.82857
spanish,4,1
spanish,225,0.30829
spanish,22,0.80519
spanish,96,0.57851
spanish,51,0.88471
spanish,3,1
spanish,4,0.66667
spanish,7,1
spanish,14,0.91209
spanish,12,0.93939
spanish,95,0.66853
spanish,141,0.50932
spanish,47,0.91489
spanish,27,0.96581
spanish,29,0.96798
spanish,1,0
spanish,151,0.46808
spanish,5,1
spanish,28,0.80688
spanish,49,0.82568
spanish,69,0.78986
spanish,3,1
spanish,43,0.94906
spanish,31,0.97204
spanish,17,0.83088
spanish,56,0.77597
spanish,111,0.56577
spanish,20,0.80526
spanish,1,0
spanish,86,0.66621
spanish,1,0
spanish,5,1
spanish,91,0.62198
spanish,45,0.87071
spanish,3,1
spanish,31,0.74194
spanish,81,0.75833
spanish,3,1
spanish,12,1
spanish,42,0.91057
spanish,68,0.77085
spanish,1,0
spanish,28,0.94974
spanish,185,0.35535
spanish,192,0.38127
spanish,3,1
spanish,160,0.43608
spanish,20,0.72632
spanish,23,0.94071
spanish,3,1
spanish,34,0.98752
spanish,97,0.64025
spanish,11,0.76364
spanish,10,1
spanish,18,0.98693
spanish,36,0.90159
spanish,50,0.92816
spanish,83,0.68205
spanish,262,0.24542
spanish,7,1
spanish,1,0
spanish,59,0.80713
spanish,8,1
spanish,15,1
spanish,1,0
spanish,28,0.94974
spanish,2,1
spanish,17,0.90441
spanish,64,0.83581
spanish,3,1
spanish,3,1
spanish,2,1
spanish,19,0.97661
spanish,35,0.89244
spanish,2,1
spanish,25,0.95333
spanish,1,0
spanish,42,0.86295
spanish,89,0.62692
spanish,12,0.98485
spanish,18,0.79739
spanish,117,0.60522
spanish,28,0.93915
spanish,24,0.88043
spanish,34,0.63993
spanish,51,0.77569
spanish,16,0.91667
spanish,9,1
spanish,58,0.69752
spanish,75,0.68144
spanish,2,1
spanish,18,0.81046
spanish,57,0.72682
spanish,13,0.85897
spanish,68,0.75241
spanish,16,0.99167
spanish,142,0.47508
spanish,76,0.72035
spanish,2,1
spanish,1,0
spanish,23,1
spanish,1,0
spanish,138,0.54036
spanish,312,0.18316
spanish,7,0.85714
spanish,68,0.84767
spanish,70,0.78468
spanish,77,0.7864
spanish,7,1
spanish,12,1
spanish,3,1
spanish,18,0.9281
spanish,135,0.49099
spanish,2,1
spanish,2,1
spanish,1,0
spanish,71,0.71549
spanish,40,0.90513
spanish,38,0.93741
spanish,8,0.96429
spanish,6,1
spanish,19,1
spanish,8,1
spanish,25,0.67
spanish,4,1
spanish,22,0.91342
spanish,25,0.9
spanish,57,0.84524
spanish,38,0.85349
spanish,2,1
spanish,5,1
spanish,2,1
spanish,4,1
spanish,60,0.64068
spanish,57,0.82393
spanish,216,0.30336
spanish,139,0.52289
spanish,32,0.62903
spanish,15,0.97143
spanish,193,0.3682
spanish,4,1
spanish,3,1
spanish,8,1
spanish,76,0.7014
spanish,5,1
spanish,5,1
spanish,4,1
spanish,3,1
spanish,48,0.8156
spanish,122,0.53245
spanish,1,0
spanish,4,1
spanish,3,1
spanish,193,0.37489
spanish,8,0.85714
spanish,1,0
italian,18,0.98039
italian,38,0.95875
italian,5,1
italian,2,1
italian,77,0.68797
italian,164,0.41366
italian,21,0.9381
italian,34,0.94652
italian,1,0
italian,17,1
italian,107,0.63357
italian,1,0
italian,18,1
italian,3,1
italian,92,0.48519
italian,4,1
italian,8,1
italian,1,0
italian,75,0.86378
italian,5,1
italian,5,0.8
italian,126,0.58794
italian,39,0.79622
italian,5,1
italian,2,1
italian,3,1
italian,3,1
italian,124,0.57474
italian,39,0.87719
italian,72,0.8971
italian,126,0.4541
italian,65,0.87452
italian,36,0.93651
italian,76,0.82632
italian,14,1
italian,162,0.45955
italian,64,0.91915
italian,50,0.9502
italian,8,0.85714
italian,20,0.90526
italian,37,0.96396
italian,8,1
italian,1,0
italian,28,0.91799
italian,41,0.76098
italian,80,0.72215
italian,1,0
italian,43,0.97896
italian,37,0.99399
italian,14,0.94505
italian,5,1
italian,119,0.57428
italian,136,0.54237
italian,147,0.49175
italian,4,1
italian,26,0.99692
italian,157,0.40274
italian,8,1
italian,69,0.74808
italian,74,0.87375
italian,75,0.59351
italian,23,0.98024
italian,14,0.98901
italian,152,0.45312
italian,197,0.35538
italian,43,0.96013
italian,3,1
italian,17,1
italian,32,0.7379
italian,7,1
italian,1,0
italian,13,0.94872
italian,56,0.82078
italian,11,1
italian,2,1
italian,1,0
italian,2,0
italian,11,1
italian,55,0.94882
italian,62,0.93337
italian,15,1
italian,1,0
italian,4,0.83333
italian,1,0
italian,1,0
italian,1,0
italian,11,0.90909
italian,115,0.52555
italian,247,0.26355
italian,4,1
italian,1,0
italian,76,0.85614
italian,186,0.3596
italian,2,1
italian,6,0.73333
italian,101,0.67366
italian,10,1
italian,13,1
italian,103,0.68646
italian,3,1
italian,5,1
italian,4,1
italian,13,0.89744
italian,2,1
italian,6,1
italian,15,0.99048
italian,12,0.98485
italian,18,1
italian,270,0.22544
italian,1,0
italian,6,1
italian,1,0
italian,9,1
italian,212,0.3326
italian,5,1
italian,7,1
italian,1,0
italian,1,0
italian,12,0.93939
italian,13,0.96154
italian,80,0.81551
italian,1,0
italian,21,0.95714
italian,11,0.98182
italian,98,0.60593
italian,132,0.5561
italian,2,1
italian,49,0.73895
italian,164,0.39054
italian,156,0.4617
italian,26,0.84923
italian,3,1
italian,236,0.26902
italian,40,0.93846
italian,166,0.4579
italian,60,0.89774
italian,80,0.85285
italian,195,0.37801
italian,89,0.8026
italian,1,0
italian,7,1
italian,12,1
italian,39,0.85695
italian,58,0.92015
italian,15,1
italian,202,0.34905
italian,1,0
italian,21,0.90476
italian,70,0.73458
italian,4,1
italian,44,0.9778
italian,2,1
italian,8,1
italian,32,0.97581
italian,33,1
italian,2,1
italian,3,1
italian,11,0.74545
italian,2,1
italian,30,0.9954
italian,48,0.87943
italian,1,0
italian,10,1
italian,4,1
italian,11,0.81818
italian,4,1
italian,48,0.96631
italian,6,1
italian,26,0.99692
italian,6,1
italian,169,0.43794
italian,17,0.99265
italian,117,0.56617
italian,50,0.86204
italian,3,1
italian,141,0.55187
italian,41,0.93293
italian,33,0.9678
italian,45,0.94141
italian,11,1
italian,1,0
italian,103,0.71331
italian,23,0.99605
italian,12,1
italian,219,0.32521
italian,8,0.75
italian,11,0.96364
italian,127,0.59505
italian,5,1
italian,23,1
italian,23,1
italian,45,0.80606
italian,1,0
italian,27,0.88319
italian,17,0.89706
italian,2,1
italian,55,0.63232
italian,1,0
italian,160,0.46675
italian,178,0.42798
italian,2,1
italian,8,1
italian,44,0.78753
italian,23,0.89328
italian,34,0.85383
italian,131,0.5697
italian,8,1
italian,17,0.75
italian,1,0
italian,3,1
italian,15,1
italian,13,1
italian,35,0.94118
italian,48,0.99557
italian,118,0.61683
italian,29,0.9532
italian,68,0.82265
italian,3,1
italian,228,0.30064
italian,4,1
italian,14,0.98901
italian,3,1
italian,3,1
italian,212,0.3242
italian,4,1
italian,8,0.92857
italian,62,0.60814
italian,2,1
italian,58,0.88687
italian,53,0.91001
italian,75,0.8245
italian,9,1
italian,1,0
italian,2,1
italian,23,0.95652
italian,167,0.43778
italian,2,1
italian,6,0.66667
italian,134,0.57345
italian,148,0.51885
italian,3,1
italian,3,1
italian,1,0
italian,23,0.97233
italian,140,0.30719
italian,258,0.24882
italian,2,1
italian,63,0.87199
italian,117,0.58606
italian,38,0.9559
italian,100,0.68525
italian,1,0
italian,4,0.66667
italian,4,1
italian,228,0.30497
italian,5,1
italian,29,0.95074
italian,156,0.48122
italian,21,0.99048
italian,4,1
italian,1,0
italian,2,1
italian,7,1
italian,10,1
italian,4,1
italian,64,0.84375
italian,5,1
italian,16,0.90833
italian,11,0.98182
italian,8,1
italian,17,1
italian,2,1
italian,8,1
italian,3,0.66667
italian,55,0.91987
italian,16,1
italian,2,1
italian,35,0.95798
italian,15,0.99048
italian,1,0
italian,210,0.34035
italian,32,0.8004
italian,32,0.98589
italian,38,0.94595
italian,26,0.82769
italian,87,0.7784
italian,1,0
italian,25,0.9
italian,1,0
italian,1,0
italian,53,0.92743
italian,5,1
italian,42,0.95354
italian,61,0.76831
italian,167,0.45119
italian,37,0.94745
italian,130,0.51103
italian,11,0.98182
italian,42,0.97329
italian,1,0
italian,6,1
italian,6,1
italian,10,1
italian,211,0.32692
italian,169,0.44675
italian,158,0.4869
italian,155,0.48203
italian,5,1
italian,4,1
italian,33,0.97538
italian,1,0
italian,20,0.94737
italian,11,0.8
italian,11,1
italian,21,1
italian,75,0.75495
italian,21,1
italian,26,0.98769
italian,14,1
italian,34,0.83601
italian,15,0.99048
italian,4,1
italian,69,0.84825
italian,29,0.99261
italian,5,1
italian,4,0.5
italian,19,1
italian,213,0.33019
italian,1,0
italian,74,0.82562
italian,4,1
italian,43,0.91916
italian,3,1
italian,199,0.34425
italian,1,0
italian,42,0.73635
italian,129,0.5665
italian,33,0.92235
italian,11,1
italian,36,0.81746
italian,92,0.74391
italian,20,1
italian,93,0.7043
italian,73,0.73364
italian,8,0.96429
italian,2,1
italian,3,1
italian,70,0.87536
italian,50,0.73959
italian,1,0
italian,34,0.94474
italian,152,0.50261
italian,50,0.76082
italian,43,0.97896
italian,3,1
italian,56,0.80065
italian,88,0.78056
italian,1,0
italian,67,0.93397
italian,1,0
italian,280,0.21623
italian,8,1
italian,17,1
italian,3,0.66667
italian,11,0.96364
italian,46,0.98068
italian,51,0.92235
italian,3,1
italian,29,0.99754
italian,17,0.94853
italian,2,1
italian,1,0
italian,61,0.9388
italian,9,1
italian,61,0.86284
italian,61,0.87814
italian,4,1
italian,106,0.68625
italian,9,1
italian,45,0.93131
italian,60,0.59944
italian,35,0.99832
italian,29,0.99261
italian,12,0.98485
italian,76,0.51649
italian,8,1
italian,26,0.81846
italian,5,0.9
italian,22,0.94372
italian,15,0.84762
italian,115,0.564
italian,24,0.96014
italian,93,0.7209
italian,4,1
italian,10,1
italian,1,0
italian,35,0.97815
italian,1,0
italian,24,0.98188
italian,39,0.96221
italian,1,0
italian,316,0.17386
italian,24,0.98188
italian,63,0.92678
italian,1,0
italian,79,0.8494
italian,12,0.98485
italian,27,0.9943
italian,122,0.62187
italian,9,0.88889
italian,39,0.79217
italian,144,0.53982
italian,15,1
italian,9,1
italian,33,0.99053
italian,6,1
italian,33,0.83712
italian,21,0.98095
italian,30,0.75402
italian,2,1
italian,56,0.89286
italian,50,0.93061
italian,32,0.95968
italian,15,1
italian,11,1
italian,16,1
italian,67,0.8919
italian,85,0.65462
italian,27,0.97721
italian,267,0.23725
italian,31,0.90323
italian,31,0.83871
italian,6,1
italian,87,0.76584
italian,18,1
italian,43,0.86822
italian,37,0.95946
italian,7,1
italian,23,0.86957
italian,10,1
italian,8,1
italian,1,0
italian,54,0.69672
italian,76,0.74491
italian,26,0.99692
italian,37,0.95345
italian,186,0.39907
italian,5,1
italian,16,1
french,19,0.99415
french,21,0.99524
french,11,1
french,17,0.99265
french,29,0.98276
french,38,0.98862
french,3,1
french,4,1
french,199,0.31004
french,16,0.975
french,34,0.87522
french,5,0.9
french,1,0
french,12,0.98485
french,67,0.80959
french,4,1
french,39,0.89609
french,4,1
french,84,0.58003
french,8,1
french,7,1
french,65,0.86875
french,5,1
french,1,0
french,31,0.98495
french,24,0.93478
french,1,0
french,134,0.48839
french,13,0.97436
french,28,0.96561
french,13,0.83333
french,130,0.38819
french,158,0.41135
french,2,1
french,41,0.80488
french,10,1
french,14,0.9011
french,53,0.87228
french,11,1
french,154,0.47611
french,61,0.73661
french,10,1
french,51,0.87922
french,3,1
french,58,0.83969
french,92,0.66914
french,27,0.82051
french,42,0.91405
french,88,0.73668
french,14,0.98901
french,25,0.98
french,7,1
french,4,1
french,170,0.40933
french,6,1
french,1,0
french,125,0.48529
french,3,1
french,69,0.74169
french,33,0.95455
french,133,0.48211
french,2,1
french,40,0.87308
french,11,0.98182
french,202,0.33038
french,103,0.63335
french,3,1
french,2,1
french,101,0.55545
french,19,0.94737
french,5,1
french,6,1
french,15,0.90476
french,46,0.7942
french,1,0
french,3,1
french,1,0
french,11,1
french,2,1
french,6,1
french,62,0.83977
french,31,0.97419
french,22,0.98701
french,1,0
french,2,1
french,7,1
french,8,0.96429
french,4,1
french,11,1
french,3,1
french,1,0
french,102,0.64628
french,18,0.94771
french,96,0.56382
french,275,0.21611
french,5,1
french,89,0.73927
french,201,0.31353
french,7,1
french,68,0.85162
french,6,1
french,6,1
french,96,0.67434
french,1,0
french,1,0
french,12,1
french,47,0.9334
french,2,1
french,8,1
french,21,0.99524
french,249,0.24815
french,5,1
french,31,0.88817
french,1,0
french,3,1
french,228,0.27904
french,23,0.95257
french,67,0.79421
french,5,1
french,20,0.97895
french,1,0
french,1,0
french,29,0.94581
french,1,0
french,5,1
french,16,1
french,21,0.86667
french,71,0.6833
french,114,0.64058
french,6,1
french,28,0.87037
french,50,0.91265
french,13,0.94872
french,26,0.80923
french,224,0.26017
french,2,1
french,3,1
french,125,0.55342
french,84,0.67355
french,45,0.91818
french,284,0.20492
french,95,0.71758
french,21,0.95238
french,8,1
french,13,0.97436
french,63,0.80952
french,2,1
french,94,0.72706
french,2,1
french,81,0.74877
french,33,0.92045
french,59,0.79836
french,17,0.97794
french,1,0
french,13,1
french,1,0
french,20,0.86842
french,1,0
french,1,0
french,1,0
french,22,1
french,2,1
french,25,0.79667
french,1,0
french,19,0.81287
french,46,0.88019
french,3,1
french,2,1
french,20,1
french,7,1
french,94,0.60741
french,74,0.62236
french,72,0.76056
french,7,1
french,35,0.94286
french,1,0
french,71,0.78672
french,17,1
french,8,1
french,1,0
french,19,1
french,50,0.90041
french,84,0.74441
french,33,0.9053
french,13,1
french,1,0
french,244,0.268
french,17,0.75735
french,31,0.90323
french,259,0.23824
french,250,0.25427
french,9,0.91667
french,67,0.8512
french,15,1
french,50,0.84408
french,5,1
french,5,1
french,46,0.7942
french,3,1
french,2,1
french,1,0
french,64,0.53323
french,1,0
french,175,0.41373
french,103,0.63183
french,9,0.77778
french,8,1
french,112,0.53781
french,24,0.91304
french,78,0.65867
french,147,0.50005
french,86,0.64761
french,8,1
french,12,0.98485
french,13,1
french,10,1
french,9,0.75
french,10,1
french,41,0.82561
french,39,0.88799
french,109,0.65596
french,1,0
french,1,0
french,24,1
french,63,0.84793
french,68,0.6892
french,16,0.90833
french,50,0.83102
french,2,1
french,201,0.35861
french,3,1
french,66,0.8662
french,44,0.84778
french,18,1
french,199,0.3475
french,1,0
french,20,0.90526
french,6,1
french,31,0.85591
french,1,0
french,26,0.91385
french,64,0.78423
french,5,1
french,1,0
french,7,0.95238
french,12,0.98485
french,78,0.77189
french,135,0.51233
french,2,1
french,1,0
french,2,1
french,1,0
french,169,0.25331
french,226,0.29542
french,1,0
french,1,0
french,3,1
french,125,0.528
french,23,0.94862
french,71,0.76579
french,35,0.8437
french,1,0
french,1,0
french,35,0.95462
french,37,0.89339
french,19,1
french,6,1
french,51,0.89412
french,7,1
french,166,0.42548
french,4,1
french,6,1
french,6,1
french,10,0.97778
french,2,1
french,2,1
french,1,0
french,13,0.9359
french,18,1
french,69,0.75064
french,1,0
french,16,0.975
french,18,0.94118
french,8,1
french,20,1
french,10,1
french,6,1
french,44,0.9556
french,34,0.95009
french,8,1
french,53,0.85341
french,10,0.86667
french,10,1
french,266,0.22809
french,102,0.60784
french,2,1
french,46,0.89275
french,39,0.861
french,57,0.88722
french,44,0.76956
french,10,1
french,15,0.94286
french,45,0.68283
french,1,0
french,8,1
french,2,1
french,41,0.94512
french,96,0.60482
french,85,0.76275
french,39,0.90418
french,1,0
french,33,0.98106
french,31,0.93978
french,12,0.84848
french,11,1
french,15,0.86667
french,1,0
french,148,0.4772
french,239,0.26648
french,205,0.33085
french,5,1
french,124,0.55376
french,1,0
french,155,0.41709
french,20,0.98947
french,132,0.49352
french,3,1
french,1,0
french,20,0.99474
french,5,0.9
french,4,1
french,8,1
french,2,1
french,112,0.62516
french,19,1
french,30,0.97241
french,13,1
french,30,0.96782
french,40,0.95769
french,3,1
french,70,0.75569
french,20,1
french,9,0.80556
french,48,0.86436
french,1,0
french,22,1
french,12,1
french,1,0
french,225,0.29147
french,1,0
french,2,1
french,39,0.89879
french,5,1
french,10,1
french,1,0
french,5,1
french,12,0.92424
french,4,1
french,1,0
french,71,0.65392
french,162,0.41722
french,17,0.94853
french,5,1
french,19,1
french,27,0.96011
french,68,0.85953
french,37,0.94444
french,124,0.5434
french,221,0.30633
french,3,1
french,5,0.6
french,4,1
french,2,1
french,10,0.97778
french,19,0.99415
french,18,0.97386
french,17,1
french,80,0.71709
french,46,0.90242
french,8,1
french,16,0.925
french,17,0.97794
french,78,0.7336
french,21,0.9619
french,316,0.17111
french,1,0
french,8,1
french,19,0.9883
french,4,1
french,6,1
french,94,0.75017
french,16,0.99167
french,1,0
french,69,0.7873
french,40,0.96282
french,63,0.86534
french,13,1
french,14,0.97802
french,54,0.87841
french,102,0.59251
french,34,0.97683
french,3,1
french,84,0.73723
french,17,0.98529
french,22,0.97403
french,5,1
french,51,0.60157
french,43,0.82281
french,10,1
french,15,1
french,47,0.55412
french,8,1
french,75,0.63351
french,50,0.61224
french,17,0.98529
french,99,0.6444
french,5,1
french,15,0.98095
french,81,0.71142
french,62,0.76891
french,7,1
french,155,0.45245
french,6,1
french,22,1
french,1,0
french,4,1
french,45,0.93333
french,1,0
french,311,0.17403
french,26,0.79692
french,24,0.97826
french,63,0.90169
french,25,0.97333
french,6,1
french,65,0.87115
french,24,0.93116
french,22,1
french,116,0.59115
french,1,0
french,44,0.71459
french,114,0.53159
french,3,1
french,3,1
french,37,0.96246
french,22,1
french,19,0.97076
french,10,0.97778
french,47,0.65125
french,12,1
french,40,0.69615
french,1,0
french,5,1
french,18,0.8366
french,25,0.87667
french,13,0.98718
french,15,0.87619
french,4,1
french,5,1
french,2,1
french,160,0.42178
french,9,1
french,50,0.89469
french,231,0.28285
french,24,0.8587
french,42,0.71545
french,102,0.62318
french,25,0.95
french,56,0.73571
french,1,0
french,3,1
french,61,0.84809
french,30,0.94713
french,18,0.98693
french,7,1
french,59,0.71362
french,85,0.66471
french,5,1
french,4,1
french,11,1
french,200,0.34136
french,15,0.81905
french,2,1
french,1,0
french,1,0
french,53,0.88679
