Cuisine, Degree, Avg Neig Degree
indian,0,0.50499
indian,2.06e-07,0.4989
indian,0,0.43541
indian,0.00030599,0.54296
indian,0,0.49189
indian,0.028225,0.60667
indian,1.0415e-06,0.455
indian,0,0.43541
indian,0.00024001,0.51412
indian,0.0010755,0.55966
indian,0,0.48199
indian,0,0.47895
indian,0,0.47694
indian,0,0.47895
indian,0,0.4903
indian,0.0019649,0.56452
indian,0,0.48507
indian,1.6389e-05,0.50952
indian,0,0.34706
indian,5.5142e-06,0.49618
indian,0,0.47594
indian,0,0.34444
indian,0,0.4596
indian,0,0.47996
indian,0,0.47844
indian,0.00048137,0.52419
indian,2.7588e-05,0.51763
indian,3.2577e-05,0.52419
indian,0.0058076,0.59555
indian,0,0.48663
indian,0,0.49672
indian,0,0.4882
indian,1.257e-06,0.49727
indian,0,0.40991
indian,0,0.41553
indian,0,0.40018
indian,0.0068656,0.61737
indian,0.0043996,0.49836
indian,1.0047e-05,0.51181
indian,8.8703e-05,0.50725
indian,0.0015349,0.5391
indian,9.6754e-05,0.52601
indian,1.1469e-06,0.49457
indian,0,0.40053
indian,4.1384e-05,0.52059
indian,7.1369e-06,0.50276
indian,0.00023794,0.53467
indian,3.0241e-05,0.5254
indian,0,0.47694
indian,8.8674e-05,0.53341
indian,0,0.49242
indian,0.00011225,0.52
indian,0.0002471,0.52359
indian,6.571e-07,0.49945
indian,0,0.48097
indian,0.0009233,0.56034
indian,4.6131e-07,0.47844
indian,0,0.47544
indian,0,0.33285
indian,0.00029562,0.5254
indian,0.017127,0.66038
indian,0,0.46476
indian,1.2709e-05,0.50165
indian,0.00079162,0.54296
indian,0.00012919,0.52299
indian,5.4359e-05,0.50165
indian,3.7238e-07,0.4882
indian,5.6046e-06,0.51066
indian,0,0.47744
indian,0.016671,0.65374
indian,0,0.38171
indian,3.9299e-05,0.51705
indian,1.2001e-05,0.325
indian,0,0.47945
indian,5.0334e-05,0.49727
indian,0.002334,0.54231
indian,0.00017696,0.53467
indian,4.5175e-07,0.50556
indian,0,0.49349
indian,0,0.48148
indian,4.4009e-07,0.46524
indian,0,0.40516
indian,0,0.47945
indian,2.3834e-05,0.51124
indian,2.2919e-06,0.50952
indian,6.0217e-07,0.49136
indian,0,0.47495
indian,0,0.38494
indian,1.4238e-07,0.42925
indian,9.205e-06,0.49618
indian,0.001097,0.54361
indian,0.0094585,0.61156
indian,0,0.47396
indian,0,0.47744
indian,0.00099535,0.56875
indian,0.0027433,0.55556
indian,0,0.383
indian,9.616e-06,0.51066
indian,1.0923e-05,0.52359
indian,7.7982e-06,0.49296
indian,5.1512e-07,0.49781
indian,0,0.47495
indian,0,0.48456
indian,5.1263e-06,0.51822
indian,0.03273,0.68012
indian,9.862e-05,0.52299
indian,0.00020528,0.53279
indian,0,0.48404
indian,0,0.44132
indian,0.031487,0.69572
indian,0,0.45867
indian,0,0.47694
indian,0.0055796,0.59399
indian,3.8004e-06,0.50556
indian,4.4009e-07,0.4825
indian,4.4737e-05,0.52662
indian,0.0028027,0.5576
indian,0.040485,0.71654
indian,0,0.46571
indian,0.00030175,0.51941
indian,0,0.48872
indian,7.6122e-06,0.50556
indian,1.7724e-05,0.5254
indian,0.0021663,0.58408
indian,5.8186e-06,0.50221
indian,0.0054603,0.53092
indian,0.000425,0.53592
indian,0.00034503,0.54952
indian,0,0.47844
indian,1.572e-05,0.51009
indian,0.011382,0.57888
indian,9.6562e-06,0.51066
indian,0.00039562,0.55218
indian,0.0001066,0.41743
indian,0.023922,0.63725
indian,3.6153e-07,0.48925
indian,8.868e-05,0.51471
indian,3.4611e-05,0.51412
indian,0,0.50055
indian,0.00077807,0.53467
indian,0,0.47844
indian,4.3627e-07,0.48925
indian,6.1813e-05,0.52723
indian,0,0.49136
indian,0,0.49564
indian,0.00065871,0.53092
indian,1.7289e-07,0.49672
indian,3.7589e-05,0.51471
indian,0.00041006,0.54952
indian,0.00010365,0.53846
indian,0,0.40053
indian,5.6253e-05,0.52059
indian,0,0.48199
indian,1.6975e-05,0.4825
indian,4.0341e-07,0.47694
indian,0,0.48767
indian,0.00017847,0.48046
indian,0.00083825,0.5576
indian,0.0026214,0.58634
indian,0,0.41781
indian,4.9335e-06,0.51297
indian,0,0.48404
indian,0,0.4825
indian,0.16759,0.86502
indian,0,0.46715
indian,0.0024607,0.58483
indian,0.00046747,0.54885
indian,0,0.50838
indian,0,0.39394
indian,3.0546e-05,0.52662
indian,3.2273e-06,0.38203
indian,1.7902e-05,0.51354
indian,0,0.48097
indian,0,0.48507
indian,0.0032748,0.59947
indian,0,0.37791
indian,0,0.49083
indian,0.0015072,0.57595
indian,0,0.47694
indian,9.2053e-05,0.51822
indian,0,0.47794
indian,0.0010341,0.56382
indian,4.0807e-07,0.50276
indian,0.0013023,0.54426
indian,0.0030476,0.57814
indian,8.5056e-06,0.50055
indian,0,0.47996
indian,0,0.46429
indian,4.9204e-07,0.48507
indian,0,0.41326
indian,0.00077625,0.55828
indian,0,0.50556
indian,0,0.48715
indian,0.0044563,0.5248
indian,0,0.41401
indian,0,0.48199
indian,4.1938e-06,0.44783
indian,1.9977e-05,0.52119
indian,0.0003912,0.54952
indian,0.00018595,0.49836
indian,0.005549,0.61653
indian,0.08667,0.8125
indian,0.0004945,0.5254
indian,0.0002749,0.5248
indian,0,0.37791
indian,0.012753,0.625
indian,0.00011196,0.50725
indian,0,0.48456
indian,6.1436e-05,0.53719
indian,0,0.46907
indian,1.0096e-05,0.48872
indian,1.5517e-05,0.52
indian,0,0.48559
indian,2.3419e-05,0.49296
indian,1.543e-06,0.48507
indian,1.5237e-06,0.50952
indian,0.00072408,0.56663
indian,0.012796,0.65942
indian,1.6693e-07,0.49457
indian,1.2506e-06,0.48663
indian,0.027139,0.70543
indian,0.013464,0.65562
indian,0,0.47396
indian,0.00052307,0.53279
indian,0,0.46429
indian,0.00035533,0.52299
indian,0,0.47396
indian,0.0046255,0.55828
indian,1.4553e-05,0.51822
indian,0,0.48353
indian,0,0.46429
indian,2.0171e-07,0.49136
indian,9.8309e-05,0.53846
indian,2.5698e-06,0.48404
indian,0.0023081,0.59168
indian,0,0.46193
indian,0,0.47053
indian,0,0.48872
indian,0,0.49349
indian,0,0.33729
indian,0.0058455,0.57595
indian,0.0007004,0.55018
indian,2.1449e-05,0.52601
indian,0.0054224,0.61653
indian,4.5958e-05,0.52969
indian,9.6634e-07,0.51181
indian,0.003496,0.60586
indian,0.00053115,0.5391
indian,2.719e-07,0.49945
indian,0.00011213,0.49083
indian,0.00012396,0.51763
indian,1.6137e-07,0.50055
indian,2.0109e-05,0.51066
indian,0,0.47895
indian,0,0.47694
indian,3.473e-05,0.51354
indian,0.002301,0.59245
indian,1.9235e-06,0.50612
indian,5.8855e-06,0.48715
indian,0,0.47445
indian,0,0.48404
indian,2.4826e-07,0.47644
indian,1.8619e-07,0.50499
indian,0,0.46006
indian,0.0014009,0.54819
indian,0,0.46429
indian,0,0.38723
indian,0.018761,0.66423
indian,0,0.47844
indian,1.0527e-05,0.50276
indian,0,0.41102
indian,0,0.48872
indian,0.00050081,0.56242
indian,3.1232e-07,0.4882
indian,0,0.49242
indian,0,0.40265
indian,0,0.49781
indian,0.00034072,0.54231
indian,0,0.47996
indian,0,0.46956
indian,0.0060475,0.62672
indian,0,0.39157
indian,1.447e-05,0.48456
indian,0.0005253,0.54819
indian,3.5826e-06,0.50388
indian,0.00066784,0.55897
indian,4.2041e-05,0.49727
indian,0,0.46006
indian,0,0.4825
indian,4.042e-06,0.51239
indian,0,0.47844
indian,3.9496e-07,0.4989
indian,7.8693e-06,0.50952
indian,0,0.49296
indian,4.5908e-05,0.5254
indian,0.00029832,0.51124
indian,0,0.47996
indian,0,0.47495
indian,5.9428e-06,0.51239
indian,0.0011203,0.54038
indian,0.0012077,0.56034
indian,7.1839e-06,0.49836
indian,7.4036e-06,0.50838
indian,0.00016154,0.52784
indian,0,0.48097
indian,1.2413e-07,0.48715
indian,3.066e-06,0.48301
indian,0.0047477,0.58862
indian,0.0032539,0.54688
indian,1.7738e-06,0.50221
indian,0.00014599,0.51822
indian,0,0.47101
indian,0,0.49564
indian,1.0815e-06,0.49618
indian,4.0125e-06,0.50443
indian,5.0372e-07,0.50499
indian,0,0.48301
indian,0,0.48456
indian,0,0.40373
indian,1.5518e-06,0.4951
indian,1.2489e-06,0.50781
indian,0,0.49672
indian,0,0.4715
indian,0,0.46381
indian,0,0.46099
indian,0.065776,0.76988
indian,0,0.41858
indian,0.00017931,0.54361
indian,0.00015087,0.53719
indian,0,0.48611
indian,0,0.48199
indian,0,0.49136
indian,0.0009068,0.54167
indian,0,0.39947
indian,0.016497,0.66912
indian,4.5983e-06,0.49136
indian,0,0.48456
indian,2.4826e-07,0.50443
indian,2.5319e-05,0.51646
indian,0,0.48507
indian,0.0037648,0.55018
indian,0.00011996,0.53341
indian,5.1642e-06,0.5011
indian,8.8966e-06,0.51529
indian,0,0.48925
indian,0,0.48767
indian,0,0.47945
indian,0,0.47594
indian,0.0073133,0.6157
indian,0,0.48611
indian,0,0.48611
indian,0.12769,0.84572
indian,5.9659e-05,0.52601
indian,2.8469e-05,0.4715
indian,2.1916e-06,0.50952
indian,0,0.4825
indian,0.013362,0.61821
indian,0,0.46429
indian,0,0.49618
indian,0.0035541,0.56522
indian,0.00010615,0.52969
indian,2.3338e-06,0.50055
indian,6.1813e-05,0.52969
indian,9.7215e-07,0.48977
indian,0.023941,0.68731
indian,1.9271e-05,0.48148
indian,2.9442e-05,0.5254
indian,0.00012058,0.37854
indian,6.3847e-06,0.51181
indian,1.4614e-05,0.49349
indian,0,0.46956
indian,0,0.37822
indian,0,0.47396
indian,3.6923e-06,0.50668
indian,0,0.48611
indian,0,0.46429
indian,0,0.48507
indian,1.9945e-05,0.45637
indian,0,0.48715
indian,0,0.48404
indian,0,0.46859
indian,0,0.47347
indian,4.6065e-06,0.50388
indian,5.9578e-07,0.5
indian,0.001907,0.5871
indian,0,0.47844
indian,0,0.49189
indian,2.6894e-07,0.47945
indian,0.00059774,0.56242
indian,0,0.48046
indian,0,0.47495
indian,7.9346e-06,0.47445
indian,0.00083167,0.51181
indian,0.0018918,0.47101
indian,9.4703e-06,0.51587
indian,1.8999e-07,0.50165
indian,0.001332,0.56592
indian,1.4403e-05,0.47945
indian,4.1635e-05,0.50221
indian,0.00061232,0.52969
indian,1.0518e-05,0.4989
indian,0,0.47396
indian,0.0080916,0.62759
indian,0,0.48715
indian,4.5639e-06,0.39497
indian,3.6171e-06,0.49836
indian,7.9182e-05,0.51881
indian,0,0.48046
indian,0,0.39497
indian,0,0.45867
indian,5.3857e-06,0.4903
indian,0,0.4903
indian,0,0.48404
indian,0.00093022,0.56312
indian,0.0002083,0.40088
indian,3.6506e-06,0.51297
indian,0,0.46429
indian,0,0.49403
indian,0,0.47347
indian,0,0.48507
indian,0,0.4825
indian,3.2273e-06,0.48977
indian,1.1844e-05,0.50895
indian,0,0.48353
indian,3.7943e-06,0.49945
indian,0.010595,0.63459
indian,0.0024315,0.47744
indian,0,0.41065
indian,0,0.49618
indian,0.0019999,0.5871
indian,2.3586e-06,0.46381
indian,0.00049601,0.55152
indian,0,0.48559
indian,2.9796e-06,0.50725
indian,0.0014846,0.53974
indian,0.0060257,0.61074
indian,1.1779e-06,0.48404
indian,0.0044929,0.50838
indian,0,0.46429
indian,0.0055552,0.59014
indian,0,0.47794
indian,0,0.48559
indian,7.6436e-07,0.4903
indian,0.00046961,0.54952
indian,1.5623e-06,0.48977
indian,1.3753e-05,0.51181
indian,0,0.48559
indian,9.4082e-05,0.50952
indian,0,0.46956
indian,1.9364e-07,0.49296
indian,1.8755e-05,0.5254
indian,0,0.46476
indian,2.9924e-06,0.36111
indian,0.0094579,0.64175
indian,0.0043903,0.59399
indian,1.3831e-07,0.5
chinese,0,0.4639
chinese,0,0.44539
chinese,2.68e-07,0.47906
chinese,0,0.4676
chinese,0.0010355,0.52815
chinese,4.2416e-06,0.48351
chinese,0,0.484
chinese,0.00067112,0.54726
chinese,2.7612e-07,0.48251
chinese,1.3248e-06,0.49735
chinese,0,0.42025
chinese,0.00026925,0.52111
chinese,0,0.46344
chinese,4.2856e-05,0.50539
chinese,0,0.44038
chinese,3.994e-05,0.52053
chinese,1.3218e-05,0.44709
chinese,0.00040889,0.53114
chinese,2.7207e-05,0.51201
chinese,7.096e-06,0.34384
chinese,0,0.47278
chinese,0,0.47566
chinese,0,0.34209
chinese,0.013591,0.63636
chinese,1.1708e-06,0.48753
chinese,0.0016932,0.53723
chinese,7.3663e-05,0.52053
chinese,0,0.34209
chinese,0.00021181,0.40997
chinese,0.0013874,0.54918
chinese,0.00014073,0.51823
chinese,1.9387e-07,0.47374
chinese,0,0.32123
chinese,0.095338,0.77649
chinese,0.00054192,0.52697
chinese,0,0.47808
chinese,4.4576e-05,0.49473
chinese,1.3748e-05,0.48551
chinese,8.84e-07,0.47711
chinese,2.5107e-05,0.51425
chinese,3.2211e-05,0.50593
chinese,0,0.46482
chinese,0.0019195,0.57405
chinese,1.1479e-06,0.48753
chinese,1.7022e-06,0.43832
chinese,0.026231,0.67
chinese,0,0.45623
chinese,0.0052936,0.51652
chinese,1.8837e-05,0.40085
chinese,0.016009,0.58846
chinese,0,0.46116
chinese,5.4291e-06,0.49735
chinese,0,0.39915
chinese,0.0010779,0.49213
chinese,0,0.42367
chinese,0.00030097,0.53846
chinese,0.0027436,0.5397
chinese,8.3169e-05,0.51482
chinese,0.0027345,0.56848
chinese,2.1489e-05,0.51089
chinese,0,0.40747
chinese,0.0045558,0.5678
chinese,1.4608e-06,0.49473
chinese,9.2176e-05,0.48956
chinese,0,0.44329
chinese,6.6701e-05,0.51652
chinese,0,0.44966
chinese,0,0.38601
chinese,5.6074e-05,0.51369
chinese,0,0.46574
chinese,0.00052322,0.52344
chinese,0.0016491,0.56235
chinese,0.00011955,0.43107
chinese,0,0.47857
chinese,3.8987e-06,0.37193
chinese,0,0.41578
chinese,0,0.45623
chinese,0,0.43955
chinese,0,0.44795
chinese,5.6518e-05,0.51938
chinese,2.2486e-05,0.50376
chinese,0,0.46161
chinese,0,0.38889
chinese,2.7139e-05,0.50868
chinese,0.0043436,0.47278
chinese,0.00092763,0.54854
chinese,0.005037,0.58261
chinese,0.02131,0.6532
chinese,0,0.45712
chinese,0.00059042,0.53478
chinese,0.010417,0.53175
chinese,0,0.38696
chinese,6.2575e-05,0.50214
chinese,0,0.45712
chinese,0,0.41431
chinese,0.00055863,0.54662
chinese,0,0.46482
chinese,1.2575e-05,0.39379
chinese,3.4296e-06,0.49213
chinese,0.0001296,0.49947
chinese,5.5743e-05,0.48753
chinese,0.00091681,0.5637
chinese,1.7867e-07,0.49473
chinese,0,0.46116
chinese,0.01005,0.60516
chinese,0,0.41875
chinese,9.5915e-08,0.48103
chinese,1.3889e-06,0.49265
chinese,0,0.32145
chinese,0.0019773,0.52227
chinese,0.00062114,0.51034
chinese,0,0.47183
chinese,0,0.47614
chinese,0.0095769,0.58333
chinese,0.0069999,0.60205
chinese,0.045443,0.68268
chinese,2.4627e-07,0.47614
chinese,0.00050034,0.51766
chinese,0,0.40431
chinese,2.3265e-06,0.4963
chinese,0.0002015,0.43386
chinese,3.3108e-05,0.52111
chinese,0,0.4662
chinese,0,0.39181
chinese,6.1172e-07,0.50053
chinese,0,0.47041
chinese,0.0014924,0.52994
chinese,3.8426e-05,0.51034
chinese,1.4156e-06,0.50376
chinese,0,0.45801
chinese,0,0.33912
chinese,0,0.35131
chinese,0,0.48501
chinese,0.044354,0.62784
chinese,4.7108e-06,0.48053
chinese,8.3888e-06,0.47614
chinese,0.0015806,0.56574
chinese,0.0013616,0.50539
chinese,0.0072068,0.55967
chinese,0.0045748,0.51257
chinese,1.139e-06,0.37222
chinese,4.0999e-07,0.48004
chinese,3.2043e-07,0.4911
chinese,0,0.363
chinese,5.4972e-05,0.49265
chinese,0.00041894,0.49368
chinese,0,0.4639
chinese,0.00068553,0.49682
chinese,0,0.43832
chinese,0.0015778,0.56848
chinese,0,0.41578
chinese,2.6563e-05,0.4963
chinese,0,0.49265
chinese,0,0.4676
chinese,0.00065166,0.54157
chinese,1.4697e-07,0.48351
chinese,0,0.44923
chinese,0,0.45935
chinese,0,0.40606
chinese,0,0.45314
chinese,4.2194e-06,0.42792
chinese,0,0.44966
chinese,0,0.34844
chinese,3.6279e-05,0.40154
chinese,0.050647,0.71277
chinese,0.00040963,0.52697
chinese,1.0182e-06,0.49735
chinese,0,0.484
chinese,0,0.46252
chinese,0,0.48152
chinese,0.036369,0.67775
chinese,3.9936e-07,0.47808
chinese,0.0045131,0.50539
chinese,0.00054299,0.54282
chinese,0.0095981,0.63464
chinese,6.6842e-06,0.37281
chinese,0.00050853,0.49265
chinese,0,0.45846
chinese,3.753e-05,0.48103
chinese,0,0.47136
chinese,0.0007122,0.54095
chinese,0,0.46026
chinese,2.0019e-06,0.4845
chinese,0,0.47136
chinese,0.0043719,0.5252
chinese,0.0010875,0.55635
chinese,0,0.42025
chinese,0,0.48501
chinese,0.0089384,0.60205
chinese,0.0004007,0.4747
chinese,0.00064711,0.50539
chinese,0.0021744,0.52053
chinese,0.014425,0.6083
chinese,1.6595e-05,0.50107
chinese,0,0.45183
chinese,0,0.46713
chinese,0,0.47326
chinese,0.00023576,0.42063
chinese,9.7865e-05,0.50539
chinese,9.4404e-07,0.47422
chinese,0,0.4676
chinese,1.3017e-07,0.40017
chinese,0.01367,0.63636
chinese,0.00011126,0.46713
chinese,0.00032789,0.51201
chinese,0.12069,0.79357
chinese,0.00010237,0.52285
chinese,0.0085304,0.48803
chinese,0.004983,0.54918
chinese,2.0712e-07,0.4911
chinese,0,0.40961
chinese,0,0.46528
chinese,0.00039212,0.53846
chinese,0,0.47808
chinese,0,0.47326
chinese,1.2947e-06,0.4911
chinese,0,0.43832
chinese,0.011549,0.61792
chinese,0,0.45935
chinese,7.2203e-05,0.50703
chinese,0,0.48501
chinese,0.0049654,0.60128
chinese,2.7961e-05,0.50813
chinese,0.0052758,0.60516
chinese,0.00069528,0.52285
chinese,1.9265e-06,0.4662
chinese,0.015381,0.62869
chinese,0,0.45446
chinese,0,0.45935
chinese,0,0.47711
chinese,6.3758e-05,0.50978
chinese,5.39e-05,0.4942
chinese,0,0.4776
chinese,0.0013116,0.53235
chinese,0,0.47231
chinese,0.00030729,0.52637
chinese,0.00018779,0.52637
chinese,0,0.4488
chinese,0,0.48103
chinese,1.5511e-06,0.4942
chinese,0,0.44287
chinese,1.9103e-06,0.40641
chinese,0,0.484
chinese,4.5512e-05,0.50053
chinese,0,0.34184
chinese,0,0.48905
chinese,0.015962,0.65139
chinese,5.6236e-05,0.46713
chinese,0,0.41652
chinese,0,0.34741
chinese,6.8511e-08,0.47278
chinese,0.013778,0.5783
chinese,0.0045402,0.59518
chinese,3.4436e-05,0.50648
chinese,0.038964,0.70633
chinese,0,0.46947
chinese,0,0.46667
