Cuisine,Rank,Frequency
mexican,174,15
mexican,174,15
mexican,174,15
mexican,175,14
mexican,175,14
mexican,175,14
mexican,175,14
mexican,175,14
mexican,175,14
mexican,175,14
mexican,175,14
mexican,175,14
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,176,13
mexican,177,12
mexican,177,12
mexican,177,12
mexican,177,12
mexican,177,12
mexican,177,12
mexican,177,12
mexican,177,12
mexican,177,12
mexican,177,12
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,178,11
mexican,179,10
mexican,179,10
mexican,179,10
mexican,179,10
mexican,179,10
mexican,179,10
mexican,179,10
mexican,179,10
mexican,179,10
mexican,179,10
mexican,179,10
mexican,179,10
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,180,9
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,181,8
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,182,7
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,183,6
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,184,5
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,185,4
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,186,3
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,187,2
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,188,1
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
mexican,189,0
spanish,1,2587
spanish,2,1829
spanish,3,1479
spanish,4,1359
spanish,5,1338
spanish,6,1093
spanish,7,879
spanish,8,872
spanish,9,822
spanish,10,780
spanish,11,769
spanish,12,752
spanish,13,732
spanish,14,727
spanish,15,717
spanish,16,673
spanish,17,649
spanish,18,639
spanish,19,624
spanish,20,604
spanish,21,578
spanish,22,558
spanish,23,551
spanish,24,545
spanish,25,536
spanish,26,519
spanish,27,467
spanish,28,451
spanish,29,449
spanish,30,436
spanish,31,416
spanish,32,414
spanish,33,402
spanish,34,399
spanish,35,394
spanish,36,393
spanish,37,378
spanish,38,377
spanish,39,375
spanish,40,369
spanish,41,348
spanish,42,347
spanish,42,347
spanish,43,323
spanish,44,312
spanish,45,287
spanish,46,283
spanish,47,282
spanish,48,280
spanish,49,274
spanish,50,258
spanish,51,252
spanish,51,252
spanish,51,252
spanish,51,252
spanish,52,237
spanish,53,226
spanish,54,222
spanish,55,216
spanish,56,209
spanish,56,209
spanish,57,205
spanish,58,201
spanish,59,199
spanish,60,198
spanish,60,198
spanish,61,197
spanish,62,194
spanish,63,192
spanish,64,190
spanish,65,180
spanish,66,177
spanish,67,176
spanish,68,175
spanish,69,173
spanish,69,173
spanish,70,168
spanish,71,167
spanish,72,166
spanish,73,160
spanish,74,159
spanish,75,156
spanish,76,145
spanish,76,145
spanish,76,145
spanish,77,140
spanish,77,140
spanish,78,138
spanish,79,132
spanish,80,128
spanish,81,124
spanish,82,122
spanish,83,121
spanish,84,118
spanish,85,114
spanish,86,113
spanish,87,111
spanish,87,111
spanish,88,103
spanish,89,100
spanish,90,98
spanish,91,97
spanish,91,97
spanish,92,96
spanish,93,95
spanish,93,95
spanish,93,95
spanish,94,94
spanish,95,93
spanish,96,88
spanish,96,88
spanish,97,87
spanish,98,84
spanish,99,83
spanish,100,82
spanish,100,82
spanish,101,80
spanish,102,79
spanish,103,78
spanish,104,77
spanish,104,77
spanish,105,76
spanish,105,76
spanish,106,74
spanish,107,73
spanish,108,72
spanish,108,72
spanish,109,71
spanish,109,71
spanish,110,70
spanish,111,69
spanish,112,68
spanish,112,68
spanish,112,68
spanish,112,68
spanish,113,66
spanish,113,66
spanish,113,66
spanish,113,66
spanish,114,65
spanish,114,65
spanish,115,63
spanish,115,63
spanish,115,63
spanish,115,63
spanish,116,62
spanish,117,60
spanish,118,59
spanish,118,59
spanish,119,58
spanish,119,58
spanish,119,58
spanish,120,57
spanish,121,56
spanish,121,56
spanish,122,55
spanish,122,55
spanish,123,53
spanish,124,52
spanish,124,52
spanish,125,51
spanish,125,51
spanish,126,50
spanish,127,49
spanish,128,48
spanish,128,48
spanish,129,47
spanish,130,46
spanish,130,46
spanish,130,46
spanish,130,46
spanish,131,45
spanish,132,44
spanish,132,44
spanish,133,43
spanish,133,43
spanish,134,42
spanish,134,42
spanish,134,42
spanish,135,41
spanish,135,41
spanish,135,41
spanish,135,41
spanish,136,40
spanish,137,38
spanish,137,38
spanish,137,38
spanish,137,38
spanish,137,38
spanish,137,38
spanish,137,38
spanish,138,37
spanish,138,37
spanish,139,36
spanish,139,36
spanish,139,36
spanish,140,35
spanish,140,35
spanish,141,34
spanish,141,34
spanish,142,33
spanish,142,33
spanish,142,33
spanish,142,33
spanish,143,32
spanish,143,32
spanish,143,32
spanish,143,32
spanish,143,32
spanish,143,32
spanish,143,32
spanish,143,32
spanish,144,30
spanish,144,30
spanish,145,29
spanish,145,29
spanish,146,28
spanish,146,28
spanish,146,28
spanish,146,28
spanish,147,27
spanish,147,27
spanish,147,27
spanish,147,27
spanish,148,26
spanish,149,25
spanish,149,25
spanish,149,25
spanish,149,25
spanish,149,25
spanish,149,25
spanish,149,25
spanish,149,25
spanish,149,25
spanish,149,25
spanish,150,24
spanish,150,24
spanish,151,23
spanish,151,23
spanish,151,23
spanish,151,23
spanish,151,23
spanish,151,23
spanish,152,22
spanish,152,22
spanish,153,21
spanish,153,21
spanish,153,21
spanish,153,21
spanish,153,21
spanish,153,21
spanish,153,21
spanish,153,21
spanish,153,21
spanish,154,20
spanish,154,20
spanish,154,20
spanish,154,20
spanish,154,20
spanish,154,20
spanish,155,19
spanish,155,19
spanish,155,19
spanish,155,19
spanish,156,18
spanish,156,18
spanish,156,18
spanish,156,18
spanish,156,18
spanish,156,18
spanish,156,18
spanish,156,18
spanish,157,17
spanish,157,17
spanish,157,17
spanish,157,17
spanish,157,17
spanish,157,17
spanish,157,17
spanish,157,17
spanish,157,17
spanish,157,17
spanish,158,16
spanish,158,16
spanish,158,16
spanish,158,16
spanish,158,16
spanish,159,15
spanish,159,15
spanish,159,15
spanish,159,15
spanish,159,15
spanish,160,14
spanish,160,14
spanish,160,14
spanish,160,14
spanish,160,14
spanish,160,14
spanish,160,14
spanish,161,13
spanish,161,13
spanish,161,13
spanish,161,13
spanish,161,13
spanish,161,13
spanish,161,13
spanish,161,13
spanish,161,13
spanish,161,13
spanish,161,13
spanish,162,12
spanish,162,12
spanish,162,12
spanish,162,12
spanish,162,12
spanish,162,12
spanish,162,12
spanish,162,12
spanish,162,12
spanish,163,11
spanish,163,11
spanish,163,11
spanish,163,11
spanish,163,11
spanish,163,11
spanish,163,11
spanish,163,11
spanish,163,11
spanish,163,11
spanish,163,11
spanish,163,11
spanish,163,11
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,164,10
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,165,9
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,166,8
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,167,7
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,168,6
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,169,5
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,170,4
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,171,3
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,172,2
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,173,1
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
spanish,174,0
french,1,7421
french,2,6651
french,3,5355
french,4,5109
french,5,4690
french,6,4333
french,7,4140
french,8,4119
french,9,4073
french,10,3750
french,11,3480
french,12,3396
french,13,3353
french,14,3293
french,15,3147
french,16,3133
french,17,2953
french,18,2926
french,19,2905
french,20,2895
french,21,2872
french,22,2706
french,23,2011
french,24,1944
french,25,1936
french,26,1905
french,27,1893
french,28,1812
french,29,1808
french,30,1769
french,31,1706
french,32,1605
french,33,1456
french,34,1441
french,35,1430
french,36,1425
french,37,1366
french,38,1297
french,39,1255
french,40,1240
french,41,1132
french,42,1060
french,43,1047
french,44,1002
french,45,993
french,46,974
french,47,952
french,48,923
french,49,891
french,50,889
french,51,888
french,52,860
french,53,841
french,54,830
french,55,819
french,56,810
french,57,807
french,58,805
french,59,778
french,60,761
french,61,744
french,62,739
french,63,729
french,64,724
french,65,722
french,66,708
french,67,695
french,68,687
french,69,680
french,70,646
french,71,642
french,72,634
french,73,627
french,74,625
french,75,623
french,76,615
french,77,607
french,78,605
french,79,573
french,80,569
french,81,561
french,82,533
french,83,531
french,84,525
french,85,524
french,85,524
french,86,512
french,87,503
french,88,501
french,89,499
french,90,497
french,91,487
french,92,483
french,93,478
french,94,475
french,95,474
french,96,458
french,97,453
french,98,449
french,99,442
french,100,437
french,101,436
french,102,432
french,102,432
french,103,417
french,104,408
french,105,407
french,106,403
french,107,396
french,108,395
french,108,395
french,109,389
french,110,385
french,111,384
french,111,384
french,112,363
french,113,358
french,114,355
french,115,354
french,116,353
french,117,349
french,118,348
french,119,346
french,120,340
french,121,337
french,122,334
french,122,334
french,123,332
french,124,331
french,125,329
french,126,323
french,127,316
french,128,313
french,129,296
french,130,294
french,130,294
french,131,286
french,132,285
french,132,285
french,133,281
french,134,277
french,135,275
french,136,262
french,137,260
french,138,259
french,139,258
french,140,257
french,141,256
french,141,256
french,142,253
french,143,247
french,144,243
french,145,242
french,145,242
french,146,239
french,147,235
french,147,235
french,148,234
french,149,232
french,150,228
french,151,226
french,151,226
french,152,225
french,153,222
french,154,220
french,155,219
french,155,219
french,156,215
french,157,213
french,158,207
french,159,204
french,160,201
french,161,192
french,162,191
french,163,184
french,163,184
french,164,183
french,165,180
french,166,179
french,166,179
french,167,178
french,168,176
french,169,175
french,170,174
french,171,173
french,172,171
french,173,169
french,173,169
french,174,167
french,175,165
french,176,162
french,177,159
french,178,158
french,179,157
french,179,157
french,180,155
french,180,155
french,181,153
french,182,152
french,182,152
french,183,151
french,184,150
french,185,148
french,186,146
french,187,145
french,188,144
french,189,142
french,190,141
french,191,140
french,191,140
french,191,140
french,192,137
french,193,133
french,194,132
french,194,132
french,194,132
french,195,131
french,196,130
french,196,130
french,197,126
french,198,125
french,199,124
french,199,124
french,200,123
french,200,123
french,200,123
french,201,121
french,202,120
french,203,118
french,204,116
french,205,115
french,206,114
french,206,114
french,206,114
french,207,113
french,208,112
french,208,112
french,208,112
french,209,111
french,209,111
french,210,109
french,210,109
french,210,109
french,211,108
french,211,108
french,211,108
french,212,107
french,212,107
french,213,106
french,214,103
french,215,102
french,215,102
french,216,101
french,216,101
french,216,101
french,217,99
french,218,95
french,219,94
french,219,94
french,219,94
french,219,94
french,219,94
french,219,94
french,220,93
french,221,91
french,221,91
french,221,91
french,221,91
french,221,91
french,222,90
french,222,90
french,223,88
french,224,87
french,225,86
french,226,85
french,226,85
french,226,85
french,227,84
french,227,84
french,227,84
french,227,84
french,227,84
french,228,83
french,228,83
french,229,82
french,229,82
french,229,82
french,230,81
french,230,81
french,230,81
french,231,80
french,231,80
french,231,80
french,232,79
french,232,79
french,233,78
french,234,77
french,234,77
french,234,77
french,235,75
french,235,75
french,236,74
french,236,74
french,236,74
french,237,73
french,238,72
french,239,71
french,239,71
french,240,70
french,240,70
french,241,69
french,242,67
french,243,66
french,244,64
french,245,63
french,246,62
french,246,62
french,246,62
french,247,59
french,247,59
french,247,59
french,247,59
french,248,58
french,248,58
french,248,58
french,248,58
french,249,57
french,249,57
french,249,57
french,250,56
french,250,56
french,250,56
french,251,55
french,251,55
french,251,55
french,251,55
french,252,54
french,252,54
french,252,54
french,252,54
french,252,54
french,253,53
french,254,52
french,254,52
french,255,51
french,255,51
french,256,50
french,256,50
french,257,49
french,257,49
french,257,49
french,257,49
french,258,48
french,258,48
french,259,47
french,259,47
french,259,47
french,259,47
french,259,47
french,260,46
french,260,46
french,260,46
french,260,46
french,261,45
french,261,45
french,262,44
french,262,44
french,262,44
french,262,44
french,262,44
french,263,43
french,264,42
french,264,42
french,264,42
french,264,42
french,264,42
french,264,42
french,265,41
french,265,41
french,265,41
french,266,40
french,266,40
french,267,39
french,267,39
french,267,39
french,267,39
french,267,39
french,268,38
french,268,38
french,269,37
french,269,37
french,269,37
french,269,37
french,269,37
french,269,37
french,270,36
french,270,36
french,270,36
french,270,36
french,270,36
french,271,35
french,271,35
french,272,34
french,272,34
french,272,34
french,272,34
french,272,34
french,273,33
french,273,33
french,274,32
french,274,32
french,274,32
french,274,32
french,274,32
french,274,32
french,274,32
french,274,32
french,274,32
french,275,31
french,275,31
french,275,31
french,275,31
french,275,31
french,275,31
french,275,31
french,275,31
french,275,31
french,276,30
french,276,30
french,276,30
french,276,30
french,276,30
french,276,30
french,276,30
french,277,29
french,277,29
french,277,29
french,277,29
french,278,28
french,278,28
french,278,28
french,278,28
french,279,27
french,279,27
french,279,27
french,279,27
french,279,27
french,279,27
french,279,27
french,279,27
french,279,27
french,279,27
french,279,27
french,279,27
french,279,27
french,280,26
french,280,26
french,280,26
french,280,26
french,281,25
french,281,25
french,281,25
french,281,25
french,281,25
french,281,25
french,282,24
french,282,24
french,282,24
french,282,24
french,282,24
french,282,24
french,282,24
french,282,24
french,283,23
french,283,23
french,283,23
french,283,23
french,283,23
french,283,23
french,283,23
french,283,23
french,283,23
french,284,22
french,284,22
french,284,22
french,284,22
french,284,22
french,284,22
french,284,22
french,285,21
french,285,21
french,285,21
french,285,21
french,285,21
french,285,21
french,285,21
french,285,21
french,285,21
french,285,21
french,286,20
french,286,20
french,286,20
french,286,20
french,286,20
french,286,20
french,287,19
french,287,19
french,287,19
french,287,19
french,287,19
french,287,19
french,287,19
french,287,19
french,287,19
french,287,19
french,288,18
french,288,18
french,288,18
french,288,18
french,288,18
french,288,18
