Cuisine,Rank,Frequency
french,288,18
french,288,18
french,288,18
french,289,17
french,289,17
french,289,17
french,289,17
french,289,17
french,290,16
french,290,16
french,290,16
french,290,16
french,290,16
french,291,15
french,291,15
french,291,15
french,291,15
french,291,15
french,291,15
french,291,15
french,291,15
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,292,14
french,293,13
french,293,13
french,293,13
french,293,13
french,293,13
french,293,13
french,293,13
french,293,13
french,293,13
french,293,13
french,294,12
french,294,12
french,294,12
french,294,12
french,294,12
french,294,12
french,294,12
french,294,12
french,294,12
french,294,12
french,294,12
french,294,12
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,295,11
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,296,10
french,297,9
french,297,9
french,297,9
french,297,9
french,297,9
french,297,9
french,297,9
french,297,9
french,297,9
french,297,9
french,297,9
french,297,9
french,297,9
french,297,9
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,298,8
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,299,7
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,300,6
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,301,5
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,302,4
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,303,3
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,304,2
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,305,1
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
french,306,0
italian,1,12509
italian,2,10324
italian,3,7463
italian,4,6160
italian,5,6100
italian,6,5775
italian,7,5708
italian,8,5291
italian,9,5198
italian,10,4592
italian,11,4570
italian,12,4444
italian,13,4379
italian,14,4084
italian,15,4078
italian,16,3879
italian,17,3509
italian,18,3436
italian,19,3301
italian,20,3245
italian,21,3168
italian,22,2800
italian,23,2798
italian,24,2792
italian,25,2774
italian,26,2704
italian,27,2664
italian,28,2568
italian,29,2548
italian,30,2535
italian,31,2478
italian,32,2306
italian,33,2304
italian,34,2278
italian,35,2215
italian,36,2123
italian,37,1923
italian,38,1878
italian,39,1863
italian,40,1831
italian,41,1822
italian,42,1784
italian,43,1692
italian,44,1673
italian,45,1665
italian,46,1616
italian,47,1588
italian,48,1583
italian,49,1526
italian,50,1523
italian,51,1521
italian,52,1468
italian,53,1455
italian,54,1363
italian,55,1321
italian,56,1311
italian,57,1259
italian,58,1216
italian,59,1191
italian,59,1191
italian,60,1153
italian,61,1151
italian,62,1146
italian,63,1139
italian,64,1113
italian,65,1057
italian,66,1053
italian,67,1024
italian,68,995
italian,69,959
italian,70,915
italian,71,913
italian,72,908
italian,73,803
italian,74,797
italian,75,779
italian,76,776
italian,77,760
italian,78,753
italian,79,699
italian,80,697
italian,81,693
italian,82,659
italian,83,650
italian,84,647
italian,85,644
italian,86,636
italian,87,628
italian,88,615
italian,89,607
italian,90,601
italian,91,600
italian,92,599
italian,93,598
italian,94,597
italian,95,594
italian,96,591
italian,97,581
italian,98,546
italian,99,542
italian,100,527
italian,101,518
italian,102,517
italian,103,513
italian,104,507
italian,105,504
italian,106,498
italian,107,497
italian,108,495
italian,109,481
italian,110,480
italian,111,476
italian,112,473
italian,113,470
italian,114,456
italian,115,451
italian,115,451
italian,116,446
italian,117,431
italian,118,410
italian,119,409
italian,120,405
italian,121,396
italian,122,390
italian,123,387
italian,124,376
italian,125,360
italian,126,348
italian,127,345
italian,128,338
italian,129,323
italian,130,318
italian,130,318
italian,131,314
italian,132,309
italian,133,301
italian,133,301
italian,134,298
italian,135,297
italian,136,295
italian,137,292
italian,138,289
italian,138,289
italian,139,285
italian,140,283
italian,141,277
italian,142,273
italian,143,270
italian,144,269
italian,145,267
italian,146,266
italian,146,266
italian,146,266
italian,147,263
italian,148,261
italian,148,261
italian,149,260
italian,150,258
italian,151,255
italian,151,255
italian,152,254
italian,153,250
italian,154,248
italian,154,248
italian,155,247
italian,156,240
italian,157,239
italian,158,237
italian,159,236
italian,160,235
italian,161,233
italian,162,230
italian,163,229
italian,164,226
italian,165,225
italian,166,221
italian,167,214
italian,167,214
italian,168,209
italian,169,207
italian,170,206
italian,171,205
italian,171,205
italian,172,202
italian,173,193
italian,174,192
italian,175,191
italian,176,189
italian,177,187
italian,178,186
italian,178,186
italian,179,184
italian,180,181
italian,180,181
italian,181,180
italian,182,176
italian,183,166
italian,183,166
italian,184,165
italian,185,161
italian,186,159
italian,187,157
italian,188,155
italian,189,153
italian,190,150
italian,191,147
italian,192,146
italian,192,146
italian,192,146
italian,193,145
italian,194,142
italian,195,140
italian,195,140
italian,195,140
italian,196,135
italian,197,134
italian,198,132
italian,199,131
italian,199,131
italian,200,130
italian,201,129
italian,202,128
italian,203,127
italian,203,127
italian,204,126
italian,205,125
italian,205,125
italian,205,125
italian,206,120
italian,206,120
italian,206,120
italian,207,117
italian,207,117
italian,207,117
italian,207,117
italian,208,111
italian,209,110
italian,210,107
italian,210,107
italian,211,106
italian,211,106
italian,212,105
italian,212,105
italian,213,104
italian,213,104
italian,213,104
italian,214,102
italian,215,101
italian,216,100
italian,216,100
italian,217,97
italian,217,97
italian,218,95
italian,219,94
italian,219,94
italian,219,94
italian,220,93
italian,220,93
italian,221,92
italian,221,92
italian,221,92
italian,222,91
italian,222,91
italian,222,91
italian,222,91
italian,223,89
italian,223,89
italian,223,89
italian,223,89
italian,223,89
italian,223,89
italian,223,89
italian,224,87
italian,224,87
italian,225,86
italian,225,86
italian,226,83
italian,227,82
italian,227,82
italian,227,82
italian,227,82
italian,228,81
italian,229,80
italian,229,80
italian,229,80
italian,230,79
italian,231,78
italian,232,77
italian,232,77
italian,233,75
italian,233,75
italian,234,74
italian,234,74
italian,235,73
italian,235,73
italian,236,71
italian,236,71
italian,237,70
italian,237,70
italian,237,70
italian,237,70
italian,238,68
italian,239,67
italian,240,66
italian,240,66
italian,240,66
italian,240,66
italian,240,66
italian,241,65
italian,241,65
italian,241,65
italian,241,65
italian,241,65
italian,241,65
italian,242,64
italian,242,64
italian,242,64
italian,243,63
italian,244,62
italian,245,61
italian,245,61
italian,246,60
italian,247,59
italian,248,58
italian,248,58
italian,249,57
italian,249,57
italian,250,56
italian,250,56
italian,250,56
italian,251,55
italian,251,55
italian,251,55
italian,252,54
italian,252,54
italian,252,54
italian,253,53
italian,253,53
italian,253,53
italian,254,51
italian,255,48
italian,255,48
italian,255,48
italian,256,47
italian,256,47
italian,257,46
italian,257,46
italian,258,45
italian,258,45
italian,258,45
italian,258,45
italian,258,45
italian,259,44
italian,260,43
italian,260,43
italian,260,43
italian,261,42
italian,261,42
italian,261,42
italian,261,42
italian,262,41
italian,262,41
italian,262,41
italian,263,40
italian,264,39
italian,264,39
italian,265,38
italian,266,37
italian,266,37
italian,267,36
italian,267,36
italian,267,36
italian,267,36
italian,268,35
italian,268,35
italian,268,35
italian,268,35
italian,268,35
italian,269,34
italian,269,34
italian,269,34
italian,269,34
italian,269,34
italian,270,33
italian,270,33
italian,270,33
italian,270,33
italian,270,33
italian,271,32
italian,271,32
italian,271,32
italian,271,32
italian,271,32
italian,272,31
italian,272,31
italian,272,31
italian,273,30
italian,273,30
italian,273,30
italian,273,30
italian,273,30
italian,273,30
italian,273,30
italian,273,30
italian,274,29
italian,274,29
italian,275,28
italian,275,28
italian,275,28
italian,276,27
italian,276,27
italian,276,27
italian,276,27
italian,276,27
italian,276,27
italian,277,26
italian,277,26
italian,277,26
italian,277,26
italian,278,25
italian,278,25
italian,278,25
italian,278,25
italian,278,25
italian,278,25
italian,278,25
italian,278,25
italian,279,24
italian,279,24
italian,279,24
italian,279,24
italian,279,24
italian,279,24
italian,280,23
italian,280,23
italian,280,23
italian,280,23
italian,280,23
italian,281,22
italian,281,22
italian,281,22
italian,281,22
italian,282,21
italian,282,21
italian,282,21
italian,282,21
italian,282,21
italian,282,21
italian,282,21
italian,282,21
italian,282,21
italian,282,21
italian,282,21
italian,283,20
italian,283,20
italian,283,20
italian,283,20
italian,283,20
italian,283,20
italian,283,20
italian,283,20
italian,283,20
italian,283,20
italian,284,19
italian,284,19
italian,284,19
italian,284,19
italian,284,19
italian,284,19
italian,284,19
italian,285,18
italian,285,18
italian,285,18
italian,285,18
italian,286,17
italian,286,17
italian,286,17
italian,286,17
italian,286,17
italian,286,17
italian,286,17
italian,286,17
italian,286,17
italian,286,17
italian,287,16
italian,287,16
italian,287,16
italian,287,16
italian,287,16
italian,287,16
italian,287,16
italian,287,16
italian,288,15
italian,288,15
italian,288,15
italian,288,15
italian,288,15
italian,288,15
italian,288,15
italian,288,15
italian,289,14
italian,289,14
italian,289,14
italian,289,14
italian,289,14
italian,289,14
italian,289,14
italian,289,14
italian,289,14
italian,289,14
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,290,13
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,291,12
italian,292,11
italian,292,11
italian,292,11
italian,292,11
italian,292,11
italian,292,11
italian,292,11
italian,292,11
italian,292,11
italian,292,11
italian,292,11
italian,292,11
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,293,10
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,294,9
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,295,8
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,296,7
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,297,6
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,298,5
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,299,4
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,300,3
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,301,2
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,302,1
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
italian,303,0
