Cuisine, Degree, Avg Neig Degree
mexican,0.47648,0.97778
mexican,0.61397,0.40951
mexican,0.52537,0.83607
mexican,0.52715,0.80817
mexican,0.50324,0.81746
mexican,0.45821,0.88889
mexican,0.62634,0.33823
mexican,0.49417,0.85375
mexican,0.50433,0.83634
mexican,0.46647,1
mexican,0.48441,0.67692
mexican,0.62299,0.35269
mexican,0.4814,0.95455
mexican,0.38103,0
mexican,0.52301,0.92593
mexican,0.47454,0.92424
mexican,0.50929,0.92439
mexican,0.61968,0.39035
mexican,0.59439,0.45964
mexican,0.49156,0.93464
mexican,0.46976,1
mexican,0.53257,0.7735
mexican,0.41349,1
mexican,0.42674,0.33333
mexican,0.45911,1
mexican,0.51322,0.8767
mexican,0.44808,0
mexican,0.58987,0.49329
mexican,0.45911,1
mexican,0.5746,0.57016
mexican,0.5,0.78075
mexican,0.44808,0
mexican,0.50707,0.97348
mexican,0.49469,0.98419
mexican,0.47746,0.83333
mexican,0.44894,1
mexican,0.48745,0.92381
mexican,0.35819,0
mexican,0.47844,1
mexican,0.41385,0
mexican,0.39094,0
mexican,0.4839,0.88142
mexican,0.4731,0.90909
mexican,0.50324,0.95714
mexican,0.48745,0.99265
mexican,0.51435,0.86565
mexican,0.50161,0.92593
mexican,0.58543,0.48351
mexican,0.53318,0.60496
mexican,0.55213,0.62
mexican,0.47893,0.93939
mexican,0.56622,0.59339
mexican,0.56077,0.61264
mexican,0.45642,1
mexican,0.45911,1
mexican,0.49469,0.90526
mexican,0.47697,1
mexican,0.39492,0.66667
mexican,0.39094,0.73333
mexican,0.52184,0.7929
mexican,0.58177,0.53574
mexican,0.50873,0.88502
mexican,0.47942,0.97778
mexican,0.56968,0.53147
mexican,0.48694,0.7619
mexican,0.55083,0.68707
mexican,0.47746,0.77273
mexican,0.53811,0.6777
