Ingredient,Rank,Degree,NumberOfCliques,Size of Largest Maximal Clique
parsley,0,95,212,17
tomato,1,86,197,17
onion,2,70,330,17
garlic,3,66,336,17
bay_leaf,4,65,346,17
sweet_pepper,5,63,313,17
saffron,6,53,266,17
carrot,7,49,231,17
thyme,8,48,269,17
peppercorn,9,44,209,17
red_pepper,10,43,192,17
spring_onion,11,42,180,17
sherry,12,42,139,16
potato,13,41,133,17
white_wine,14,41,127,17
chilli,15,39,91,17
white,16,37,96,17
lemon,17,36,91,17
almond,18,33,67,16
cinnamon,19,30,48,12
bread,20,30,70,16
olive_oil,21,30,68,17
egg,22,30,40,14
shrimp,23,29,41,17
ham,24,29,76,16
rice,25,29,42,16
chicken,26,28,66,17
fish,27,26,30,16
pork,28,25,36,15
green_pepper,29,25,38,16
chicken_stock,30,25,42,16
sausage,31,24,44,15
vinegar,32,24,28,16
coriander_seed,33,24,17,17
rosemary,34,23,34,16
celery,35,23,28,16
red_onion,36,22,28,16
cumin_seed,37,20,18,15
chorizo,38,20,12,15
bacon,39,20,16,15
wild_marjoram,40,19,18,15
shallot,41,18,10,15
mushroom,42,18,16,13
flour,43,17,17,9
pea,44,15,8,12
garbanzo,45,15,4,14
mussel,46,14,6,12
clam,47,14,6,12
squid,48,14,6,12
pine_nut,49,13,7,10
brandy,50,12,5,10
fennel,51,12,2,12
nutmeg,52,11,5,9
milk,53,11,6,8
egg_yolk,54,10,5,8
green,55,10,3,9
red_wine,56,10,5,8
orange,57,10,6,6
monkfish,58,9,2,9
tuna,59,9,2,9
stock,60,9,2,9
sugar,61,9,4,7
vegetable_oil,62,8,4,7
sunflower_oil,63,8,4,7
mint,64,8,2,8
lamb,65,7,2,7
tortilla,66,7,3,6
veal,67,7,2,7
rabbit,68,7,2,7
salt_cod,69,7,2,7
beef,70,7,2,7
white_bread,71,6,2,6
anchovy,72,6,3,5
globe_artichoke,73,6,2,6
caster_sugar,74,6,2,6
sweet,75,6,2,6
asparagus,76,5,4,4
eggplant,77,5,2,5
green_bean,78,5,2,5
tomato_paste,79,4,2,4
lime,80,4,1,5
heavy_cream,81,4,2,4
grain,82,4,2,4
spinach,83,4,2,4
lettuce,84,4,2,4
hazelnut,85,3,2,3
mayonnaise,86,3,2,3
lard,87,3,1,4
juice,88,3,2,3
black_olive,89,3,2,3
lobster,90,2,2,2
fennel_seed,91,2,1,3
butter,92,2,1,3
sour_cream,93,2,1,3
green_olive,94,2,1,3
white_bean,95,2,1,3
wine_vinegar,96,2,2,2
ginger,97,2,1,3
honey,98,2,1,3
baguette,99,2,1,3
caper,100,2,1,3
white_turnip,101,2,1,3
orange_juice,102,1,1,2
hake,103,1,1,2
apple,104,1,1,2
cider_vinegar,105,1,1,2
tomato_sauce,106,1,1,2
ground_beef,107,1,1,2
tarragon,108,1,1,2
pasta,109,1,1,2
raisin,110,1,1,2
pork_loin,111,1,1,2
basil,112,1,1,2
olive,113,1,1,2
vanilla_bean,114,1,1,2
cucumber,115,1,1,2
salt,116,1,1,2
peanut_oil,117,1,1,2
