Cuisine,degree,comm
mexican,0.075107,0.04863
mexican,0.26609,0.41811
mexican,0.032189,0.011925
mexican,0.19742,0.27727
mexican,0.0064378,0.0001507
mexican,0.19099,0.20509
mexican,0.05794,0.042649
mexican,0.025751,0.010588
mexican,0.62232,0.87818
mexican,0.0021459,2.1066e-05
mexican,0.019313,0.004782
mexican,0.055794,0.029206
mexican,0.064378,0.051791
mexican,0.019313,0.0027893
mexican,0.0021459,9.3945e-05
mexican,0.01073,0.0010769
mexican,0.12017,0.14139
mexican,0.19099,0.21088
mexican,0.042918,0.025086
mexican,0.066524,0.057715
mexican,0.0085837,0.00093266
mexican,0.01073,0.0021903
mexican,0.0042918,2.2637e-05
mexican,0.0021459,8.303e-05
mexican,0.017167,0.0046756
mexican,0.11803,0.12953
mexican,0.0042918,0.00030669
mexican,0.0085837,0.00080511
mexican,0.096567,0.059882
mexican,0.0021459,8.2498e-05
mexican,0.094421,0.08423
mexican,0.22747,0.32663
mexican,0.38627,0.65533
mexican,0.27039,0.41452
mexican,0.0042918,0.00027785
mexican,0.081545,0.067456
mexican,0.29614,0.44429
mexican,0.11373,0.11998
mexican,0.0085837,0.00072431
mexican,0.045064,0.024885
mexican,0.045064,0.018877
mexican,0.13948,0.17964
mexican,0.036481,0.020072
mexican,0.0042918,0.0002971
mexican,0.032189,0.012062
mexican,0.0085837,0.00070652
mexican,0.11803,0.13007
mexican,0.15665,0.20054
mexican,0.64807,0.93436
mexican,0.092275,0.071104
mexican,0.25966,0.39472
mexican,0.021459,0.0066717
mexican,0.0021459,1.4576e-05
mexican,0.35837,0.54699
mexican,0.055794,0.03333
mexican,0.21888,0.35696
mexican,0.0021459,1.0943e-05
mexican,0.0042918,6.8858e-05
mexican,0.19742,0.26927
mexican,0.0064378,0.00081007
mexican,0.049356,0.02649
mexican,0.0042918,0.00030969
mexican,0.04721,0.028793
mexican,0.0064378,0.00065968
mexican,0.019313,0.005614
mexican,0.021459,0.006306
mexican,0.021459,0.0056777
mexican,0.38197,0.63896
mexican,0.1309,0.15169
mexican,0.14592,0.18008
mexican,0.077253,0.059765
mexican,0.021459,0.0047124
mexican,0.41631,0.6219
mexican,0.049356,0.024609
mexican,0.079399,0.063922
mexican,0.015021,0.0039234
mexican,0.055794,0.013139
mexican,0.41202,0.63443
mexican,0.025751,0.0088242
mexican,0.0021459,5.7511e-05
mexican,0.11803,0.14594
mexican,0.025751,0.0067592
mexican,0.087983,0.084252
mexican,0.39485,0.65431
mexican,0.33047,0.52754
mexican,0.038627,0.016293
mexican,0.019313,0.006258
mexican,0.15021,0.18092
mexican,0.0042918,0.00027907
mexican,0.0064378,0.0003059
mexican,0.01073,0.001366
mexican,0.10515,0.10895
mexican,0.0021459,9.3945e-05
mexican,0.31974,0.52821
mexican,0.012876,0.0018745
mexican,0.27039,0.43154
mexican,0.072961,0.036963
mexican,0.0021459,9.3945e-05
mexican,0.070815,0.060079
mexican,0.049356,0.032033
mexican,0.019313,0.0030053
mexican,0.0042918,0.0002539
mexican,0.045064,0.022695
mexican,0.0021459,3.0668e-05
mexican,0.019313,0.0035416
mexican,0.0021459,8.303e-05
mexican,0.0021459,6.3701e-05
mexican,0.049356,0.012658
mexican,0.023605,0.0048482
mexican,0.077253,0.068763
mexican,0.036481,0.019179
mexican,0.10515,0.10742
mexican,0.05794,0.039545
mexican,0.3133,0.49304
mexican,0.1588,0.15538
mexican,0.21459,0.28948
mexican,0.04721,0.026159
mexican,0.24464,0.36801
mexican,0.23391,0.34483
mexican,0.0064378,0.00065799
mexican,0.01073,0.0020208
mexican,0.042918,0.018269
mexican,0.034335,0.017603
mexican,0.0085837,0.00027063
mexican,0.012876,0.00065318
mexican,0.1309,0.14473
mexican,0.29399,0.4822
mexican,0.090129,0.081657
mexican,0.021459,0.0067642
mexican,0.26609,0.39086
mexican,0.04721,0.016521
mexican,0.21459,0.32709
mexican,0.025751,0.0035338
mexican,0.16953,0.2002
mexican,0.019313,0.0054371
mexican,0.0042918,0.00022488
mexican,0.015021,0.0038395
mexican,0.0064378,0.00064277
mexican,0.0042918,0.00024234
mexican,0.072961,0.060375
mexican,0.023605,0.0045081
mexican,0.11373,0.114
mexican,0.0021459,1.0509e-05
mexican,0.021459,0.0066967
mexican,0.051502,0.017524
mexican,0.0042918,0.00033736
mexican,0.0021459,8.2498e-05
mexican,0.10086,0.067352
mexican,0.075107,0.066094
mexican,0.20386,0.25281
mexican,0.094421,0.074328
mexican,0.01073,0.00026836
mexican,0.0042918,0.00030669
mexican,0.25751,0.38446
mexican,0.0064378,0.00062374
mexican,0.0021459,5.9592e-05
mexican,0.027897,0.010567
mexican,0.01073,0.002193
mexican,0.019313,0.0059774
mexican,0.019313,0.0028908
mexican,0.01073,0.001949
mexican,0.10944,0.11227
mexican,0.19742,0.31586
mexican,0.017167,0.0022151
mexican,0.051502,0.03234
mexican,0.16738,0.23655
mexican,0.015021,0.0035228
mexican,0.0042918,0.0002971
mexican,0.41631,0.69297
mexican,0.064378,0.040866
mexican,0.030043,0.013578
mexican,0.43777,0.72361
mexican,0.77253,1
mexican,0.025751,0.0084352
mexican,0.0085837,0.0012251
mexican,0.027897,0.0084208
mexican,0.0021459,9.3945e-05
mexican,0.20601,0.27925
mexican,0.0064378,0.000695
mexican,0.01073,0.0017529
mexican,0.064378,0.039169
mexican,0.015021,0.003028
mexican,0.1824,0.26397
mexican,0.17382,0.14968
mexican,0.064378,0.051088
mexican,0.055794,0.037646
mexican,0.39914,0.66617
mexican,0.20601,0.29361
mexican,0.0021459,2.2199e-05
mexican,0.025751,0.0063306
mexican,0.34335,0.43934
mexican,0.29185,0.46901
mexican,0.019313,0.0052186
mexican,0.0042918,0.00024419
mexican,0.30472,0.50327
mexican,0.01073,0.0020102
mexican,0.019313,0.0050564
mexican,0.1073,0.1121
mexican,0.077253,0.052704
mexican,0.012876,0.0010925
mexican,0.0021459,7.7213e-05
mexican,0.19742,0.27031
mexican,0.066524,0.043889
mexican,0.0042918,0.00026335
mexican,0.015021,0.0035163
mexican,0.087983,0.080852
mexican,0.16953,0.2046
mexican,0.38841,0.65498
mexican,0.025751,0.010462
mexican,0.0021459,4.2509e-05
mexican,0.0064378,0.00041937
mexican,0.0042918,0.00036341
mexican,0.01073,0.00107
mexican,0.023605,0.0057708
mexican,0.0021459,6.3701e-05
mexican,0.15236,0.17747
mexican,0.032189,0.012947
mexican,0.087983,0.081202
mexican,0.01073,0.0019697
mexican,0.030043,0.011851
mexican,0.04721,0.031932
mexican,0.017167,0.0019232
mexican,0.066524,0.044199
mexican,0.051502,0.032267
mexican,0.032189,0.010369
mexican,0.0064378,0.0007858
mexican,0.0042918,0.00035259
mexican,0.015021,0.0023967
mexican,0.012876,0.0016198
mexican,0.0064378,0.0006252
mexican,0.4721,0.74956
mexican,0.023605,0.0043113
mexican,0.0042918,0.00012481
mexican,0.0064378,0.00068818
mexican,0.20386,0.3087
mexican,0.22747,0.32249
mexican,0.036481,0.017713
mexican,0.0021459,6.0018e-05
mexican,0.0021459,8.303e-05
mexican,0.0021459,0
mexican,0.44421,0.71565
mexican,0.0042918,0.0001647
mexican,0.055794,0.016207
mexican,0.24034,0.35403
mexican,0.023605,0.0062541
mexican,0.04721,0.019357
mexican,0.019313,0.0020021
mexican,0.51931,0.8378
mexican,0.0021459,7.5519e-07
mexican,0.05794,0.032379
mexican,0.29614,0.44863
mexican,0.44635,0.72514
mexican,0.11803,0.13066
mexican,0.0021459,9.3945e-05
mexican,0.19313,0.24812
mexican,0.103,0.10553
mexican,0.015021,0.0032608
mexican,0.015021,0.0029872
mexican,0.027897,0.012367
mexican,0.0085837,0.0010848
mexican,0.40343,0.65069
mexican,0.20815,0.28537
mexican,0.13734,0.16012
mexican,0.070815,0.058988
mexican,0.0021459,8.7777e-05
mexican,0.015021,0.0032478
mexican,0.012876,0.0024068
mexican,0.019313,0.0028515
mexican,0.019313,0.0054383
mexican,0.027897,0.01074
mexican,0.01073,0.00072397
mexican,0.015021,0.0017272
mexican,0.05794,0.034503
mexican,0.038627,0.023114
mexican,0.085837,0.074619
mexican,0.017167,0.002293
mexican,0.0021459,4.2813e-08
mexican,0.51931,0.82194
mexican,0.0021459,5.7511e-05
mexican,0.012876,0.0017042
mexican,0.18884,0.24533
mexican,0.11159,0.12138
mexican,0.012876,0.0027574
mexican,0.0021459,0
mexican,0.021459,0.0066218
mexican,0.023605,0.0048477
mexican,0.072961,0.050956
mexican,0.59013,0.88385
mexican,0.15021,0.19345
mexican,0.13948,0.18155
mexican,0.053648,0.036813
mexican,0.077253,0.064553
mexican,0.0085837,0.00041368
mexican,0.32189,0.45263
mexican,0.023605,0.0081679
mexican,0.0085837,0.00044243
mexican,0.064378,0.040606
mexican,0.085837,0.071316
mexican,0.098712,0.090361
mexican,0.012876,0.0012231
mexican,0.0021459,6.0018e-05
mexican,0.060086,0.042348
mexican,0.036481,0.016939
mexican,0.019313,0.0045454
mexican,0.62446,0.91141
mexican,0.27039,0.45193
mexican,0.081545,0.059439
mexican,0.23176,0.31814
mexican,0.13519,0.17106
mexican,0.036481,0.013365
mexican,0.027897,0.010866
mexican,0.053648,0.034184
mexican,0.13734,0.16966
mexican,0.05794,0.042916
mexican,0.036481,0.015181
mexican,0.025751,0.0087943
mexican,0.0042918,0.0002598
mexican,0.0064378,0.00069736
mexican,0.01073,0.002181
mexican,0.14592,0.19344
mexican,0.015021,0.0018779
mexican,0.26609,0.436
mexican,0.17167,0.2393
mexican,0.083691,0.059595
mexican,0.6588,0.93991
mexican,0.066524,0.052031
mexican,0.021459,0.004348
mexican,0.017167,0.0022209
mexican,0.11159,0.11341
mexican,0.29399,0.49051
mexican,0.027897,0.0089831
mexican,0.0042918,2.5817e-05
mexican,0.049356,0.011228
mexican,0.0042918,0.00035259
mexican,0.032189,0.016063
mexican,0.0085837,0.00076794
mexican,0.019313,0.0046399
mexican,0.0021459,4.1259e-05
mexican,0.3176,0.53032
mexican,0.22103,0.32961
mexican,0.032189,0.0053435
mexican,0.17382,0.24775
mexican,0.0042918,0.00035901
mexican,0.13734,0.16171
mexican,0.13734,0.14996
mexican,0.090129,0.035955
mexican,0.54077,0.85911
mexican,0.16738,0.22365
mexican,0.072961,0.049865
mexican,0.14378,0.12048
mexican,0.1073,0.087297
mexican,0.045064,0.013506
mexican,0.19528,0.28146
mexican,0.034335,0.016981
mexican,0.0042918,0.0002598
mexican,0.0064378,0.00061612
mexican,0.0064378,0.00066398
mexican,0.038627,0.018319
mexican,0.12661,0.15136
mexican,0.015021,0.0035288
mexican,0.070815,0.056092
mexican,0.017167,0.0047779
mexican,0.021459,0.0047941
mexican,0.18455,0.26733
mexican,0.012876,0.0017925
mexican,0.072961,0.061366
mexican,0.017167,0.004542
mexican,0.0042918,0.00024611
mexican,0.025751,0.010178
mexican,0.0042918,0.00024052
mexican,0.087983,0.03861
mexican,0.13305,0.15075
mexican,0.0042918,0.0003076
mexican,0.032189,0.013226
mexican,0.04721,0.024673
mexican,0.15451,0.17071
mexican,0.15451,0.16575
mexican,0.012876,0.0013109
mexican,0.025751,0.0092949
mexican,0.066524,0.022483
mexican,0.01073,0.0021771
mexican,0.12017,0.12586
mexican,0.092275,0.09144
mexican,0.023605,0.0063539
mexican,0.055794,0.034716
mexican,0.025751,0.010105
mexican,0.0042918,0.00014966
mexican,0.017167,0.002996
mexican,0.16094,0.16792
mexican,0.05794,0.040142
mexican,0.25966,0.37202
mexican,0.0021459,1.8787e-05
mexican,0.083691,0.061419
mexican,0.017167,0.0049825
mexican,0.0021459,5.3851e-06
mexican,0.092275,0.090721
mexican,0.066524,0.018088
mexican,0.10944,0.10807
mexican,0.0021459,9.3945e-05
mexican,0.18884,0.23651
mexican,0.075107,0.057574
mexican,0.064378,0.042777
mexican,0.1588,0.17781
mexican,0.0085837,0.0013441
mexican,0.1309,0.14166
mexican,0.042918,0.018362
mexican,0.0021459,4.1259e-05
mexican,0.038627,0.018225
mexican,0.0085837,0.0013031
mexican,0.0085837,0.0010417
mexican,0.36266,0.59733
mexican,0.083691,0.049857
mexican,0.049356,0.028108
mexican,0.0042918,0.00034157
spanish,0.037528,0.016754
spanish,0.27373,0.38621
spanish,0.022075,0.0075714
spanish,0.00883,0.00080123
spanish,0.0022075,1.6545e-05
spanish,0.28698,0.37507
spanish,0.057395,0.034178
spanish,0.099338,0.087634
spanish,0.022075,0.0032036
spanish,0.0022075,2.2859e-05
spanish,0.00883,0.00078816
spanish,0.18322,0.25727
spanish,0.004415,0.00020096
spanish,0.046358,0.025454
spanish,0.083885,0.074866
spanish,0.02649,0.0095484
spanish,0.037528,0.012375
spanish,0.015453,0.0039967
spanish,0.013245,0.0019518
spanish,0.19426,0.27243
spanish,0.27594,0.42995
spanish,0.0066225,0.00034267
spanish,0.090508,0.072525
spanish,0.03532,0.016509
spanish,0.013245,0.0020603
spanish,0.32892,0.53997
spanish,0.046358,0.024195
spanish,0.12583,0.14636
spanish,0.42163,0.66006
spanish,0.29581,0.44274
spanish,0.039735,0.019259
spanish,0.004415,0.00016803
spanish,0.022075,0.0063804
spanish,0.011038,0.0012252
spanish,0.27594,0.44767
spanish,0.10155,0.10616
spanish,0.1457,0.17434
spanish,0.07064,0.036842
spanish,0.00883,0.00025956
spanish,0.099338,0.10165
spanish,0.0066225,0.00010009
spanish,0.07064,0.04441
spanish,0.086093,0.083819
spanish,0.11038,0.10805
spanish,0.037528,0.0098679
spanish,0.015453,0.0034926
spanish,0.0022075,0
spanish,0.39735,0.61674
spanish,0.01766,0.0045104
spanish,0.39073,0.53749
spanish,0.22075,0.31784
spanish,0.16115,0.2234
spanish,0.26711,0.34221
spanish,0.00883,0.0012451
spanish,0.075055,0.04142
spanish,0.055188,0.019581
spanish,0.28035,0.41143
spanish,0.024283,0.0049765
spanish,0.13687,0.16553
spanish,0.039735,0.021068
spanish,0.004415,0.00022692
spanish,0.26049,0.30824
spanish,0.059603,0.035279
spanish,0.004415,2.2137e-06
spanish,0.077263,0.062842
spanish,0.066225,0.050714
spanish,0.16115,0.20577
spanish,0.12141,0.13438
spanish,0.039735,0.015526
spanish,0.0066225,0.00059862
spanish,0.0066225,0.00038022
spanish,0.004415,3.9955e-05
spanish,0.081678,0.063155
spanish,0.037528,0.0095676
spanish,0.024283,0.0062718
spanish,0.03532,0.0054682
spanish,0.0022075,2.0824e-06
spanish,0.0022075,5.0928e-05
spanish,0.02649,0.0068193
spanish,0.22517,0.28292
spanish,0.50331,0.8408
spanish,0.019868,0.0031085
spanish,0.015453,0.0032555
spanish,0.20309,0.28845
spanish,0.25166,0.32047
spanish,0.0022075,1.5926e-05
spanish,0.11479,0.11361
spanish,0.072848,0.05801
spanish,0.0066225,0.00031083
spanish,0.013245,0.0013159
spanish,0.00883,0.00089751
spanish,0.028698,0.0078453
spanish,0.0022075,8.7729e-05
spanish,0.11038,0.10841
spanish,0.033113,0.01126
spanish,0.15673,0.16763
spanish,0.011038,0.0018852
spanish,0.092715,0.086133
spanish,0.62693,0.94623
spanish,0.09713,0.093062
spanish,0.0022075,1.0093e-06
spanish,0.01766,0.001715
spanish,0.22517,0.35113
spanish,0.030905,0.010264
spanish,0.004415,0.00026772
spanish,0.013245,0.0022189
spanish,0.38411,0.59728
spanish,0.041943,0.015273
spanish,0.12141,0.11781
spanish,0.11258,0.11532
spanish,0.0022075,1.8715e-06
spanish,0.13466,0.11425
spanish,0.0022075,8.9658e-05
spanish,0.046358,0.024446
spanish,0.10155,0.089667
spanish,0.0066225,0.00037457
spanish,0.083885,0.067849
spanish,0.10596,0.084131
spanish,0.15453,0.17263
spanish,0.19426,0.29107
spanish,0.022075,0.0062993
spanish,0.024283,0.0082056
spanish,0.090508,0.06315
spanish,0.35099,0.46307
spanish,0.01766,0.0027477
spanish,0.004415,0.00031276
spanish,0.03532,0.005427
spanish,0.01766,0.0016554
spanish,0.0022075,5.1813e-07
spanish,0.31567,0.477
spanish,0.039735,0.021186
spanish,0.011038,0.0010495
spanish,0.35541,0.6032
spanish,0.05298,0.037314
spanish,0.10596,0.10778
spanish,0.5011,0.84406
spanish,0.50331,0.83605
spanish,0.059603,0.040975
spanish,0.013245,0.0015271
spanish,0.16336,0.18509
spanish,0.004415,0.00014159
spanish,0.11258,0.12724
spanish,0.21634,0.30714
spanish,0.32671,0.54912
spanish,0.004415,0.00014159
spanish,0.07947,0.057405
spanish,0.30905,0.49665
spanish,0.068433,0.04663
spanish,0.07064,0.058533
spanish,0.086093,0.062566
spanish,0.037528,0.01825
spanish,0.057395,0.019752
spanish,0.013245,0.0021717
spanish,0.16777,0.21475
spanish,0.030905,0.0039461
spanish,0.039735,0.015052
spanish,0.015453,0.0027541
spanish,0.057395,0.038232
spanish,0.07947,0.063842
spanish,0.01766,0.0038667
spanish,0.46799,0.75758
spanish,0.030905,0.012186
spanish,0.21413,0.30253
spanish,0.58057,0.92456
spanish,0.037528,0.015847
spanish,0.11258,0.10208
spanish,0.0883,0.073147
spanish,0.04415,0.024969
spanish,0.004415,5.3721e-05
spanish,0.21192,0.27706
spanish,0.01766,0.0032388
spanish,0.033113,0.010689
spanish,0.0022075,1.0815e-05
spanish,0.0022075,2.3197e-05
spanish,0.19426,0.30197
spanish,0.10155,0.067062
spanish,0.037528,0.016248
spanish,0.44592,0.75935
spanish,0.011038,0.00016357
spanish,0.033113,0.012291
spanish,0.18543,0.16808
spanish,0.28918,0.47587
spanish,0.0022075,7.9667e-05
spanish,0.03532,0.0136
spanish,0.013245,0.0023447
spanish,0.02649,0.0099883
spanish,0.17219,0.24427
spanish,0.011038,0.00057711
spanish,0.004415,0.00021299
spanish,0.10817,0.083192
spanish,0.028698,0.01132
spanish,0.0022075,1.0738e-06
spanish,0.081678,0.0225
spanish,0.057395,0.033674
spanish,0.33996,0.5688
spanish,0.39735,0.66348
spanish,0.0022075,1.6545e-05
spanish,0.0066225,0.00050663
spanish,0.18102,0.21399
spanish,0.11479,0.11067
spanish,0.094923,0.067759
spanish,0.0022075,4.2064e-05
spanish,0.32892,0.51017
spanish,0.00883,0.00045054
spanish,0.077263,0.056363
spanish,0.011038,0.0016471
spanish,0.013245,0.0026465
spanish,0.064018,0.039238
spanish,0.46358,0.75426
spanish,0.0066225,5.5292e-05
spanish,0.057395,0.035543
spanish,0.09713,0.075847
spanish,0.29801,0.44394
spanish,0.0022075,5.0928e-05
spanish,0.47461,0.81617
spanish,0.077263,0.067361
spanish,0.013245,0.0022461
spanish,0.004415,0.00036812
spanish,0.42605,0.7251
spanish,0.04415,0.017595
spanish,0.019868,0.0007708
spanish,0.004415,0.000269
spanish,0.066225,0.051779
spanish,0.13245,0.1307
spanish,0.013245,0.0019515
spanish,0.068433,0.044964
spanish,0.030905,0.0049864
spanish,0.004415,0.00028517
spanish,0.21854,0.293
spanish,0.234,0.34472
spanish,0.3532,0.56399
spanish,0.20088,0.27731
spanish,0.086093,0.059153
spanish,0.041943,0.021465
spanish,0.055188,0.034258
spanish,0.22517,0.17461
spanish,0.33554,0.54178
spanish,0.0022075,4.5196e-05
spanish,0.00883,0.0007797
spanish,0.0066225,0.00037069
spanish,0.36203,0.60454
spanish,0.01766,0.0051768
spanish,0.022075,0.0054406
spanish,0.024283,0.0090954
spanish,0.004415,6.8327e-05
spanish,0.004415,0.00029286
spanish,0.14128,0.14721
spanish,0.00883,0.00088564
spanish,0.022075,0.0049875
spanish,0.064018,0.048731
spanish,0.10596,0.10181
spanish,0.26711,0.4108
spanish,0.055188,0.035321
spanish,0.17439,0.15823
spanish,0.0022075,8.9658e-05
spanish,0.004415,6.7825e-05
spanish,0.024283,0.0039838
spanish,0.013245,0.0014363
spanish,0.0022075,5.1551e-07
spanish,0.00883,0.00029191
spanish,0.17219,0.22203
spanish,0.004415,0.00025808
spanish,0.00883,0.00075723
spanish,0.039735,0.012878
spanish,0.015453,0.0034291
spanish,0.019868,0.0058501
spanish,0.0066225,0.00029117
spanish,0.0022075,8.9658e-05
spanish,0.00883,0.0012579
spanish,0.013245,0.0019826
spanish,0.11921,0.1352
spanish,0.037528,0.016631
spanish,0.037528,0.014432
spanish,0.046358,0.025059
spanish,0.59603,0.94297
spanish,0.10155,0.069946
spanish,0.046358,0.018466
spanish,0.0022075,5.0928e-05
spanish,0.037528,0.015609
spanish,0.16115,0.22646
spanish,0.0066225,0.00071042
spanish,0.00883,0.0011079
spanish,0.0022075,6.4203e-06
spanish,0.0022075,1.6545e-05
spanish,0.0022075,4.2604e-06
spanish,0.0022075,1.5498e-08
spanish,0.22296,0.35946
spanish,0.011038,0.0021069
spanish,0.086093,0.077192
spanish,0.030905,0.0079015
spanish,0.059603,0.035524
spanish,0.234,0.30209
spanish,0.0022075,4.2115e-05
spanish,0.12583,0.15975
spanish,0.0066225,0.00033195
spanish,0.0022075,4.5196e-05
spanish,0.05298,0.032837
spanish,0.033113,0.011332
spanish,0.00883,0.0011209
spanish,0.49669,0.83631
spanish,0.048565,0.013726
spanish,0.21192,0.2615
spanish,0.11258,0.1196
spanish,0.0066225,0.00063767
spanish,0.00883,0.00029384
spanish,0.015453,0.0033567
spanish,0.030905,0.011674
spanish,0.02649,0.0070772
spanish,0.20971,0.301
spanish,0.31126,0.51239
spanish,0.10375,0.11604
spanish,0.059603,0.039248
spanish,0.064018,0.044082
spanish,0.0022075,6.4203e-06
spanish,0.33333,0.54247
spanish,0.011038,0.0015225
spanish,0.06181,0.029992
spanish,0.10817,0.10367
spanish,0.15232,0.19318
spanish,0.0066225,0.00037498
spanish,0.094923,0.097898
spanish,0.068433,0.052877
spanish,0.037528,0.013466
spanish,0.12362,0.12357
spanish,0.24503,0.34473
spanish,0.04415,0.016476
spanish,0.0022075,9.4752e-05
spanish,0.18985,0.24126
spanish,0.0022075,4.5196e-05
spanish,0.011038,0.001182
spanish,0.20088,0.25427
spanish,0.099338,0.092366
spanish,0.0066225,0.00010009
spanish,0.068433,0.033063
spanish,0.17881,0.2468
spanish,0.0066225,0.00049792
spanish,0.02649,0.0090587
spanish,0.092715,0.080486
spanish,0.15011,0.18644
spanish,0.0022075,6.9197e-05
spanish,0.06181,0.043901
spanish,0.40839,0.62516
spanish,0.42384,0.73831
spanish,0.0066225,0.00039631
spanish,0.3532,0.56823
spanish,0.04415,0.010652
spanish,0.050773,0.029705
spanish,0.0066225,0.00049454
spanish,0.075055,0.065552
spanish,0.21413,0.2998
spanish,0.024283,0.0047499
spanish,0.022075,0.0050127
spanish,0.039735,0.020486
spanish,0.07947,0.063485
spanish,0.11038,0.12594
spanish,0.18322,0.23443
spanish,0.57837,0.92588
spanish,0.015453,0.0021262
spanish,0.0022075,1.8715e-06
spanish,0.13024,0.13856
spanish,0.01766,0.005283
spanish,0.033113,0.014551
spanish,0.0022075,4.3877e-05
spanish,0.06181,0.047269
spanish,0.004415,0.00015163
spanish,0.037528,0.011093
spanish,0.14128,0.17714
spanish,0.0066225,0.00016111
spanish,0.0066225,0.00040794
spanish,0.004415,0.00034724
spanish,0.041943,0.02301
spanish,0.077263,0.055
spanish,0.004415,0.00019208
spanish,0.055188,0.028907
spanish,0.0022075,9.4752e-05
spanish,0.092715,0.083169
spanish,0.19647,0.24482
spanish,0.02649,0.0066128
spanish,0.039735,0.0094294
spanish,0.25828,0.41108
spanish,0.06181,0.043191
spanish,0.05298,0.026907
spanish,0.075055,0.022437
spanish,0.11258,0.10041
spanish,0.03532,0.013744
spanish,0.019868,0.0057529
spanish,0.12804,0.11453
spanish,0.16556,0.19643
spanish,0.004415,0.00014123
spanish,0.039735,0.0087966
spanish,0.12583,0.11887
spanish,0.028698,0.0074224
spanish,0.15011,0.17174
spanish,0.03532,0.017409
spanish,0.31347,0.47909
spanish,0.16777,0.21239
spanish,0.004415,0.00021638
spanish,0.0022075,4.1951e-05
spanish,0.050773,0.036503
spanish,0.0022075,5.1813e-07
spanish,0.30464,0.51628
spanish,0.68874,1
spanish,0.015453,0.0023927
spanish,0.15011,0.2054
spanish,0.15453,0.19454
spanish,0.16998,0.23659
spanish,0.015453,0.0030457
spanish,0.02649,0.0091299
spanish,0.0066225,0.00016251
spanish,0.039735,0.010648
spanish,0.29801,0.44447
spanish,0.004415,0.00035415
spanish,0.004415,0.00024911
spanish,0.0022075,5.0928e-05
spanish,0.15673,0.18071
spanish,0.0883,0.078714
spanish,0.083885,0.078036
spanish,0.01766,0.0027746
spanish,0.013245,0.0014614
spanish,0.041943,0.023015
spanish,0.01766,0.0026708
spanish,0.055188,0.015647
spanish,0.00883,0.0014451
spanish,0.048565,0.02571
spanish,0.055188,0.026731
spanish,0.12583,0.14368
spanish,0.083885,0.066094
spanish,0.004415,0.00022753
spanish,0.011038,0.0004893
spanish,0.004415,0.00025975
spanish,0.00883,0.00046557
spanish,0.13245,0.11414
spanish,0.12583,0.13838
spanish,0.47682,0.73908
spanish,0.30684,0.51055
spanish,0.07064,0.021978
spanish,0.033113,0.01243
spanish,0.42605,0.71796
spanish,0.00883,0.00068284
spanish,0.0066225,0.00081582
spanish,0.01766,0.004179
spanish,0.16777,0.19597
spanish,0.011038,0.0017941
spanish,0.011038,0.0011889
spanish,0.00883,0.00061762
spanish,0.0066225,0.00016251
spanish,0.10596,0.095079
spanish,0.26932,0.39031
spanish,0.0022075,3.5539e-05
spanish,0.00883,0.00075729
spanish,0.0066225,0.00065222
spanish,0.42605,0.7303
spanish,0.01766,0.0022907
spanish,0.0022075,0
italian,0.040179,0.019337
italian,0.084821,0.081252
italian,0.011161,0.0021497
italian,0.0044643,0.00023479
italian,0.17188,0.2028
italian,0.36607,0.55727
italian,0.046875,0.013117
italian,0.075893,0.061724
italian,0.0022321,2.1288e-05
italian,0.037946,0.018266
italian,0.23884,0.36215
italian,0.0022321,7.0259e-05
italian,0.040179,0.021131
italian,0.0066964,0.00079405
italian,0.20536,0.16727
italian,0.0089286,0.0013874
italian,0.017857,0.0023244
italian,0.0022321,9.1528e-05
italian,0.16741,0.25231
italian,0.011161,0.0021103
italian,0.011161,0.00088107
italian,0.28125,0.47542
italian,0.087054,0.032141
italian,0.011161,0.00054623
italian,0.0044643,4.0969e-05
italian,0.0066964,0.00063267
italian,0.0066964,0.00064491
italian,0.27679,0.44819
italian,0.087054,0.069347
italian,0.16071,0.24256
italian,0.28125,0.34157
italian,0.14509,0.19252
italian,0.080357,0.067887
italian,0.16964,0.24641
italian,0.03125,0.0087801
italian,0.36161,0.62897
italian,0.14286,0.19797
italian,0.11161,0.13734
italian,0.017857,0.0022748
italian,0.044643,0.0080771
italian,0.082589,0.074483
italian,0.017857,0.0045848
italian,0.0022321,2.5841e-05
italian,0.0625,0.041153
italian,0.091518,0.073993
italian,0.17857,0.23622
italian,0.0022321,1.6085e-05
italian,0.095982,0.10411
italian,0.082589,0.085672
italian,0.03125,0.007479
italian,0.011161,0.0018946
italian,0.26562,0.41076
italian,0.30357,0.50951
italian,0.32812,0.54941
italian,0.0089286,0.0013341
italian,0.058036,0.038964
italian,0.35045,0.4889
italian,0.017857,0.0038097
italian,0.15402,0.17675
italian,0.16518,0.24678
italian,0.16741,0.15634
italian,0.051339,0.028153
italian,0.03125,0.0073534
italian,0.33929,0.52017
italian,0.43973,0.74201
italian,0.095982,0.10453
italian,0.0066964,0.00078566
italian,0.037946,0.019501
italian,0.071429,0.038978
italian,0.015625,0.0014962
italian,0.0022321,4.0187e-05
italian,0.029018,0.0053472
italian,0.125,0.13281
italian,0.024554,0.0086814
italian,0.0044643,0.0002614
italian,0.0022321,7.2968e-05
italian,0.0044643,0.00013132
italian,0.024554,0.0088513
italian,0.12277,0.16044
italian,0.13839,0.19158
italian,0.033482,0.015266
italian,0.0022321,7.2394e-05
italian,0.0089286,0.00022901
italian,0.0022321,1.5225e-05
italian,0.0022321,0
italian,0.0022321,5.3602e-05
