chilli,1,chilli,1,1
coriander_seed,2,coriander_seed,2,1
ginger,3,ginger,3,1
cumin_seed,4,cumin_seed,4,1
turmeric,5,turmeric,5,1
cardamon,6,cardamon,9,1
onion,7,onion,8,1
cinnamon,8,cinnamon,12,1
mustard_seed,9,mustard_seed,14,1
tomato,10,tomato,7,1
yogurt,11,yogurt,11,1
garlic,12,garlic,10,1
red_pepper,13,red_pepper,6,1
peppercorn,14,peppercorn,13,1
curry,15,curry,19,1
ghee,16,ghee,22,1
chicken,17,chicken,35,1
rice,19,rice,25,1
bay_leaf,20,bay_leaf,20,1
potato,21,potato,16,1
fenugreek_seed,22,fenugreek_seed,30,1
coconut,23,coconut,24,1
paprika,24,paprika,18,1
tamarind,25,tamarind,31,1
flour,26,flour,17,1
garbanzo,27,garbanzo,40,1
coconut_water,28,coconut_water,33,1
fennel_seed,29,fennel_seed,26,1
lime,30,lime,15,1
mint,31,mint,21,1
mustard_greens,32,mustard_greens,41,1
nutmeg,33,nutmeg,36,1
pea,34,pea,39,1
red_onion,35,red_onion,23,1
mango,36,mango,34,1
carrot,38,carrot,27,1
almond,39,almond,32,1
lemon,41,lemon,28,1
milk,42,milk,29,1
 ,43,spring_onion,37,1
 ,43,saffron,38,1
 ,43,raisin,42,1
 ,43,cashew_nut,43,1
lamb,18, ,44,1
peanut_oil,37, ,44,1
black_mustard,40, ,44,1
