acorn_squash,4
adzuki_bean,3
agar,3
ale,1
alfalfa,1
alfalfa_sprout,1
allspice,48
almond,738
almond oil,14
almond_cookie,1
almond_extract,17
amaranth,11
amontillado,0
anchovy,2
anchovy_paste,4
aniseed,123
apple,120
apple_butter,1
apple_juice,15
apricot,25
arrowroot,13
artichoke_heart,1
arum,1
asparagus,34
avocado,42
bacon,16
baguette,4
bamboo,23
bamboo_shoot,20
banana,207
barley,11
basil,109
bay_leaf,954
bay_scallop,4
bean,127
bean_sprout,47
beaujolais,0
beef,155
beef_loin,1
beef_stew,1
beef_stock,21
beef_tenderloin,7
beef_tongue,4
beer,5
beet_green,5
beetroot,68
belgian_endive,0
berry,14
bibb_lettuce,0
biscuit,1
bitter,47
bitter green,1
black_mustard,358
black_olive,8
black_tea,34
black_walnut,1
blackberry,11
blade,36
blanc,0
blue_crab,3
blueberry,11
bluefish,1
bok_choy,3
bonito,15
bosc,0
boston_lettuce,0
brain,3
bran,4
bran_flake,1
brandy,13
brazil_nuts,0
bread,59
breadfruit,2
brioche,5
brisket,7
broccoli,64
broccoli_rabe,1
brown_rice,14
brown_sugar,48
brussels_sprouts,0
buckwheat,6
buffalo,1
bulgur,8
bun,8
burger,8
butter,204
butterfish,1
butterhead_lettuce,3
buttermilk,120
butternut_squash,41
cabbage,171
cake,4
candied_fruit,1
candy,1
candy_bar,1
candy_cane,1
cane_sugar,4
canola_oil,45
cantaloupe,6
cape_gooseberry,1
caper,14
caraway,4
caraway_seed,77
cardamon,2436
carp,3
carrot,614
carrot_juice,2
cashew_nut,580
castor_sugar,251
catfish,11
cauliflower,334
celery,140
celery_root,7
celery_seed,6
chamomile,1
champagne,0
chapatti,101
chardonnay,0
cheddar_cheese,40
cheese,89
cherimoya,1
cherry,16
cherry tomato,55
chervil,11
chestnut,6
chicken,875
chicken leg,29
chicken_liver,14
chicken_stock,184
chili,1
chili_powder,17
chili_sauce,1
chilli,6387
chilli pepper,11
chinese_celery,0
chipolata,1
chipotle,2
chive,80
chorizo,0
chuck,3
chutney,29
cider,12
cider_vinegar,92
cinnamon,2012
citrus,1
clam,13
clam_chowder,1
clarified_butter,3
clotted_cream,9
co,2
cobbler,1
cockle,1
cocoa,9
cocoa_powder,11
coconut,1486
coconut_oil,121
coconut_water,633
cod,45
coffee,16
cognac,0
coleslaw,1
collard_greens,7
colostrum,1
condensed_milk,52
cooky,1
copra,11
coriander_seed,6096
corn,125
corn cob,3
corn_flake,2
corn_muffin,2
corn_oil,154
corn_syrup,4
cornmeal,25
couscous,9
cowpea,52
crab_apple,2
crabmeat,55
cracked_wheat,14
cranberry,31
cranberry_juice,3
crayfish,2
cream,176
cream_cheese,33
cress,5
croissant,1
crookneck_squash,1
crystallized_ginger,11
cucumber,287
cumin_seed,5479
curd,32
currant,30
curry,1621
curry_powder,137
curry_sauce,1
custard,3
custard_apple,1
daikon,26
dark_chocolate,13
date,94
demerara_sugar,12
dill_seed,4
dill_weed,81
dinner,1
double_cream,81
dragee,4
dried_apricot,60
dried_fruit,11
dry_mustard,66
duck,49
duckling,1
durum_wheat,7
edam,0
edible,5
egg,272
egg_noodle,8
egg_yolk,38
eggplant,403
endive,6
entrecote,1
espresso,1
evaporated_milk,31
farfalle,1
farina,25
farmer's_cheese,28
fava_bean,12
fennel,146
fennel_seed,745
fenugreek_seed,1116
fig,34
fillet,90
filling,2
fish,229
fish_steak,18
flank_steak,3
flounder,6
flour,1256
food_colouring,81
fowl,3
french_beans,0
french_bread,0
freshwater_fish,2
galangal,32
game,0
garbanzo,690
garlic,1938
garlic_salt,1
gem,3
geranium,1
ghee,1420
gherkin,3
gin,4
ginger,5428
ginger_ale,4
gingersnap,1
globe_artichoke,3
goat_cheese,5
golden_syrup,3
goose,1
gooseberry,8
gouda_cheese,0
graham_cracker,2
grain,250
grand_marnier,0
granulated_sugar,32
grape,43
grape_juice,26
grapefruit,3
grapefruit_juice,2
grated_cheese,6
green_bean,210
green_olive,3
green_pea,1
green_pepper,159
green_tea,3
grenadine,3
ground_beef,54
grouper,3
guar,8
guava,24
guinea_hen,1
haddock,7
halibut,36
ham,8
hamburger_bun,3
hard-boiled_egg,25
haricot,2
hazelnut,17
heart,2
heavy_cream,290
hen,0
herb,50
herring,2
hoisin_sauce,8
hominy,1
honey,160
honeycomb_tripe,1
honeydew_melon,9
horse_gram,3
horseradish,14
hot_sauce,1
ice_cream,6
iceberg_lettuce,3
icing_sugar,8
