Cuisine,closeness,betweeness
mexican,0.4824,2.6697e-06
mexican,0.41385,0
mexican,0.51778,7.8323e-05
mexican,0.53257,0.00042162
mexican,0.73618,0.06233
mexican,0.51435,0.00020846
mexican,0.56899,0.0020177
mexican,0.47992,4.5036e-07
mexican,0.34802,0
mexican,0.60285,0.012447
mexican,0.4984,8.0793e-05
mexican,0.5541,0.00079095
mexican,0.33695,0
mexican,0.36809,0
mexican,0.54631,0.0011466
mexican,0.45957,0
mexican,0.49364,2.2154e-05
mexican,0.43029,0
mexican,0.49574,1.4973e-05
mexican,0.43592,0
mexican,0.47648,0
mexican,0.46647,0
mexican,0.47648,2.3666e-07
mexican,0.61397,0.014271
mexican,0.52537,0.00010699
mexican,0.52715,0.00031887
mexican,0.50324,0.00019635
mexican,0.45821,1.6474e-05
mexican,0.62634,0.020061
mexican,0.49417,9.8172e-05
mexican,0.50433,0.00018248
mexican,0.46647,0
mexican,0.48441,0.0011
mexican,0.62299,0.026048
mexican,0.4814,1.0814e-06
mexican,0.38103,0
mexican,0.52301,3.8362e-05
mexican,0.47454,1.6114e-06
mexican,0.50929,5.177e-05
mexican,0.61968,0.011074
mexican,0.59439,0.0039342
mexican,0.49156,4.5813e-06
mexican,0.46976,0
mexican,0.53257,0.00066073
mexican,0.41349,0
mexican,0.42674,8.6604e-06
mexican,0.45911,0
mexican,0.51322,9.1917e-05
mexican,0.44808,0
mexican,0.58987,0.0035489
mexican,0.45911,0
mexican,0.5746,0.0022464
mexican,0.5,8.6085e-05
mexican,0.44808,0
mexican,0.50707,2.7205e-06
mexican,0.49469,6.284e-07
mexican,0.47746,9.1683e-05
mexican,0.44894,0
mexican,0.48745,1.1505e-05
mexican,0.35819,0
mexican,0.47844,0
mexican,0.41385,0
mexican,0.39094,0
mexican,0.4839,2.4219e-05
mexican,0.4731,3.5251e-05
mexican,0.50324,1.002e-05
mexican,0.48745,1.6781e-07
mexican,0.51435,0.00017031
mexican,0.50161,2.8678e-05
mexican,0.58543,0.0040212
mexican,0.53318,0.0051387
mexican,0.55213,0.0012479
mexican,0.47893,4.6296e-06
mexican,0.56622,0.0015684
mexican,0.56077,0.0016921
mexican,0.45642,0
mexican,0.45911,0
mexican,0.49469,1.4229e-05
mexican,0.47697,0
mexican,0.39492,1.2092e-06
mexican,0.39094,2.1464e-06
mexican,0.52184,0.00013962
mexican,0.58177,0.0023833
mexican,0.50873,0.00011168
mexican,0.47942,4.7332e-07
mexican,0.56968,0.0024636
mexican,0.48694,8.7884e-05
mexican,0.55083,0.00095866
mexican,0.47746,0.00017153
mexican,0.53811,0.0048962
mexican,0.46787,0
mexican,0.42172,0
mexican,0.46507,0
mexican,0.42096,0
mexican,0.40913,0
mexican,0.50488,5.302e-06
mexican,0.4291,0
mexican,0.51435,7.5114e-05
mexican,0.34064,0
mexican,0.47844,0
mexican,0.46976,1.541e-05
mexican,0.43309,0
mexican,0.41982,0
mexican,0.51435,0.00036832
mexican,0.50324,1.1372e-06
mexican,0.55018,0.0023902
mexican,0.50985,0.00034177
mexican,0.38228,0.0085745
mexican,0.45155,0
mexican,0.56691,0.0032334
mexican,0.45155,0
mexican,0.38417,0
mexican,0.47844,0
mexican,0.46647,0
mexican,0.46976,0
mexican,0.46507,9.4839e-06
mexican,0.46834,0
mexican,0.51893,5.1947e-05
mexican,0.54759,0.00033122
mexican,0.4674,0
mexican,0.49522,1.4763e-05
mexican,0.53502,0.00019023
mexican,0.46553,0
mexican,0.43715,0
mexican,0.62803,0.011229
mexican,0.49733,1.8128e-05
mexican,0.4834,0
mexican,0.63574,0.014191
mexican,0.81043,0.15717
mexican,0.4819,0
mexican,0.44004,0
mexican,0.47214,4.5039e-05
mexican,0.44808,0
mexican,0.55083,0.0015626
mexican,0.46322,0
mexican,0.46322,0
mexican,0.5027,0.00088559
mexican,0.46693,0
mexican,0.54312,0.00038168
mexican,0.5406,0.0064066
mexican,0.50378,1.7944e-06
mexican,0.49364,2.2438e-05
mexican,0.62051,0.012083
mexican,0.55213,0.001432
mexican,0.35196,0
mexican,0.47118,0
mexican,0.59667,0.024985
mexican,0.58105,0.0022619
mexican,0.46553,0
mexican,0.40699,0
mexican,0.58323,0.0039324
mexican,0.46276,0
mexican,0.47697,0
mexican,0.51606,0.0043795
mexican,0.5027,4.6848e-05
mexican,0.46507,6.3646e-06
mexican,0.40207,0
mexican,0.54759,0.00071488
mexican,0.49786,6.9837e-05
mexican,0.41349,0
mexican,0.476,0
mexican,0.50818,6.5793e-05
mexican,0.53873,0.0012216
mexican,0.6164,0.0086782
mexican,0.4819,0
mexican,0.37102,0
mexican,0.42557,0
mexican,0.45508,0
mexican,0.44171,0
mexican,0.46976,0
mexican,0.39094,0
mexican,0.52955,0.00091043
mexican,0.4814,6.8369e-07
mexican,0.51153,3.6096e-05
mexican,0.46322,0
mexican,0.4829,0
mexican,0.49053,0
mexican,0.47023,2.2252e-05
mexican,0.49469,0.00031954
mexican,0.49946,4.2793e-06
mexican,0.47942,1.3361e-05
mexican,0.46647,0
mexican,0.46047,0
mexican,0.46414,6.2153e-07
mexican,0.46647,0
mexican,0.43349,0
mexican,0.65084,0.017046
mexican,0.44381,9.9912e-06
mexican,0.42172,0
mexican,0.46139,0
mexican,0.55083,0.00049313
mexican,0.55542,0.0015694
mexican,0.47893,4.5922e-07
mexican,0.38072,0
mexican,0.41385,0
mexican,0.27672,0
mexican,0.64011,0.016857
mexican,0.42134,0
mexican,0.4834,0.00010264
mexican,0.56145,0.0017645
mexican,0.45331,0
mexican,0.48898,1.3894e-05
mexican,0.44423,1.6932e-06
mexican,0.67147,0.019512
mexican,0.32451,0
mexican,0.49469,1.7399e-05
mexican,0.58105,0.0052702
mexican,0.63923,0.013713
mexican,0.51778,0.00018196
mexican,0.44808,0
mexican,0.54824,0.0014886
mexican,0.51492,4.1781e-05
mexican,0.46002,0
mexican,0.47023,0
mexican,0.4829,0
mexican,0.43551,0
mexican,0.62216,0.012731
mexican,0.54953,0.0013233
mexican,0.52537,0.00033662
mexican,0.50216,1.4136e-05
mexican,0.42441,0
mexican,0.46461,0
mexican,0.47023,0
mexican,0.43633,3.2474e-06
mexican,0.47746,0
mexican,0.4731,6.5927e-07
mexican,0.43309,0.0042918
mexican,0.46322,1.9715e-06
mexican,0.49156,1.0017e-05
mexican,0.4926,0
mexican,0.50652,1.7046e-05
mexican,0.44466,1.6096e-06
mexican,0.3024,0
mexican,0.67147,0.027467
mexican,0.38103,0
mexican,0.45776,0
mexican,0.54376,0.0012129
mexican,0.51951,0.0001212
mexican,0.44679,0
mexican,0.27672,0
mexican,0.47697,0
mexican,0.47214,1.0324e-06
mexican,0.50818,4.1483e-05
mexican,0.70499,0.052315
mexican,0.52775,0.00012173
mexican,0.52715,7.1423e-05
mexican,0.49417,1.02e-06
mexican,0.50597,3.194e-05
mexican,0.41607,0
mexican,0.58913,0.019687
mexican,0.47262,0
mexican,0.44171,0
mexican,0.50161,6.5839e-05
mexican,0.50597,2.981e-05
mexican,0.51322,0.00011419
mexican,0.41385,0
mexican,0.38072,0
mexican,0.49893,2.6559e-05
mexican,0.4895,3.5771e-06
mexican,0.46976,0
mexican,0.7236,0.058817
mexican,0.57319,0.0018188
mexican,0.50652,0.00010508
mexican,0.56077,0.0062492
mexican,0.52834,0.00020814
mexican,0.49001,1.5304e-05
mexican,0.4814,0
mexican,0.5027,5.8007e-05
mexican,0.52834,0.0011182
mexican,0.4984,1.1393e-06
mexican,0.4814,1.9712e-06
mexican,0.47893,0
mexican,0.45731,0
mexican,0.45155,0
mexican,0.4674,0
mexican,0.52775,8.5553e-05
mexican,0.42402,0
mexican,0.57108,0.0012731
mexican,0.53502,0.00032255
mexican,0.50054,0.00013998
mexican,0.74086,0.062535
mexican,0.49522,1.9504e-05
mexican,0.47358,7.3642e-06
mexican,0.46787,0.00021574
mexican,0.52009,0.00031303
mexican,0.57673,0.0022533
mexican,0.47697,1.4072e-06
mexican,0.34933,0
mexican,0.46507,2.5887e-05
mexican,0.46047,0
mexican,0.4829,0
mexican,0.41794,0
mexican,0.45199,0
mexican,0.374,0
mexican,0.58913,0.0030265
mexican,0.55279,0.00088934
mexican,0.44851,2.2804e-05
mexican,0.53998,0.00025414
mexican,0.45597,0
mexican,0.52775,0.00021003
mexican,0.5236,0.00024321
mexican,0.47844,0.00096289
mexican,0.68129,0.029922
mexican,0.53379,0.00043029
mexican,0.50597,0.00052598
mexican,0.52596,0.0019896
mexican,0.51041,0.0020043
mexican,0.48643,0.00011212
mexican,0.54824,0.00093382
mexican,0.47406,0
mexican,0.45731,0
mexican,0.43921,0
mexican,0.45287,0
mexican,0.49364,6.7229e-06
mexican,0.52418,0.00010572
mexican,0.46368,0
mexican,0.50433,2.2079e-05
mexican,0.4731,0
mexican,0.47697,2.7811e-05
mexican,0.54249,0.00088274
mexican,0.4623,3.0766e-07
mexican,0.4968,3.12e-06
mexican,0.48091,0
mexican,0.39259,0
mexican,0.4819,0
mexican,0.42831,0
mexican,0.50108,0.0002347
mexican,0.52655,0.00017478
mexican,0.44937,0
mexican,0.48041,0
mexican,0.4926,4.5737e-06
mexican,0.53379,0.00066121
mexican,0.53257,0.0014712
mexican,0.40734,0
mexican,0.48091,0
mexican,0.49574,0.00020381
mexican,0.47358,0
mexican,0.52301,0.00030131
mexican,0.50873,1.2278e-05
mexican,0.47992,8.5035e-07
mexican,0.48745,5.8481e-05
mexican,0.48491,0
mexican,0.42557,0
mexican,0.44171,6.2646e-07
mexican,0.53379,0.0040303
mexican,0.49208,4.6434e-07
mexican,0.56899,0.0050141
mexican,0.35011,0
mexican,0.50873,0.00010142
mexican,0.47697,0
mexican,0.33549,0
mexican,0.50378,1.3511e-05
mexican,0.47214,0.00025479
mexican,0.51378,8.3091e-05
mexican,0.44808,0
mexican,0.54249,0.013313
mexican,0.50433,0.0043226
mexican,0.50433,2.3016e-05
mexican,0.53563,0.00045691
mexican,0.46047,0
mexican,0.52537,0.00041345
mexican,0.48847,1.0747e-06
mexican,0.374,0
mexican,0.47697,1.0583e-06
mexican,0.45911,0
mexican,0.45776,0
mexican,0.60598,0.0056367
mexican,0.50985,0.00061303
mexican,0.49469,7.537e-05
mexican,0.45024,0
spanish,0.4629,5.6483e-07
spanish,0.5655,0.007237
spanish,0.46337,0
spanish,0.44589,0
spanish,0.35495,0
spanish,0.57345,0.019269
spanish,0.47264,3.027e-06
spanish,0.50507,0.0016009
spanish,0.43257,2.6664e-06
spanish,0.3446,0
spanish,0.41768,0
spanish,0.53074,0.00039548
spanish,0.41118,0
spanish,0.46337,5.0626e-07
spanish,0.48437,1.2128e-05
spanish,0.45958,0
spanish,0.4792,7.7496e-06
spanish,0.46005,0
spanish,0.44589,0
spanish,0.53074,0.00066529
spanish,0.56693,0.0051322
spanish,0.40415,0
spanish,0.48385,3.6247e-05
spanish,0.45958,0
spanish,0.44194,0
spanish,0.58313,0.0072231
spanish,0.46967,5.1814e-06
spanish,0.51024,9.6795e-05
spanish,0.62623,0.030406
spanish,0.56909,0.009912
spanish,0.47314,5.3883e-06
spanish,0.372,0
spanish,0.45263,0
spanish,0.4252,0
spanish,0.56408,0.0019132
spanish,0.50564,0.00021315
spanish,0.51198,0.00023771
spanish,0.47767,0.00060061
spanish,0.37859,8.5394e-07
spanish,0.4989,3.0549e-05
spanish,0.36357,0
spanish,0.48912,4.7448e-05
spanish,0.49287,8.013e-06
spanish,0.49559,8.3265e-05
spanish,0.47564,0.0008055
spanish,0.44991,0
spanish,0.0022075,0
spanish,0.61508,0.018084
spanish,0.44991,0
spanish,0.6134,0.044905
spanish,0.53774,0.0012409
spanish,0.5221,0.00017008
spanish,0.56837,0.0073904
spanish,0.45217,0
spanish,0.48594,6.4223e-05
spanish,0.47115,6.1919e-05
spanish,0.57126,0.0086905
spanish,0.45864,1.0889e-05
spanish,0.52029,0.00015569
spanish,0.47165,1.9648e-06
spanish,0.43009,0
spanish,0.55708,0.017779
spanish,0.48594,1.7719e-05
spanish,0.32072,0
spanish,0.49834,3.1745e-05
spanish,0.47615,1.5641e-06
spanish,0.52271,0.00032086
spanish,0.51257,0.00013874
spanish,0.47364,5.5425e-05
spanish,0.41613,0
spanish,0.4108,4.1565e-07
spanish,0.35467,1.1977e-06
spanish,0.50337,5.7735e-05
spanish,0.45817,1.7922e-05
spanish,0.45127,0
spanish,0.46005,0.0092014
spanish,0.31755,0
spanish,0.37987,0
spanish,0.45492,5.61e-06
spanish,0.55229,0.0044103
spanish,0.65741,0.024608
spanish,0.41807,0
spanish,0.45585,0
spanish,0.54097,0.0020713
spanish,0.56126,0.007665
spanish,0.34888,0
spanish,0.50908,0.00020698
spanish,0.48332,3.4552e-05
spanish,0.41043,2.7195e-06
spanish,0.43593,0
spanish,0.426,0
spanish,0.45492,6.5577e-06
spanish,0.40931,0
spanish,0.51024,0.00033761
spanish,0.47514,1.7436e-05
spanish,0.51492,0.00050225
spanish,0.454,0
spanish,0.49779,2.1561e-05
spanish,0.72188,0.073455
spanish,0.49669,7.3913e-05
spanish,0.31755,0
spanish,0.42681,1.6823e-05
spanish,0.54824,0.0010236
spanish,0.45354,0
spanish,0.40708,0
spanish,0.45911,0
spanish,0.61007,0.013895
spanish,0.47818,9.6611e-05
spanish,0.51082,0.00088229
spanish,0.50169,0.00038433
spanish,0.32679,0
spanish,0.51729,0.0015974
spanish,0.41885,0
spanish,0.46723,4.1145e-07
spanish,0.49287,0.00015378
spanish,0.37605,0
spanish,0.4989,3.893e-05
spanish,0.49834,0.0003223
spanish,0.52393,0.0011527
spanish,0.53581,0.00045588
spanish,0.45172,0
spanish,0.45446,0
spanish,0.4989,6.2616e-05
spanish,0.59788,0.031662
spanish,0.45081,1.0947e-06
spanish,0.41269,0
spanish,0.44064,0.00015898
spanish,0.42121,4.5346e-05
spanish,0.31487,0
spanish,0.58237,0.022725
spanish,0.47115,8.5381e-06
spanish,0.4248,6.5118e-07
spanish,0.59471,0.00642
spanish,0.48385,5.1852e-07
spanish,0.50001,3.8721e-05
spanish,0.65453,0.017754
spanish,0.65263,0.021024
spanish,0.48489,1.0919e-05
spanish,0.43215,0
spanish,0.53012,0.0011893
spanish,0.38641,0
spanish,0.50564,2.8394e-05
spanish,0.54163,0.0030852
spanish,0.58313,0.0034654
spanish,0.38641,0
spanish,0.49396,0.00012604
spanish,0.58087,0.0043409
spanish,0.48647,2.2301e-05
spanish,0.48805,1.6418e-05
spanish,0.49505,0.00025288
spanish,0.46675,2.2199e-07
spanish,0.48594,0.0097544
spanish,0.44545,0
spanish,0.51969,0.00029456
spanish,0.43382,0.0001452
spanish,0.46147,0.00026084
spanish,0.45036,1.3974e-06
spanish,0.47767,2.5924e-06
spanish,0.48805,4.2869e-05
spanish,0.45354,0
spanish,0.64144,0.023222
spanish,0.46869,3.966e-06
spanish,0.54757,0.0088767
spanish,0.69291,0.042495
spanish,0.46242,2.5332e-06
spanish,0.49179,0.00020675
spanish,0.48965,2.5371e-05
spanish,0.46821,8.2337e-06
spanish,0.36505,0
spanish,0.5339,0.0022792
spanish,0.44677,2.1383e-06
spanish,0.45263,0
spanish,0.34197,0
spanish,0.35024,0
spanish,0.53967,0.00050856
spanish,0.50169,0.0003192
spanish,0.45771,0
spanish,0.63509,0.016499
spanish,0.38575,0.0044137
spanish,0.47464,4.8771e-07
spanish,0.53645,0.010096
spanish,0.56837,0.0026406
spanish,0.3963,0
spanish,0.454,3.9219e-07
spanish,0.44946,0
spanish,0.46385,1.3757e-07
spanish,0.53453,0.00047023
spanish,0.4027,0
spanish,0.41043,0
spanish,0.50394,0.00072021
spanish,0.45911,0
spanish,0.31958,0
spanish,0.47264,0.0006667
spanish,0.49614,2.0359e-05
spanish,0.58694,0.0049424
spanish,0.61508,0.012407
spanish,0.35495,0
spanish,0.43891,0
spanish,0.53012,0.0047757
spanish,0.50057,0.00022566
spanish,0.5045,0.009496
spanish,0.36152,0
spanish,0.58848,0.0084461
spanish,0.39876,0
spanish,0.49072,2.3871e-05
spanish,0.44722,0
spanish,0.45036,0
spanish,0.48912,3.3157e-05
spanish,0.6442,0.022579
spanish,0.37511,0
spanish,0.47818,1.5353e-06
spanish,0.49945,0.00033562
spanish,0.56693,0.01163
spanish,0.37987,0
spanish,0.64328,0.013281
spanish,0.4945,2.0722e-05
spanish,0.45081,0
spanish,0.43466,0
spanish,0.62362,0.012973
spanish,0.46194,4.5733e-06
spanish,0.41421,0.00074262
spanish,0.40019,0
spanish,0.48125,6.0025e-06
spanish,0.5085,0.00042365
spanish,0.43977,0
spanish,0.48437,0.0044417
spanish,0.44991,0.00072323
spanish,0.43257,0
spanish,0.53903,0.0014582
spanish,0.55229,0.0013297
spanish,0.59158,0.0078779
spanish,0.53903,0.00088004
spanish,0.48489,0.0004551
spanish,0.47414,3.1509e-07
spanish,0.47115,1.342e-06
spanish,0.55093,0.024697
spanish,0.58389,0.0045925
spanish,0.36774,0
spanish,0.4252,0
spanish,0.39841,0
spanish,0.59868,0.0055424
spanish,0.45127,0
spanish,0.45354,0.0043955
spanish,0.4629,0
spanish,0.38084,0
spanish,0.4252,0
spanish,0.51551,0.00028819
spanish,0.43466,0
spanish,0.454,0
spanish,0.48125,2.3562e-06
spanish,0.49945,0.00012662
spanish,0.56765,0.0035483
spanish,0.47165,9.7049e-07
spanish,0.52887,0.0021204
spanish,0.41885,0
spanish,0.35495,0
spanish,0.44107,2.4873e-06
spanish,0.41231,0
spanish,0.31181,0
spanish,0.38943,0
spanish,0.5215,0.00061033
spanish,0.40893,0
spanish,0.41269,0
spanish,0.47564,2.136e-05
spanish,0.454,0
spanish,0.45492,0
spanish,0.41231,0
spanish,0.41885,0
spanish,0.43849,0
spanish,0.45817,0
spanish,0.50678,0.00034121
spanish,0.46772,2.5292e-07
spanish,0.46626,3.7561e-06
spanish,0.46529,7.2268e-07
spanish,0.70267,0.042358
spanish,0.50564,0.0003816
spanish,0.47364,3.902e-05
spanish,0.37987,0
spanish,0.48074,9.3342e-06
spanish,0.52029,0.00014388
spanish,0.44064,0
spanish,0.44589,0
spanish,0.33508,0
spanish,0.35495,0
spanish,0.32608,0
spanish,0.2782,0
spanish,0.54958,0.00080512
spanish,0.44767,0
spanish,0.49018,1.1889e-05
spanish,0.47066,1.5992e-05
spanish,0.48541,1.7442e-05
spanish,0.5469,0.0049079
spanish,0.36328,0
spanish,0.51551,0.00021851
spanish,0.39595,0
spanish,0.36774,0
spanish,0.47716,2.8659e-06
spanish,0.47017,0.0043971
spanish,0.4372,0
spanish,0.65074,0.019821
spanish,0.45354,3.1576e-05
spanish,0.54558,0.0020899
spanish,0.50793,5.8863e-05
spanish,0.44064,0
spanish,0.38674,1.4519e-06
spanish,0.44722,0
spanish,0.46433,7.5962e-06
spanish,0.45309,9.5312e-07
spanish,0.53838,0.00090316
spanish,0.57862,0.0031281
spanish,0.50169,6.3894e-05
spanish,0.47464,2.1399e-06
spanish,0.47564,4.7822e-06
spanish,0.33508,0
spanish,0.58465,0.0050985
spanish,0.445,0
spanish,0.48965,0.00012842
spanish,0.5045,0.00019442
spanish,0.52577,0.00031059
spanish,0.40634,0
spanish,0.50057,1.3866e-05
spanish,0.4792,3.7357e-06
spanish,0.47464,0.0006159
spanish,0.5045,0.00049479
spanish,0.54491,0.0035586
spanish,0.47115,0.0002831
spanish,0.42926,0
spanish,0.52639,0.0053024
spanish,0.36774,0
spanish,0.42319,0
spanish,0.54425,0.002349
spanish,0.49396,7.0711e-05
spanish,0.36357,0
spanish,0.49342,0.00026684
spanish,0.52887,0.00036145
spanish,0.40415,0
spanish,0.46052,0
spanish,0.49233,3.0215e-05
spanish,0.52089,0.0003857
spanish,0.38443,0
spanish,0.48022,6.1029e-06
spanish,0.6134,0.018714
spanish,0.62104,0.0080012
spanish,0.40561,0
spanish,0.5908,0.0079901
spanish,0.46578,0.004428
spanish,0.47665,8.5456e-06
spanish,0.41118,0
spanish,0.49072,2.683e-06
spanish,0.54294,0.0029804
spanish,0.43635,6.9861e-06
spanish,0.45724,0
spanish,0.47464,8.7598e-07
spanish,0.49072,2.5233e-05
spanish,0.5085,3.1492e-05
spanish,0.52271,0.00077631
spanish,0.69399,0.044152
spanish,0.43424,0
spanish,0.32679,0
spanish,0.51789,0.00022939
spanish,0.45631,0
spanish,0.47364,0
spanish,0.37386,0
spanish,0.48281,9.7152e-06
spanish,0.38377,0
spanish,0.46337,6.1776e-06
spanish,0.51024,0.00014265
spanish,0.39078,0
spanish,0.426,0
spanish,0.43299,0
spanish,0.46772,1.5298e-06
spanish,0.48647,2.4674e-05
spanish,0.39078,0
spanish,0.46869,3.9477e-06
spanish,0.42926,0
spanish,0.49287,5.7406e-05
spanish,0.53967,0.0075608
spanish,0.44677,2.8729e-07
spanish,0.45724,0.00010554
spanish,0.55502,0.0016848
spanish,0.48229,1.0183e-05
spanish,0.49018,1.7087e-05
spanish,0.46918,0.00061835
spanish,0.50908,0.0011395
spanish,0.46578,9.2073e-06
spanish,0.46337,0
spanish,0.51909,0.0019273
spanish,0.5215,0.0014783
spanish,0.36416,0
spanish,0.45127,0.00010357
spanish,0.51729,0.00045577
spanish,0.46242,4.1807e-06
spanish,0.51082,0.00055645
spanish,0.47364,1.2506e-06
spanish,0.57639,0.0044447
spanish,0.52825,0.00061954
spanish,0.41193,0
spanish,0.3624,0
spanish,0.47464,0
spanish,0.31487,0
spanish,0.57345,0.0025057
spanish,0.75337,0.10093
spanish,0.45217,1.0217e-06
spanish,0.52089,0.00014233
spanish,0.52089,0.00021432
spanish,0.52577,0.00032157
spanish,0.44767,0
spanish,0.45724,0
spanish,0.38575,0
spanish,0.45631,8.3131e-06
spanish,0.57126,0.010887
spanish,0.4216,0
spanish,0.43174,0
spanish,0.37987,0
spanish,0.5161,0.00063173
spanish,0.48805,5.8589e-05
spanish,0.49179,1.3076e-05
spanish,0.46242,1.1508e-06
spanish,0.42359,0
spanish,0.46675,0
spanish,0.45492,0
spanish,0.46772,0.0039289
spanish,0.44767,0
spanish,0.47818,7.9219e-06
spanish,0.47364,2.3353e-05
spanish,0.50735,0.00013375
spanish,0.48332,7.3084e-05
spanish,0.43132,0
spanish,0.38214,0
spanish,0.43215,0
spanish,0.39491,0
spanish,0.52029,0.0071544
spanish,0.5085,0.00015568
spanish,0.65168,0.033712
spanish,0.57639,0.0036582
spanish,0.46578,0.0045746
spanish,0.45817,1.1589e-06
spanish,0.61932,0.010409
spanish,0.40524,0
spanish,0.445,0
spanish,0.44856,0
spanish,0.5221,0.00057943
spanish,0.44064,0
spanish,0.41383,0
spanish,0.39912,0
spanish,0.38575,0
spanish,0.51024,0.00019183
spanish,0.56981,0.0044483
spanish,0.36416,0
spanish,0.41307,0
spanish,0.42681,0
spanish,0.62536,0.015954
spanish,0.43509,3.0446e-06
spanish,0.0022075,0
italian,0.46521,6.4892e-07
italian,0.50394,9.1798e-06
italian,0.46377,0
italian,0.42066,0
italian,0.53589,0.0011394
italian,0.60705,0.014898
italian,0.45528,6.6088e-05
italian,0.50679,1.6108e-05
italian,0.34568,0
italian,0.47508,0
italian,0.5524,0.001066
italian,0.39024,0
italian,0.46186,0
italian,0.44577,0
italian,0.54634,0.008528
italian,0.44755,0
italian,0.44313,0
italian,0.43453,0
italian,0.5327,0.0001406
italian,0.46715,0
italian,0.42026,2.84e-05
italian,0.56997,0.0051726
italian,0.4859,0.00021786
italian,0.41674,0
italian,0.36452,0
italian,0.44313,0
italian,0.43665,0
italian,0.56781,0.0044907
italian,0.50281,4.9358e-05
italian,0.52893,7.5937e-05
italian,0.57216,0.015802
italian,0.52214,0.00011913
italian,0.5045,2.2604e-05
italian,0.53018,0.00020778
italian,0.45949,0
italian,0.60296,0.0074176
italian,0.52336,5.979e-05
italian,0.51317,3.3121e-05
italian,0.42224,4.1695e-05
italian,0.43879,3.0462e-05
italian,0.49394,1.1621e-05
italian,0.44935,0
italian,0.35584,0
italian,0.4838,0.00010685
italian,0.50909,0.00075374
italian,0.54041,0.00063464
italian,0.34198,0
italian,0.50337,5.5152e-06
italian,0.49833,1.325e-06
italian,0.45116,5.584e-06
italian,0.44845,0
italian,0.56423,0.0057971
italian,0.58106,0.0041462
italian,0.59181,0.0062295
italian,0.44356,0
italian,0.48017,5.5485e-07
italian,0.60134,0.012883
italian,0.45436,0
italian,0.52275,0.00047126
italian,0.53018,0.00011489
italian,0.53461,0.0065538
italian,0.47508,1.631e-06
italian,0.45298,5.3265e-07
italian,0.59733,0.008481
italian,0.63366,0.014832
italian,0.5045,1.2475e-05
italian,0.45621,0
italian,0.4766,0
italian,0.49667,0.00458
italian,0.42586,0
italian,0.36423,0
italian,0.45161,5.4883e-06
italian,0.52275,0.00022165
italian,0.4657,0
italian,0.41948,0
italian,0.4036,0
italian,0.39506,7.115e-07
italian,0.44622,0
italian,0.51376,2.2282e-05
italian,0.51912,4.1715e-05
italian,0.47158,0
italian,0.39506,0
italian,0.40913,3.3291e-06
italian,0.35359,0
italian,0.3058,0
italian,0.37117,0
italian,0.47508,5.516e-06
italian,0.56494,0.0056239
italian,0.68502,0.029066
italian,0.45761,0
italian,0.33533,0
italian,0.5327,0.00021399
italian,0.62657,0.029096
italian,0.36903,0
italian,0.41713,1.6978e-05
italian,0.55446,0.00099198
italian,0.47059,0
italian,0.45621,0
italian,0.55105,0.00081951
italian,0.41367,0
italian,0.44138,0
italian,0.44138,0
italian,0.46043,4.7217e-06
italian,0.39541,0
italian,0.39402,0
italian,0.47208,1.7521e-07
italian,0.46911,8.3227e-07
italian,0.48017,0
italian,0.71111,0.051773
italian,0.39402,0
italian,0.45116,0
italian,0.3321,0
italian,0.45298,0
italian,0.65211,0.026031
italian,0.42505,0
italian,0.46521,0
italian,0.43453,0
italian,0.36872,0
italian,0.47863,9.4914e-06
italian,0.47812,2.5829e-06
italian,0.53333,0.00023439
italian,0.41597,0
italian,0.49177,4.4984e-06
italian,0.4657,7.3979e-07
italian,0.55172,0.0063008
italian,0.57362,0.0024353
italian,0.42384,0
italian,0.51317,0.00078593
italian,0.60622,0.018935
italian,0.60054,0.007361
italian,0.45714,0.0003796
italian,0.41176,0
italian,0.67572,0.062394
italian,0.49285,2.4664e-05
italian,0.60952,0.007795
italian,0.52093,0.00011928
italian,0.53589,0.00017912
italian,0.63188,0.013127
italian,0.54435,0.00038606
italian,0.34864,0
italian,0.45207,0
italian,0.448,0
italian,0.50564,9.4405e-05
italian,0.52093,0.00010484
italian,0.47407,0
italian,0.63909,0.027353
italian,0.36423,0
italian,0.49015,4.6495e-05
italian,0.52459,0.00091655
italian,0.43369,0
italian,0.50621,5.2535e-06
italian,0.42464,0
italian,0.45902,0
italian,0.47009,3.405e-06
italian,0.49612,0
italian,0.43495,0
italian,0.42145,0
italian,0.47009,0.00028836
italian,0.39471,0
italian,0.48485,7.8466e-07
italian,0.50168,7.8566e-05
italian,0.34172,0
italian,0.46667,0
italian,0.38721,0
italian,0.46764,1.2722e-05
italian,0.44138,0
italian,0.51025,1.3539e-05
italian,0.45996,0
italian,0.4812,2.3226e-07
italian,0.4375,0
italian,0.60952,0.0075457
italian,0.47558,1.1097e-06
italian,0.56853,0.0034343
italian,0.50679,0.00013121
italian,0.43836,0
italian,0.58562,0.0023723
italian,0.50056,3.0714e-05
italian,0.49889,8.9545e-06
italian,0.50281,3.5244e-05
italian,0.4766,0
italian,0.38554,0
italian,0.55583,0.001855
italian,0.46862,2.4572e-07
italian,0.45621,0
italian,0.65786,0.018928
italian,0.41713,0.0044643
italian,0.4489,1.5e-06
italian,0.57216,0.002383
italian,0.44138,0
italian,0.47914,0
italian,0.47863,0
italian,0.50168,0.0001628
italian,0.43453,0
italian,0.49123,0.00014505
italian,0.48962,4.3977e-05
italian,0.40506,0
italian,0.48696,0.0013423
