Cuisine,degree,eigen
mexican,0.064378,0.031254
mexican,0.019313,0.0072532
mexican,0.0021459,0.0013313
mexican,0.01073,0.0045068
mexican,0.12017,0.051641
mexican,0.19099,0.063066
mexican,0.042918,0.021752
mexican,0.066524,0.032993
mexican,0.0085837,0.0041942
mexican,0.01073,0.0064275
mexican,0.0042918,0.00065377
mexican,0.0021459,0.0012516
mexican,0.017167,0.0093908
mexican,0.11803,0.049428
mexican,0.0042918,0.0024052
mexican,0.0085837,0.0038969
mexican,0.096567,0.033607
mexican,0.0021459,0.0012476
mexican,0.094421,0.039858
mexican,0.22747,0.078489
mexican,0.38627,0.11118
mexican,0.27039,0.08842
mexican,0.0042918,0.0022893
mexican,0.081545,0.035669
mexican,0.29614,0.09154
mexican,0.11373,0.047569
mexican,0.0085837,0.0036962
mexican,0.045064,0.021665
mexican,0.045064,0.018869
mexican,0.13948,0.058208
mexican,0.036481,0.019457
mexican,0.0042918,0.0023673
mexican,0.032189,0.015083
mexican,0.0085837,0.0036505
mexican,0.11803,0.049531
mexican,0.15665,0.061501
mexican,0.64807,0.13275
mexican,0.092275,0.036621
mexican,0.25966,0.086283
mexican,0.021459,0.011218
mexican,0.0021459,0.00052477
mexican,0.35837,0.10157
mexican,0.055794,0.025073
mexican,0.21888,0.082052
mexican,0.0021459,0.00045483
mexican,0.0042918,0.0011398
mexican,0.19742,0.071265
mexican,0.0064378,0.0039089
mexican,0.049356,0.022352
mexican,0.0042918,0.0024169
mexican,0.04721,0.023304
mexican,0.0064378,0.0035274
mexican,0.019313,0.01029
mexican,0.021459,0.010906
mexican,0.021459,0.010348
mexican,0.38197,0.10978
mexican,0.1309,0.053489
mexican,0.14592,0.058278
mexican,0.077253,0.033574
mexican,0.021459,0.0094277
mexican,0.41631,0.1083
mexican,0.049356,0.021544
mexican,0.079399,0.034722
mexican,0.015021,0.0086024
mexican,0.055794,0.015742
mexican,0.41202,0.10939
mexican,0.025751,0.012901
mexican,0.0021459,0.0010417
mexican,0.11803,0.052465
mexican,0.025751,0.011291
mexican,0.087983,0.039863
mexican,0.39485,0.11109
mexican,0.33047,0.099748
mexican,0.038627,0.01753
mexican,0.019313,0.010864
mexican,0.15021,0.058415
mexican,0.0042918,0.0022944
mexican,0.0064378,0.0024021
mexican,0.01073,0.0050759
mexican,0.10515,0.045331
mexican,0.0021459,0.0013313
mexican,0.31974,0.099812
mexican,0.012876,0.005946
mexican,0.27039,0.090218
mexican,0.072961,0.026404
mexican,0.0021459,0.0013313
mexican,0.070815,0.033662
mexican,0.049356,0.02458
mexican,0.019313,0.0075289
mexican,0.0042918,0.0021884
mexican,0.045064,0.020689
mexican,0.0021459,0.00076086
mexican,0.019313,0.008173
mexican,0.0021459,0.0012516
mexican,0.0021459,0.0010963
mexican,0.049356,0.015451
mexican,0.023605,0.0095626
mexican,0.077253,0.036013
mexican,0.036481,0.01902
mexican,0.10515,0.045012
mexican,0.05794,0.027311
mexican,0.3133,0.096432
mexican,0.1588,0.054135
mexican,0.21459,0.07389
mexican,0.04721,0.022212
mexican,0.24464,0.083312
mexican,0.23391,0.080646
mexican,0.0064378,0.0035229
mexican,0.01073,0.0061738
mexican,0.042918,0.018563
mexican,0.034335,0.018221
mexican,0.0085837,0.0022594
mexican,0.012876,0.00351
mexican,0.1309,0.052247
mexican,0.29399,0.095366
mexican,0.090129,0.039245
mexican,0.021459,0.011295
mexican,0.26609,0.08586
mexican,0.04721,0.017652
mexican,0.21459,0.078544
mexican,0.025751,0.008164
mexican,0.16953,0.061448
mexican,0.019313,0.010127
mexican,0.0042918,0.0020596
mexican,0.015021,0.0085099
mexican,0.0064378,0.0034819
mexican,0.0042918,0.0021381
mexican,0.072961,0.033745
mexican,0.023605,0.009221
mexican,0.11373,0.046369
mexican,0.0021459,0.00044573
mexican,0.021459,0.011239
mexican,0.051502,0.01818
mexican,0.0042918,0.0025226
mexican,0.0021459,0.0012476
mexican,0.10086,0.035641
mexican,0.075107,0.035307
mexican,0.20386,0.069052
mexican,0.094421,0.037442
mexican,0.01073,0.0022499
mexican,0.0042918,0.0024052
mexican,0.25751,0.085154
mexican,0.0064378,0.00343
mexican,0.0021459,0.0010604
mexican,0.027897,0.014118
mexican,0.01073,0.0064315
mexican,0.019313,0.010618
mexican,0.019313,0.0073841
mexican,0.01073,0.0060632
mexican,0.10944,0.046017
mexican,0.19742,0.077184
mexican,0.017167,0.0064637
mexican,0.051502,0.024698
mexican,0.16738,0.066795
mexican,0.015021,0.0081514
mexican,0.0042918,0.0023673
mexican,0.41631,0.11432
mexican,0.064378,0.027763
mexican,0.030043,0.016003
mexican,0.43777,0.11682
mexican,0.77253,0.13733
mexican,0.025751,0.012613
mexican,0.0085837,0.0048071
mexican,0.027897,0.012603
mexican,0.0021459,0.0013313
mexican,0.20601,0.072573
mexican,0.0064378,0.0036206
mexican,0.01073,0.00575
mexican,0.064378,0.02718
mexican,0.015021,0.0075572
mexican,0.1824,0.070559
mexican,0.17382,0.053133
mexican,0.064378,0.031042
mexican,0.055794,0.026647
mexican,0.39914,0.11209
mexican,0.20601,0.074416
mexican,0.0021459,0.00064743
mexican,0.025751,0.010927
mexican,0.34335,0.091029
mexican,0.29185,0.094052
mexican,0.019313,0.0099211
mexican,0.0042918,0.0021462
mexican,0.30472,0.097427
mexican,0.01073,0.0061575
mexican,0.019313,0.0097657
mexican,0.1073,0.045982
mexican,0.077253,0.031528
mexican,0.012876,0.0045395
mexican,0.0021459,0.001207
mexican,0.19742,0.071403
mexican,0.066524,0.028771
mexican,0.0042918,0.0022288
mexican,0.015021,0.0081438
mexican,0.087983,0.039051
mexican,0.16953,0.06212
mexican,0.38841,0.11115
mexican,0.025751,0.014047
mexican,0.0021459,0.00089567
mexican,0.0064378,0.0028125
mexican,0.0042918,0.0026182
mexican,0.01073,0.0044923
mexican,0.023605,0.010433
mexican,0.0021459,0.0010963
mexican,0.15236,0.057856
mexican,0.032189,0.015626
mexican,0.087983,0.039135
mexican,0.01073,0.0060952
mexican,0.030043,0.014951
mexican,0.04721,0.024541
mexican,0.017167,0.0060228
mexican,0.066524,0.028873
mexican,0.051502,0.02467
mexican,0.032189,0.013985
mexican,0.0064378,0.0038499
mexican,0.0042918,0.0025789
mexican,0.015021,0.0067235
mexican,0.012876,0.0055273
mexican,0.0064378,0.003434
mexican,0.4721,0.1189
mexican,0.023605,0.0090175
mexican,0.0042918,0.0015344
mexican,0.0064378,0.0036028
mexican,0.20386,0.076304
mexican,0.22747,0.07799
mexican,0.036481,0.018278
mexican,0.0021459,0.0010642
mexican,0.0021459,0.0012516
mexican,0.0021459,2.181e-05
mexican,0.44421,0.11618
mexican,0.0042918,0.0017627
mexican,0.055794,0.017483
mexican,0.24034,0.081715
mexican,0.023605,0.010861
mexican,0.04721,0.019108
mexican,0.019313,0.006145
mexican,0.51931,0.1257
mexican,0.0021459,0.00012132
mexican,0.05794,0.024712
mexican,0.29614,0.091987
mexican,0.44635,0.11695
mexican,0.11803,0.049642
mexican,0.0021459,0.0013313
mexican,0.19313,0.068409
mexican,0.103,0.044614
mexican,0.015021,0.0078424
mexican,0.015021,0.0075061
mexican,0.027897,0.015273
mexican,0.0085837,0.0045233
mexican,0.40343,0.11078
mexican,0.20815,0.073364
mexican,0.13734,0.054955
mexican,0.070815,0.033355
mexican,0.0021459,0.0012869
mexican,0.015021,0.0078267
mexican,0.012876,0.0067376
mexican,0.019313,0.0073336
mexican,0.019313,0.010128
mexican,0.027897,0.014232
mexican,0.01073,0.0036953
mexican,0.015021,0.0057077
mexican,0.05794,0.02551
mexican,0.038627,0.02088
mexican,0.085837,0.037515
mexican,0.017167,0.0065764
mexican,0.0021459,3.5821e-05
mexican,0.51931,0.12451
mexican,0.0021459,0.0010417
mexican,0.012876,0.0056695
mexican,0.18884,0.068023
mexican,0.11159,0.047848
mexican,0.012876,0.0072117
mexican,0.0021459,2.181e-05
mexican,0.021459,0.011176
mexican,0.023605,0.009562
mexican,0.072961,0.031001
mexican,0.59013,0.12911
mexican,0.15021,0.060404
mexican,0.13948,0.058516
mexican,0.053648,0.02635
mexican,0.077253,0.034893
mexican,0.0085837,0.0027933
mexican,0.32189,0.092396
mexican,0.023605,0.012412
mexican,0.0085837,0.0028888
mexican,0.064378,0.027674
mexican,0.085837,0.036675
mexican,0.098712,0.041283
mexican,0.012876,0.0048031
mexican,0.0021459,0.0010642
mexican,0.060086,0.028262
mexican,0.036481,0.017874
mexican,0.019313,0.0092592
mexican,0.62446,0.13111
mexican,0.27039,0.092324
mexican,0.081545,0.033482
mexican,0.23176,0.077462
mexican,0.13519,0.056801
mexican,0.036481,0.015877
mexican,0.027897,0.014316
mexican,0.053648,0.025392
mexican,0.13734,0.056568
mexican,0.05794,0.028451
mexican,0.036481,0.016921
mexican,0.025751,0.012879
mexican,0.0042918,0.0022137
mexican,0.0064378,0.0036268
mexican,0.01073,0.0064138
mexican,0.14592,0.060403
mexican,0.015021,0.0059515
mexican,0.26609,0.090682
mexican,0.17167,0.067182
mexican,0.083691,0.033527
mexican,0.6588,0.13314
mexican,0.066524,0.031327
mexican,0.021459,0.0090558
mexican,0.017167,0.0064721
mexican,0.11159,0.046249
mexican,0.29399,0.096184
mexican,0.027897,0.013017
mexican,0.0042918,0.00069814
mexican,0.049356,0.014552
mexican,0.0042918,0.0025789
mexican,0.032189,0.017406
mexican,0.0085837,0.0038059
mexican,0.019313,0.0093549
mexican,0.0021459,0.00088242
mexican,0.3176,0.10001
mexican,0.22103,0.078846
mexican,0.032189,0.010039
mexican,0.17382,0.068358
mexican,0.0042918,0.0026023
mexican,0.13734,0.055226
mexican,0.13734,0.053182
mexican,0.090129,0.026041
mexican,0.54077,0.12729
mexican,0.16738,0.064949
mexican,0.072961,0.030668
mexican,0.14378,0.047669
mexican,0.1073,0.040577
mexican,0.045064,0.01596
mexican,0.19528,0.07286
mexican,0.034335,0.017897
mexican,0.0042918,0.0022137
mexican,0.0064378,0.003409
mexican,0.0064378,0.0035389
mexican,0.038627,0.018588
mexican,0.12661,0.053431
mexican,0.015021,0.0081583
mexican,0.070815,0.032526
mexican,0.017167,0.009493
mexican,0.021459,0.0095091
mexican,0.18455,0.071007
mexican,0.012876,0.0058146
mexican,0.072961,0.034021
mexican,0.017167,0.0092557
mexican,0.0042918,0.0021546
mexican,0.025751,0.013855
mexican,0.0042918,0.00213
mexican,0.087983,0.026985
mexican,0.13305,0.053323
mexican,0.0042918,0.0024088
mexican,0.032189,0.015794
mexican,0.04721,0.021572
mexican,0.15451,0.056742
mexican,0.15451,0.055912
mexican,0.012876,0.0049723
mexican,0.025751,0.013241
mexican,0.066524,0.020592
mexican,0.01073,0.0064081
mexican,0.12017,0.048722
mexican,0.092275,0.041529
mexican,0.023605,0.010947
mexican,0.055794,0.025589
mexican,0.025751,0.013805
mexican,0.0042918,0.0016802
mexican,0.017167,0.0075172
mexican,0.16094,0.056277
mexican,0.05794,0.027516
mexican,0.25966,0.083765
mexican,0.0021459,0.00059566
mexican,0.083691,0.034036
mexican,0.017167,0.0096941
mexican,0.0021459,0.00031943
mexican,0.092275,0.041365
mexican,0.066524,0.018471
mexican,0.10944,0.045147
mexican,0.0021459,0.0013313
mexican,0.18884,0.066788
mexican,0.075107,0.032953
mexican,0.064378,0.028404
mexican,0.1588,0.05791
mexican,0.0085837,0.0050351
mexican,0.1309,0.05169
mexican,0.042918,0.01861
mexican,0.0021459,0.00088242
mexican,0.038627,0.01854
mexican,0.0085837,0.0049577
mexican,0.0085837,0.0044327
mexican,0.36266,0.10614
mexican,0.083691,0.030665
mexican,0.049356,0.023025
mexican,0.0042918,0.0025383
spanish,0.037528,0.01745
spanish,0.27373,0.083782
spanish,0.022075,0.011731
spanish,0.00883,0.003816
spanish,0.0022075,0.00054836
spanish,0.28698,0.082564
spanish,0.057395,0.024923
spanish,0.099338,0.039909
spanish,0.022075,0.0076305
spanish,0.0022075,0.00064458
spanish,0.00883,0.0037848
spanish,0.18322,0.06838
spanish,0.004415,0.0019111
spanish,0.046358,0.021508
spanish,0.083885,0.036887
spanish,0.02649,0.013173
spanish,0.037528,0.014997
spanish,0.015453,0.0085228
spanish,0.013245,0.0059559
spanish,0.19426,0.070367
spanish,0.27594,0.088399
spanish,0.0066225,0.0024956
spanish,0.090508,0.036306
spanish,0.03532,0.017322
spanish,0.013245,0.0061193
spanish,0.32892,0.099066
spanish,0.046358,0.02097
spanish,0.12583,0.051576
spanish,0.42163,0.10953
spanish,0.29581,0.089704
spanish,0.039735,0.018709
spanish,0.004415,0.0017475
spanish,0.022075,0.010769
spanish,0.011038,0.004719
spanish,0.27594,0.090202
spanish,0.10155,0.043924
spanish,0.1457,0.05629
spanish,0.07064,0.025876
spanish,0.00883,0.002172
spanish,0.099338,0.042982
spanish,0.0066225,0.0013488
spanish,0.07064,0.02841
spanish,0.086093,0.039031
spanish,0.11038,0.044315
spanish,0.037528,0.013392
spanish,0.015453,0.0079672
spanish,0.0022075,5.0767e-24
spanish,0.39735,0.10587
spanish,0.01766,0.009054
spanish,0.39073,0.098838
spanish,0.22075,0.076005
spanish,0.16115,0.06372
spanish,0.26711,0.078865
spanish,0.00883,0.0047569
spanish,0.075055,0.027437
spanish,0.055188,0.018865
spanish,0.28035,0.086474
spanish,0.024283,0.0095104
spanish,0.13687,0.05485
spanish,0.039735,0.019568
spanish,0.004415,0.0020308
spanish,0.26049,0.074849
spanish,0.059603,0.025321
spanish,0.004415,0.00020059
spanish,0.077263,0.033795
spanish,0.066225,0.03036
spanish,0.16115,0.061155
spanish,0.12141,0.049419
spanish,0.039735,0.016798
spanish,0.0066225,0.0032984
spanish,0.0066225,0.0026288
spanish,0.004415,0.00085217
spanish,0.081678,0.033879
spanish,0.037528,0.013187
spanish,0.024283,0.010677
spanish,0.03532,0.0099692
spanish,0.0022075,0.00019455
spanish,0.0022075,0.00096209
spanish,0.02649,0.011133
spanish,0.22517,0.071708
spanish,0.50331,0.12362
spanish,0.019868,0.0075164
spanish,0.015453,0.0076921
spanish,0.20309,0.072406
spanish,0.25166,0.076318
spanish,0.0022075,0.00053801
spanish,0.11479,0.04544
spanish,0.072848,0.03247
spanish,0.0066225,0.0023768
spanish,0.013245,0.0048904
spanish,0.00883,0.0040388
spanish,0.028698,0.011941
spanish,0.0022075,0.0012627
spanish,0.11038,0.044389
spanish,0.033113,0.014306
spanish,0.15673,0.055196
spanish,0.011038,0.0058535
spanish,0.092715,0.039566
spanish,0.62693,0.13114
spanish,0.09713,0.041126
spanish,0.0022075,0.00013544
spanish,0.01766,0.005583
spanish,0.22517,0.079886
spanish,0.030905,0.013658
spanish,0.004415,0.0022058
spanish,0.013245,0.0063503
spanish,0.38411,0.10419
spanish,0.041943,0.016661
spanish,0.12141,0.046273
spanish,0.11258,0.045781
spanish,0.0022075,0.00018443
spanish,0.13466,0.045569
spanish,0.0022075,0.0012765
spanish,0.046358,0.021078
spanish,0.10155,0.040369
spanish,0.0066225,0.0026092
spanish,0.083885,0.035116
spanish,0.10596,0.039103
spanish,0.15453,0.056014
spanish,0.19426,0.072734
spanish,0.022075,0.0107
spanish,0.024283,0.012212
spanish,0.090508,0.033878
spanish,0.35099,0.091741
spanish,0.01766,0.0070667
spanish,0.004415,0.0023841
spanish,0.03532,0.0099315
spanish,0.01766,0.0054852
spanish,0.0022075,9.7043e-05
spanish,0.31567,0.09311
spanish,0.039735,0.019623
spanish,0.011038,0.0043675
spanish,0.35541,0.1047
spanish,0.05298,0.026042
spanish,0.10596,0.04426
spanish,0.5011,0.12386
spanish,0.50331,0.12327
spanish,0.059603,0.027289
spanish,0.013245,0.0052683
spanish,0.16336,0.057999
spanish,0.004415,0.0016042
spanish,0.11258,0.04809
spanish,0.21634,0.074714
spanish,0.32671,0.099902
spanish,0.004415,0.0016042
spanish,0.07947,0.0323
spanish,0.30905,0.095008
spanish,0.068433,0.029112
spanish,0.07064,0.032616
spanish,0.086093,0.033721
spanish,0.037528,0.018212
spanish,0.057395,0.018947
spanish,0.013245,0.0062826
spanish,0.16777,0.062475
spanish,0.030905,0.0084688
spanish,0.039735,0.01654
spanish,0.015453,0.0070749
spanish,0.057395,0.02636
spanish,0.07947,0.034063
spanish,0.01766,0.0083831
spanish,0.46799,0.11734
spanish,0.030905,0.014882
spanish,0.21413,0.074152
spanish,0.58057,0.12963
spanish,0.037528,0.016971
spanish,0.11258,0.043073
spanish,0.0883,0.036461
spanish,0.04415,0.021302
spanish,0.004415,0.00098812
spanish,0.21192,0.070961
spanish,0.01766,0.0076723
spanish,0.033113,0.013938
spanish,0.0022075,0.00044337
spanish,0.0022075,0.00064932
spanish,0.19426,0.074083
spanish,0.10155,0.034912
spanish,0.037528,0.017185
spanish,0.44592,0.11748
spanish,0.011038,0.0017242
spanish,0.033113,0.014946
spanish,0.18543,0.05527
spanish,0.28918,0.093
spanish,0.0022075,0.0012033
spanish,0.03532,0.015722
spanish,0.013245,0.0065279
spanish,0.02649,0.013473
spanish,0.17219,0.06663
spanish,0.011038,0.0032387
spanish,0.004415,0.0019675
spanish,0.10817,0.038885
spanish,0.028698,0.014344
spanish,0.0022075,0.0001397
spanish,0.081678,0.020222
spanish,0.057395,0.024739
spanish,0.33996,0.10168
spanish,0.39735,0.10981
spanish,0.0022075,0.00054836
spanish,0.0066225,0.0030344
spanish,0.18102,0.062364
spanish,0.11479,0.044848
spanish,0.094923,0.035093
spanish,0.0022075,0.00087436
spanish,0.32892,0.096293
spanish,0.00883,0.0028616
spanish,0.077263,0.032006
spanish,0.011038,0.0054713
spanish,0.013245,0.0069353
spanish,0.064018,0.026705
spanish,0.46358,0.11708
spanish,0.0066225,0.0010025
spanish,0.057395,0.025416
spanish,0.09713,0.037128
spanish,0.29801,0.089825
spanish,0.0022075,0.00096209
spanish,0.47461,0.1218
spanish,0.077263,0.034989
spanish,0.013245,0.0063891
spanish,0.004415,0.0025866
spanish,0.42605,0.1148
spanish,0.04415,0.017883
spanish,0.019868,0.0037429
spanish,0.004415,0.0022111
spanish,0.066225,0.030677
spanish,0.13245,0.048738
spanish,0.013245,0.0059555
spanish,0.068433,0.028587
spanish,0.030905,0.0095198
spanish,0.004415,0.0022766
spanish,0.21854,0.072974
spanish,0.234,0.079153
spanish,0.3532,0.10124
spanish,0.20088,0.070994
spanish,0.086093,0.032789
spanish,0.041943,0.019751
spanish,0.055188,0.024953
spanish,0.22517,0.056334
spanish,0.33554,0.099231
spanish,0.0022075,0.00090634
spanish,0.00883,0.0037644
spanish,0.0066225,0.0025956
spanish,0.36203,0.10482
spanish,0.01766,0.0096997
spanish,0.022075,0.0099439
spanish,0.024283,0.012857
spanish,0.004415,0.0011144
spanish,0.004415,0.0023071
spanish,0.14128,0.051725
spanish,0.00883,0.004012
spanish,0.022075,0.0095208
spanish,0.064018,0.02976
spanish,0.10596,0.043016
spanish,0.26711,0.086408
spanish,0.055188,0.025337
spanish,0.17439,0.053626
spanish,0.0022075,0.0012765
spanish,0.004415,0.0011103
spanish,0.024283,0.0085091
spanish,0.013245,0.0051093
spanish,0.0022075,9.6799e-05
spanish,0.00883,0.0023034
spanish,0.17219,0.063525
spanish,0.004415,0.0021658
spanish,0.00883,0.0037098
spanish,0.039735,0.015299
spanish,0.015453,0.0078944
spanish,0.019868,0.010311
spanish,0.0066225,0.0023004
spanish,0.0022075,0.0012765
spanish,0.00883,0.0047814
spanish,0.013245,0.0060027
spanish,0.11921,0.049571
spanish,0.037528,0.017386
spanish,0.037528,0.016196
spanish,0.046358,0.021341
spanish,0.59603,0.13092
spanish,0.10155,0.035655
spanish,0.046358,0.01832
spanish,0.0022075,0.00096209
spanish,0.037528,0.016843
spanish,0.16115,0.064156
spanish,0.0066225,0.0035933
spanish,0.00883,0.0044872
spanish,0.0022075,0.0003416
spanish,0.0022075,0.00054836
spanish,0.0022075,0.00027827
spanish,0.0022075,1.6783e-05
spanish,0.22296,0.080828
spanish,0.011038,0.006188
spanish,0.086093,0.037456
spanish,0.030905,0.011984
spanish,0.059603,0.025409
spanish,0.234,0.074097
spanish,0.0022075,0.00087489
spanish,0.12583,0.053884
spanish,0.0066225,0.0024563
spanish,0.0022075,0.00090634
spanish,0.05298,0.02443
spanish,0.033113,0.014351
spanish,0.00883,0.0045135
spanish,0.49669,0.12329
spanish,0.048565,0.015795
spanish,0.21192,0.06894
spanish,0.11258,0.046623
spanish,0.0066225,0.0034043
spanish,0.00883,0.002311
spanish,0.015453,0.0078106
spanish,0.030905,0.014566
spanish,0.02649,0.011341
spanish,0.20971,0.073964
spanish,0.31126,0.096502
spanish,0.10375,0.045923
spanish,0.059603,0.026708
spanish,0.064018,0.028305
spanish,0.0022075,0.0003416
spanish,0.33333,0.099295
spanish,0.011038,0.0052602
spanish,0.06181,0.023347
spanish,0.10817,0.043407
spanish,0.15232,0.059254
spanish,0.0066225,0.0026106
spanish,0.094923,0.042181
spanish,0.068433,0.031
spanish,0.037528,0.015644
spanish,0.12362,0.04739
spanish,0.24503,0.079154
spanish,0.04415,0.017304
spanish,0.0022075,0.0013123
spanish,0.18985,0.066218
spanish,0.0022075,0.00090634
spanish,0.011038,0.0046349
spanish,0.20088,0.06798
spanish,0.099338,0.040972
spanish,0.0066225,0.0013488
spanish,0.068433,0.024514
spanish,0.17881,0.066974
spanish,0.0066225,0.0030083
spanish,0.02649,0.012831
spanish,0.092715,0.038247
spanish,0.15011,0.058212
spanish,0.0022075,0.0011214
spanish,0.06181,0.028247
spanish,0.40839,0.10659
spanish,0.42384,0.11584
spanish,0.0066225,0.0026838
spanish,0.3532,0.10162
spanish,0.04415,0.013914
spanish,0.050773,0.023235
spanish,0.0066225,0.002998
spanish,0.075055,0.034517
spanish,0.21413,0.073817
spanish,0.024283,0.0092913
spanish,0.022075,0.0095448
spanish,0.039735,0.019296
spanish,0.07947,0.033968
spanish,0.11038,0.047843
spanish,0.18322,0.065274
spanish,0.57837,0.12972
spanish,0.015453,0.0062163
spanish,0.0022075,0.00018443
spanish,0.13024,0.050183
spanish,0.01766,0.0097988
spanish,0.033113,0.016262
spanish,0.0022075,0.00089301
spanish,0.06181,0.02931
spanish,0.004415,0.0016601
spanish,0.037528,0.014199
spanish,0.14128,0.05674
spanish,0.0066225,0.0017112
spanish,0.0066225,0.0027229
spanish,0.004415,0.0025122
spanish,0.041943,0.02045
spanish,0.077263,0.031617
spanish,0.004415,0.0018684
spanish,0.055188,0.022921
spanish,0.0022075,0.0013123
spanish,0.092715,0.038879
spanish,0.19647,0.066705
spanish,0.02649,0.010963
spanish,0.039735,0.013091
spanish,0.25828,0.086437
spanish,0.06181,0.028018
spanish,0.05298,0.022114
spanish,0.075055,0.020194
spanish,0.11258,0.042719
spanish,0.03532,0.015805
spanish,0.019868,0.010225
spanish,0.12804,0.045624
spanish,0.16556,0.059749
spanish,0.004415,0.0016022
spanish,0.039735,0.012644
spanish,0.12583,0.046481
spanish,0.028698,0.011615
spanish,0.15011,0.05587
spanish,0.03532,0.017788
spanish,0.31347,0.093314
spanish,0.16777,0.062131
spanish,0.004415,0.0019831
spanish,0.0022075,0.00087318
spanish,0.050773,0.025757
spanish,0.0022075,9.7043e-05
spanish,0.30464,0.096868
spanish,0.68874,0.13482
spanish,0.015453,0.0065944
spanish,0.15011,0.061099
spanish,0.15453,0.059462
spanish,0.16998,0.065574
spanish,0.015453,0.00744
spanish,0.02649,0.012881
spanish,0.0066225,0.0017186
spanish,0.039735,0.013911
spanish,0.29801,0.08988
spanish,0.004415,0.002537
spanish,0.004415,0.0021278
spanish,0.0022075,0.00096209
spanish,0.15673,0.057309
spanish,0.0883,0.037823
spanish,0.083885,0.03766
spanish,0.01766,0.0071012
spanish,0.013245,0.0051537
spanish,0.041943,0.020452
spanish,0.01766,0.0069672
spanish,0.055188,0.016863
spanish,0.00883,0.0051249
spanish,0.048565,0.021616
spanish,0.055188,0.022042
spanish,0.12583,0.051101
spanish,0.083885,0.034659
spanish,0.004415,0.0020335
spanish,0.011038,0.0029822
spanish,0.004415,0.0021727
spanish,0.00883,0.0029089
spanish,0.13245,0.045547
spanish,0.12583,0.050151
spanish,0.47682,0.1159
spanish,0.30684,0.096329
spanish,0.07064,0.019986
spanish,0.033113,0.01503
spanish,0.42605,0.11423
spanish,0.00883,0.0035229
spanish,0.0066225,0.0038506
spanish,0.01766,0.008715
spanish,0.16777,0.05968
spanish,0.011038,0.0057103
spanish,0.011038,0.0046484
spanish,0.00883,0.0033504
spanish,0.0066225,0.0017186
spanish,0.10596,0.04157
spanish,0.26932,0.084225
spanish,0.0022075,0.00080369
spanish,0.00883,0.0037099
spanish,0.0066225,0.0034429
spanish,0.42605,0.11521
spanish,0.01766,0.0064524
spanish,0.0022075,5.0767e-24
italian,0.040179,0.018112
italian,0.084821,0.037128
italian,0.011161,0.0060393
italian,0.0044643,0.0019963
italian,0.17188,0.058657
italian,0.36607,0.097233
italian,0.046875,0.014918
italian,0.075893,0.03236
italian,0.0022321,0.00060241
italian,0.037946,0.017604
italian,0.23884,0.078383
italian,0.0022321,0.0010926
italian,0.040179,0.018934
italian,0.0066964,0.0036706
italian,0.20536,0.053271
italian,0.0089286,0.0048518
italian,0.017857,0.0062798
italian,0.0022321,0.0012468
italian,0.16741,0.065425
italian,0.011161,0.0059836
italian,0.011161,0.0038664
italian,0.28125,0.089809
italian,0.087054,0.023351
italian,0.011161,0.0030444
italian,0.0044643,0.00083474
italian,0.0066964,0.0032765
italian,0.0066964,0.003308
italian,0.27679,0.087199
italian,0.087054,0.0343
italian,0.16071,0.064149
italian,0.28125,0.076124
italian,0.14509,0.05715
italian,0.080357,0.033937
italian,0.16964,0.064656
italian,0.03125,0.012205
italian,0.36161,0.1033
italian,0.14286,0.057953
italian,0.11161,0.04827
italian,0.017857,0.0062125
italian,0.044643,0.011706
italian,0.082589,0.035548
italian,0.017857,0.0088195
italian,0.0022321,0.00066342
italian,0.0625,0.026423
italian,0.091518,0.03543
italian,0.17857,0.063305
italian,0.0022321,0.00052405
italian,0.095982,0.042027
italian,0.082589,0.038124
italian,0.03125,0.011264
italian,0.011161,0.0056696
italian,0.26562,0.083479
italian,0.30357,0.092972
italian,0.32812,0.096544
italian,0.0089286,0.0047577
italian,0.058036,0.025711
italian,0.35045,0.091073
italian,0.017857,0.0080396
italian,0.15402,0.05476
italian,0.16518,0.064705
italian,0.16741,0.0515
italian,0.051339,0.021855
italian,0.03125,0.011169
italian,0.33929,0.09394
italian,0.43973,0.1122
italian,0.095982,0.042111
italian,0.0066964,0.0036512
italian,0.037946,0.018189
italian,0.071429,0.025715
italian,0.015625,0.0050384
italian,0.0022321,0.00082675
italian,0.029018,0.0095246
italian,0.125,0.047467
italian,0.024554,0.012136
italian,0.0044643,0.0021063
italian,0.0022321,0.0011134
italian,0.0044643,0.0014932
italian,0.024554,0.012254
italian,0.12277,0.052172
italian,0.13839,0.057011
italian,0.033482,0.016093
italian,0.0022321,0.001109
italian,0.0089286,0.0019715
italian,0.0022321,0.00050993
italian,0.0022321,4.1743e-05
italian,0.0022321,0.00095453
italian,0.024554,0.01035
italian,0.2567,0.07545
italian,0.55134,0.12339
italian,0.0089286,0.0045753
italian,0.0022321,0.00038385
italian,0.16964,0.066624
italian,0.41518,0.10455
italian,0.0044643,0.0009244
italian,0.013393,0.0030671
italian,0.22545,0.076826
italian,0.022321,0.0095874
italian,0.029018,0.0139
italian,0.22991,0.079119
italian,0.0066964,0.0029447
italian,0.011161,0.0054817
italian,0.0089286,0.0046943
italian,0.029018,0.0095519
italian,0.0044643,0.0019066
italian,0.013393,0.0042749
italian,0.033482,0.014723
italian,0.026786,0.013086
italian,0.040179,0.019391
italian,0.60268,0.12539
italian,0.0022321,0.0011075
italian,0.013393,0.0062313
italian,0.0022321,0.00024615
