Cuisine,degree,eigen
indian,0.0043956,0.0026563
indian,0.13187,0.046777
indian,0.0021978,0.0013297
indian,0.10769,0.046425
indian,0.0043956,0.0026563
indian,0.22857,0.080484
indian,0.092308,0.038998
indian,0.017582,0.0080798
indian,0.0021978,0.0013297
indian,0.028571,0.014437
indian,0.15604,0.062342
