Cuisine,degree,betweeness
mexican,0.096567,0.00023139
mexican,0.0021459,0
mexican,0.094421,5.0732e-05
mexican,0.22747,0.0053721
mexican,0.38627,0.0085377
mexican,0.27039,0.0030571
mexican,0.0042918,0
mexican,0.081545,0.00012597
mexican,0.29614,0.0079393
mexican,0.11373,8.5622e-05
mexican,0.0085837,0
mexican,0.045064,9.7629e-06
mexican,0.045064,2.5828e-05
mexican,0.13948,0.00013201
mexican,0.036481,0
mexican,0.0042918,0
mexican,0.032189,2.6697e-06
mexican,0.0085837,0
mexican,0.11803,7.8323e-05
mexican,0.15665,0.00042162
mexican,0.64807,0.06233
mexican,0.092275,0.00020846
mexican,0.25966,0.0020177
mexican,0.021459,4.5036e-07
mexican,0.0021459,0
mexican,0.35837,0.012447
mexican,0.055794,8.0793e-05
mexican,0.21888,0.00079095
mexican,0.0021459,0
mexican,0.0042918,0
mexican,0.19742,0.0011466
mexican,0.0064378,0
mexican,0.049356,2.2154e-05
mexican,0.0042918,0
mexican,0.04721,1.4973e-05
mexican,0.0064378,0
mexican,0.019313,0
mexican,0.021459,0
mexican,0.021459,2.3666e-07
mexican,0.38197,0.014271
mexican,0.1309,0.00010699
mexican,0.14592,0.00031887
mexican,0.077253,0.00019635
mexican,0.021459,1.6474e-05
mexican,0.41631,0.020061
mexican,0.049356,9.8172e-05
mexican,0.079399,0.00018248
mexican,0.015021,0
mexican,0.055794,0.0011
mexican,0.41202,0.026048
mexican,0.025751,1.0814e-06
mexican,0.0021459,0
mexican,0.11803,3.8362e-05
mexican,0.025751,1.6114e-06
mexican,0.087983,5.177e-05
mexican,0.39485,0.011074
mexican,0.33047,0.0039342
mexican,0.038627,4.5813e-06
mexican,0.019313,0
mexican,0.15021,0.00066073
mexican,0.0042918,0
mexican,0.0064378,8.6604e-06
mexican,0.01073,0
mexican,0.10515,9.1917e-05
mexican,0.0021459,0
mexican,0.31974,0.0035489
mexican,0.012876,0
mexican,0.27039,0.0022464
mexican,0.072961,8.6085e-05
mexican,0.0021459,0
mexican,0.070815,2.7205e-06
mexican,0.049356,6.284e-07
mexican,0.019313,9.1683e-05
mexican,0.0042918,0
mexican,0.045064,1.1505e-05
mexican,0.0021459,0
mexican,0.019313,0
mexican,0.0021459,0
mexican,0.0021459,0
mexican,0.049356,2.4219e-05
mexican,0.023605,3.5251e-05
mexican,0.077253,1.002e-05
mexican,0.036481,1.6781e-07
mexican,0.10515,0.00017031
mexican,0.05794,2.8678e-05
mexican,0.3133,0.0040212
mexican,0.1588,0.0051387
mexican,0.21459,0.0012479
mexican,0.04721,4.6296e-06
mexican,0.24464,0.0015684
mexican,0.23391,0.0016921
mexican,0.0064378,0
mexican,0.01073,0
mexican,0.042918,1.4229e-05
mexican,0.034335,0
mexican,0.0085837,1.2092e-06
mexican,0.012876,2.1464e-06
mexican,0.1309,0.00013962
mexican,0.29399,0.0023833
mexican,0.090129,0.00011168
mexican,0.021459,4.7332e-07
mexican,0.26609,0.0024636
mexican,0.04721,8.7884e-05
mexican,0.21459,0.00095866
mexican,0.025751,0.00017153
mexican,0.16953,0.0048962
mexican,0.019313,0
mexican,0.0042918,0
mexican,0.015021,0
mexican,0.0064378,0
mexican,0.0042918,0
mexican,0.072961,5.302e-06
mexican,0.023605,0
mexican,0.11373,7.5114e-05
mexican,0.0021459,0
mexican,0.021459,0
mexican,0.051502,1.541e-05
mexican,0.0042918,0
mexican,0.0021459,0
mexican,0.10086,0.00036832
mexican,0.075107,1.1372e-06
mexican,0.20386,0.0023902
mexican,0.094421,0.00034177
mexican,0.01073,0.0085745
mexican,0.0042918,0
mexican,0.25751,0.0032334
mexican,0.0064378,0
mexican,0.0021459,0
mexican,0.027897,0
mexican,0.01073,0
mexican,0.019313,0
mexican,0.019313,9.4839e-06
mexican,0.01073,0
mexican,0.10944,5.1947e-05
mexican,0.19742,0.00033122
mexican,0.017167,0
mexican,0.051502,1.4763e-05
mexican,0.16738,0.00019023
mexican,0.015021,0
mexican,0.0042918,0
mexican,0.41631,0.011229
mexican,0.064378,1.8128e-05
mexican,0.030043,0
mexican,0.43777,0.014191
mexican,0.77253,0.15717
mexican,0.025751,0
mexican,0.0085837,0
mexican,0.027897,4.5039e-05
mexican,0.0021459,0
mexican,0.20601,0.0015626
mexican,0.0064378,0
mexican,0.01073,0
mexican,0.064378,0.00088559
mexican,0.015021,0
mexican,0.1824,0.00038168
mexican,0.17382,0.0064066
mexican,0.064378,1.7944e-06
mexican,0.055794,2.2438e-05
mexican,0.39914,0.012083
mexican,0.20601,0.001432
mexican,0.0021459,0
mexican,0.025751,0
mexican,0.34335,0.024985
mexican,0.29185,0.0022619
mexican,0.019313,0
mexican,0.0042918,0
mexican,0.30472,0.0039324
mexican,0.01073,0
mexican,0.019313,0
mexican,0.1073,0.0043795
mexican,0.077253,4.6848e-05
mexican,0.012876,6.3646e-06
mexican,0.0021459,0
mexican,0.19742,0.00071488
mexican,0.066524,6.9837e-05
mexican,0.0042918,0
mexican,0.015021,0
mexican,0.087983,6.5793e-05
mexican,0.16953,0.0012216
mexican,0.38841,0.0086782
mexican,0.025751,0
mexican,0.0021459,0
mexican,0.0064378,0
mexican,0.0042918,0
mexican,0.01073,0
mexican,0.023605,0
mexican,0.0021459,0
mexican,0.15236,0.00091043
mexican,0.032189,6.8369e-07
mexican,0.087983,3.6096e-05
mexican,0.01073,0
mexican,0.030043,0
mexican,0.04721,0
mexican,0.017167,2.2252e-05
mexican,0.066524,0.00031954
mexican,0.051502,4.2793e-06
mexican,0.032189,1.3361e-05
mexican,0.0064378,0
mexican,0.0042918,0
mexican,0.015021,6.2153e-07
mexican,0.012876,0
mexican,0.0064378,0
mexican,0.4721,0.017046
mexican,0.023605,9.9912e-06
mexican,0.0042918,0
mexican,0.0064378,0
mexican,0.20386,0.00049313
mexican,0.22747,0.0015694
mexican,0.036481,4.5922e-07
mexican,0.0021459,0
mexican,0.0021459,0
mexican,0.0021459,0
mexican,0.44421,0.016857
mexican,0.0042918,0
mexican,0.055794,0.00010264
mexican,0.24034,0.0017645
mexican,0.023605,0
mexican,0.04721,1.3894e-05
mexican,0.019313,1.6932e-06
mexican,0.51931,0.019512
mexican,0.0021459,0
mexican,0.05794,1.7399e-05
mexican,0.29614,0.0052702
mexican,0.44635,0.013713
mexican,0.11803,0.00018196
mexican,0.0021459,0
mexican,0.19313,0.0014886
mexican,0.103,4.1781e-05
mexican,0.015021,0
mexican,0.015021,0
mexican,0.027897,0
mexican,0.0085837,0
mexican,0.40343,0.012731
mexican,0.20815,0.0013233
mexican,0.13734,0.00033662
mexican,0.070815,1.4136e-05
mexican,0.0021459,0
mexican,0.015021,0
mexican,0.012876,0
mexican,0.019313,3.2474e-06
mexican,0.019313,0
mexican,0.027897,6.5927e-07
mexican,0.01073,0.0042918
mexican,0.015021,1.9715e-06
mexican,0.05794,1.0017e-05
mexican,0.038627,0
mexican,0.085837,1.7046e-05
mexican,0.017167,1.6096e-06
mexican,0.0021459,0
mexican,0.51931,0.027467
mexican,0.0021459,0
mexican,0.012876,0
mexican,0.18884,0.0012129
mexican,0.11159,0.0001212
mexican,0.012876,0
mexican,0.0021459,0
mexican,0.021459,0
mexican,0.023605,1.0324e-06
mexican,0.072961,4.1483e-05
mexican,0.59013,0.052315
mexican,0.15021,0.00012173
mexican,0.13948,7.1423e-05
mexican,0.053648,1.02e-06
mexican,0.077253,3.194e-05
mexican,0.0085837,0
mexican,0.32189,0.019687
mexican,0.023605,0
mexican,0.0085837,0
mexican,0.064378,6.5839e-05
mexican,0.085837,2.981e-05
mexican,0.098712,0.00011419
mexican,0.012876,0
mexican,0.0021459,0
mexican,0.060086,2.6559e-05
mexican,0.036481,3.5771e-06
mexican,0.019313,0
mexican,0.62446,0.058817
mexican,0.27039,0.0018188
mexican,0.081545,0.00010508
mexican,0.23176,0.0062492
mexican,0.13519,0.00020814
mexican,0.036481,1.5304e-05
mexican,0.027897,0
mexican,0.053648,5.8007e-05
mexican,0.13734,0.0011182
mexican,0.05794,1.1393e-06
mexican,0.036481,1.9712e-06
mexican,0.025751,0
mexican,0.0042918,0
mexican,0.0064378,0
mexican,0.01073,0
mexican,0.14592,8.5553e-05
mexican,0.015021,0
mexican,0.26609,0.0012731
mexican,0.17167,0.00032255
mexican,0.083691,0.00013998
mexican,0.6588,0.062535
mexican,0.066524,1.9504e-05
mexican,0.021459,7.3642e-06
mexican,0.017167,0.00021574
mexican,0.11159,0.00031303
mexican,0.29399,0.0022533
mexican,0.027897,1.4072e-06
mexican,0.0042918,0
mexican,0.049356,2.5887e-05
mexican,0.0042918,0
mexican,0.032189,0
mexican,0.0085837,0
mexican,0.019313,0
mexican,0.0021459,0
mexican,0.3176,0.0030265
mexican,0.22103,0.00088934
mexican,0.032189,2.2804e-05
mexican,0.17382,0.00025414
mexican,0.0042918,0
mexican,0.13734,0.00021003
mexican,0.13734,0.00024321
mexican,0.090129,0.00096289
mexican,0.54077,0.029922
mexican,0.16738,0.00043029
mexican,0.072961,0.00052598
mexican,0.14378,0.0019896
mexican,0.1073,0.0020043
mexican,0.045064,0.00011212
mexican,0.19528,0.00093382
mexican,0.034335,0
mexican,0.0042918,0
mexican,0.0064378,0
mexican,0.0064378,0
mexican,0.038627,6.7229e-06
mexican,0.12661,0.00010572
mexican,0.015021,0
mexican,0.070815,2.2079e-05
mexican,0.017167,0
mexican,0.021459,2.7811e-05
mexican,0.18455,0.00088274
mexican,0.012876,3.0766e-07
mexican,0.072961,3.12e-06
mexican,0.017167,0
mexican,0.0042918,0
mexican,0.025751,0
mexican,0.0042918,0
mexican,0.087983,0.0002347
mexican,0.13305,0.00017478
mexican,0.0042918,0
mexican,0.032189,0
mexican,0.04721,4.5737e-06
mexican,0.15451,0.00066121
mexican,0.15451,0.0014712
mexican,0.012876,0
mexican,0.025751,0
mexican,0.066524,0.00020381
mexican,0.01073,0
mexican,0.12017,0.00030131
mexican,0.092275,1.2278e-05
mexican,0.023605,8.5035e-07
mexican,0.055794,5.8481e-05
mexican,0.025751,0
mexican,0.0042918,0
mexican,0.017167,6.2646e-07
mexican,0.16094,0.0040303
mexican,0.05794,4.6434e-07
mexican,0.25966,0.0050141
mexican,0.0021459,0
mexican,0.083691,0.00010142
mexican,0.017167,0
mexican,0.0021459,0
mexican,0.092275,1.3511e-05
mexican,0.066524,0.00025479
mexican,0.10944,8.3091e-05
mexican,0.0021459,0
mexican,0.18884,0.013313
mexican,0.075107,0.0043226
mexican,0.064378,2.3016e-05
mexican,0.1588,0.00045691
mexican,0.0085837,0
mexican,0.1309,0.00041345
mexican,0.042918,1.0747e-06
mexican,0.0021459,0
mexican,0.038627,1.0583e-06
mexican,0.0085837,0
mexican,0.0085837,0
mexican,0.36266,0.0056367
mexican,0.083691,0.00061303
mexican,0.049356,7.537e-05
mexican,0.0042918,0
spanish,0.037528,5.6483e-07
spanish,0.27373,0.007237
spanish,0.022075,0
spanish,0.00883,0
spanish,0.0022075,0
spanish,0.28698,0.019269
spanish,0.057395,3.027e-06
spanish,0.099338,0.0016009
spanish,0.022075,2.6664e-06
spanish,0.0022075,0
spanish,0.00883,0
spanish,0.18322,0.00039548
spanish,0.004415,0
spanish,0.046358,5.0626e-07
spanish,0.083885,1.2128e-05
spanish,0.02649,0
spanish,0.037528,7.7496e-06
spanish,0.015453,0
spanish,0.013245,0
spanish,0.19426,0.00066529
spanish,0.27594,0.0051322
spanish,0.0066225,0
spanish,0.090508,3.6247e-05
spanish,0.03532,0
spanish,0.013245,0
spanish,0.32892,0.0072231
spanish,0.046358,5.1814e-06
spanish,0.12583,9.6795e-05
spanish,0.42163,0.030406
spanish,0.29581,0.009912
spanish,0.039735,5.3883e-06
spanish,0.004415,0
spanish,0.022075,0
spanish,0.011038,0
spanish,0.27594,0.0019132
spanish,0.10155,0.00021315
spanish,0.1457,0.00023771
spanish,0.07064,0.00060061
spanish,0.00883,8.5394e-07
spanish,0.099338,3.0549e-05
spanish,0.0066225,0
spanish,0.07064,4.7448e-05
spanish,0.086093,8.013e-06
spanish,0.11038,8.3265e-05
spanish,0.037528,0.0008055
spanish,0.015453,0
spanish,0.0022075,0
spanish,0.39735,0.018084
spanish,0.01766,0
spanish,0.39073,0.044905
spanish,0.22075,0.0012409
spanish,0.16115,0.00017008
spanish,0.26711,0.0073904
spanish,0.00883,0
spanish,0.075055,6.4223e-05
spanish,0.055188,6.1919e-05
spanish,0.28035,0.0086905
spanish,0.024283,1.0889e-05
spanish,0.13687,0.00015569
spanish,0.039735,1.9648e-06
spanish,0.004415,0
spanish,0.26049,0.017779
spanish,0.059603,1.7719e-05
spanish,0.004415,0
spanish,0.077263,3.1745e-05
spanish,0.066225,1.5641e-06
spanish,0.16115,0.00032086
spanish,0.12141,0.00013874
spanish,0.039735,5.5425e-05
spanish,0.0066225,0
spanish,0.0066225,4.1565e-07
spanish,0.004415,1.1977e-06
spanish,0.081678,5.7735e-05
spanish,0.037528,1.7922e-05
spanish,0.024283,0
spanish,0.03532,0.0092014
spanish,0.0022075,0
spanish,0.0022075,0
spanish,0.02649,5.61e-06
spanish,0.22517,0.0044103
spanish,0.50331,0.024608
spanish,0.019868,0
spanish,0.015453,0
spanish,0.20309,0.0020713
spanish,0.25166,0.007665
spanish,0.0022075,0
spanish,0.11479,0.00020698
spanish,0.072848,3.4552e-05
spanish,0.0066225,2.7195e-06
spanish,0.013245,0
spanish,0.00883,0
spanish,0.028698,6.5577e-06
spanish,0.0022075,0
spanish,0.11038,0.00033761
spanish,0.033113,1.7436e-05
spanish,0.15673,0.00050225
spanish,0.011038,0
spanish,0.092715,2.1561e-05
spanish,0.62693,0.073455
spanish,0.09713,7.3913e-05
spanish,0.0022075,0
spanish,0.01766,1.6823e-05
spanish,0.22517,0.0010236
spanish,0.030905,0
spanish,0.004415,0
spanish,0.013245,0
spanish,0.38411,0.013895
spanish,0.041943,9.6611e-05
spanish,0.12141,0.00088229
spanish,0.11258,0.00038433
spanish,0.0022075,0
spanish,0.13466,0.0015974
spanish,0.0022075,0
spanish,0.046358,4.1145e-07
spanish,0.10155,0.00015378
spanish,0.0066225,0
spanish,0.083885,3.893e-05
spanish,0.10596,0.0003223
spanish,0.15453,0.0011527
spanish,0.19426,0.00045588
spanish,0.022075,0
spanish,0.024283,0
spanish,0.090508,6.2616e-05
spanish,0.35099,0.031662
spanish,0.01766,1.0947e-06
spanish,0.004415,0
spanish,0.03532,0.00015898
spanish,0.01766,4.5346e-05
spanish,0.0022075,0
spanish,0.31567,0.022725
spanish,0.039735,8.5381e-06
spanish,0.011038,6.5118e-07
spanish,0.35541,0.00642
spanish,0.05298,5.1852e-07
spanish,0.10596,3.8721e-05
spanish,0.5011,0.017754
spanish,0.50331,0.021024
spanish,0.059603,1.0919e-05
spanish,0.013245,0
spanish,0.16336,0.0011893
spanish,0.004415,0
spanish,0.11258,2.8394e-05
spanish,0.21634,0.0030852
spanish,0.32671,0.0034654
spanish,0.004415,0
spanish,0.07947,0.00012604
spanish,0.30905,0.0043409
spanish,0.068433,2.2301e-05
spanish,0.07064,1.6418e-05
spanish,0.086093,0.00025288
spanish,0.037528,2.2199e-07
spanish,0.057395,0.0097544
spanish,0.013245,0
spanish,0.16777,0.00029456
spanish,0.030905,0.0001452
spanish,0.039735,0.00026084
spanish,0.015453,1.3974e-06
spanish,0.057395,2.5924e-06
spanish,0.07947,4.2869e-05
spanish,0.01766,0
spanish,0.46799,0.023222
spanish,0.030905,3.966e-06
spanish,0.21413,0.0088767
spanish,0.58057,0.042495
spanish,0.037528,2.5332e-06
spanish,0.11258,0.00020675
spanish,0.0883,2.5371e-05
spanish,0.04415,8.2337e-06
spanish,0.004415,0
spanish,0.21192,0.0022792
spanish,0.01766,2.1383e-06
spanish,0.033113,0
spanish,0.0022075,0
spanish,0.0022075,0
spanish,0.19426,0.00050856
spanish,0.10155,0.0003192
spanish,0.037528,0
spanish,0.44592,0.016499
spanish,0.011038,0.0044137
spanish,0.033113,4.8771e-07
spanish,0.18543,0.010096
spanish,0.28918,0.0026406
spanish,0.0022075,0
spanish,0.03532,3.9219e-07
spanish,0.013245,0
spanish,0.02649,1.3757e-07
spanish,0.17219,0.00047023
spanish,0.011038,0
spanish,0.004415,0
spanish,0.10817,0.00072021
spanish,0.028698,0
spanish,0.0022075,0
spanish,0.081678,0.0006667
spanish,0.057395,2.0359e-05
spanish,0.33996,0.0049424
spanish,0.39735,0.012407
spanish,0.0022075,0
spanish,0.0066225,0
spanish,0.18102,0.0047757
spanish,0.11479,0.00022566
spanish,0.094923,0.009496
spanish,0.0022075,0
spanish,0.32892,0.0084461
spanish,0.00883,0
spanish,0.077263,2.3871e-05
spanish,0.011038,0
spanish,0.013245,0
spanish,0.064018,3.3157e-05
spanish,0.46358,0.022579
spanish,0.0066225,0
spanish,0.057395,1.5353e-06
spanish,0.09713,0.00033562
spanish,0.29801,0.01163
spanish,0.0022075,0
spanish,0.47461,0.013281
spanish,0.077263,2.0722e-05
spanish,0.013245,0
spanish,0.004415,0
spanish,0.42605,0.012973
spanish,0.04415,4.5733e-06
spanish,0.019868,0.00074262
spanish,0.004415,0
spanish,0.066225,6.0025e-06
spanish,0.13245,0.00042365
spanish,0.013245,0
spanish,0.068433,0.0044417
spanish,0.030905,0.00072323
spanish,0.004415,0
spanish,0.21854,0.0014582
spanish,0.234,0.0013297
spanish,0.3532,0.0078779
spanish,0.20088,0.00088004
spanish,0.086093,0.0004551
spanish,0.041943,3.1509e-07
spanish,0.055188,1.342e-06
spanish,0.22517,0.024697
spanish,0.33554,0.0045925
spanish,0.0022075,0
spanish,0.00883,0
spanish,0.0066225,0
spanish,0.36203,0.0055424
spanish,0.01766,0
spanish,0.022075,0.0043955
spanish,0.024283,0
spanish,0.004415,0
spanish,0.004415,0
spanish,0.14128,0.00028819
spanish,0.00883,0
spanish,0.022075,0
spanish,0.064018,2.3562e-06
spanish,0.10596,0.00012662
spanish,0.26711,0.0035483
spanish,0.055188,9.7049e-07
spanish,0.17439,0.0021204
spanish,0.0022075,0
spanish,0.004415,0
spanish,0.024283,2.4873e-06
spanish,0.013245,0
spanish,0.0022075,0
spanish,0.00883,0
spanish,0.17219,0.00061033
spanish,0.004415,0
spanish,0.00883,0
spanish,0.039735,2.136e-05
spanish,0.015453,0
spanish,0.019868,0
spanish,0.0066225,0
spanish,0.0022075,0
spanish,0.00883,0
spanish,0.013245,0
spanish,0.11921,0.00034121
spanish,0.037528,2.5292e-07
spanish,0.037528,3.7561e-06
spanish,0.046358,7.2268e-07
spanish,0.59603,0.042358
spanish,0.10155,0.0003816
spanish,0.046358,3.902e-05
spanish,0.0022075,0
spanish,0.037528,9.3342e-06
spanish,0.16115,0.00014388
spanish,0.0066225,0
spanish,0.00883,0
spanish,0.0022075,0
spanish,0.0022075,0
spanish,0.0022075,0
spanish,0.0022075,0
spanish,0.22296,0.00080512
spanish,0.011038,0
spanish,0.086093,1.1889e-05
spanish,0.030905,1.5992e-05
spanish,0.059603,1.7442e-05
spanish,0.234,0.0049079
spanish,0.0022075,0
spanish,0.12583,0.00021851
spanish,0.0066225,0
spanish,0.0022075,0
spanish,0.05298,2.8659e-06
spanish,0.033113,0.0043971
spanish,0.00883,0
spanish,0.49669,0.019821
spanish,0.048565,3.1576e-05
spanish,0.21192,0.0020899
spanish,0.11258,5.8863e-05
spanish,0.0066225,0
spanish,0.00883,1.4519e-06
spanish,0.015453,0
spanish,0.030905,7.5962e-06
spanish,0.02649,9.5312e-07
spanish,0.20971,0.00090316
spanish,0.31126,0.0031281
spanish,0.10375,6.3894e-05
spanish,0.059603,2.1399e-06
spanish,0.064018,4.7822e-06
spanish,0.0022075,0
spanish,0.33333,0.0050985
spanish,0.011038,0
spanish,0.06181,0.00012842
spanish,0.10817,0.00019442
spanish,0.15232,0.00031059
spanish,0.0066225,0
spanish,0.094923,1.3866e-05
spanish,0.068433,3.7357e-06
spanish,0.037528,0.0006159
spanish,0.12362,0.00049479
spanish,0.24503,0.0035586
spanish,0.04415,0.0002831
spanish,0.0022075,0
spanish,0.18985,0.0053024
spanish,0.0022075,0
spanish,0.011038,0
spanish,0.20088,0.002349
spanish,0.099338,7.0711e-05
spanish,0.0066225,0
spanish,0.068433,0.00026684
spanish,0.17881,0.00036145
spanish,0.0066225,0
spanish,0.02649,0
spanish,0.092715,3.0215e-05
spanish,0.15011,0.0003857
spanish,0.0022075,0
spanish,0.06181,6.1029e-06
spanish,0.40839,0.018714
spanish,0.42384,0.0080012
spanish,0.0066225,0
spanish,0.3532,0.0079901
spanish,0.04415,0.004428
spanish,0.050773,8.5456e-06
spanish,0.0066225,0
spanish,0.075055,2.683e-06
spanish,0.21413,0.0029804
spanish,0.024283,6.9861e-06
spanish,0.022075,0
spanish,0.039735,8.7598e-07
spanish,0.07947,2.5233e-05
spanish,0.11038,3.1492e-05
spanish,0.18322,0.00077631
spanish,0.57837,0.044152
spanish,0.015453,0
spanish,0.0022075,0
spanish,0.13024,0.00022939
spanish,0.01766,0
spanish,0.033113,0
spanish,0.0022075,0
spanish,0.06181,9.7152e-06
spanish,0.004415,0
spanish,0.037528,6.1776e-06
spanish,0.14128,0.00014265
spanish,0.0066225,0
spanish,0.0066225,0
spanish,0.004415,0
spanish,0.041943,1.5298e-06
spanish,0.077263,2.4674e-05
spanish,0.004415,0
spanish,0.055188,3.9477e-06
spanish,0.0022075,0
spanish,0.092715,5.7406e-05
spanish,0.19647,0.0075608
spanish,0.02649,2.8729e-07
spanish,0.039735,0.00010554
spanish,0.25828,0.0016848
spanish,0.06181,1.0183e-05
spanish,0.05298,1.7087e-05
spanish,0.075055,0.00061835
spanish,0.11258,0.0011395
spanish,0.03532,9.2073e-06
spanish,0.019868,0
spanish,0.12804,0.0019273
spanish,0.16556,0.0014783
spanish,0.004415,0
spanish,0.039735,0.00010357
spanish,0.12583,0.00045577
spanish,0.028698,4.1807e-06
spanish,0.15011,0.00055645
spanish,0.03532,1.2506e-06
spanish,0.31347,0.0044447
spanish,0.16777,0.00061954
spanish,0.004415,0
spanish,0.0022075,0
spanish,0.050773,0
spanish,0.0022075,0
spanish,0.30464,0.0025057
spanish,0.68874,0.10093
spanish,0.015453,1.0217e-06
spanish,0.15011,0.00014233
spanish,0.15453,0.00021432
spanish,0.16998,0.00032157
spanish,0.015453,0
spanish,0.02649,0
spanish,0.0066225,0
spanish,0.039735,8.3131e-06
spanish,0.29801,0.010887
spanish,0.004415,0
spanish,0.004415,0
spanish,0.0022075,0
spanish,0.15673,0.00063173
spanish,0.0883,5.8589e-05
spanish,0.083885,1.3076e-05
spanish,0.01766,1.1508e-06
spanish,0.013245,0
spanish,0.041943,0
spanish,0.01766,0
spanish,0.055188,0.0039289
spanish,0.00883,0
spanish,0.048565,7.9219e-06
spanish,0.055188,2.3353e-05
spanish,0.12583,0.00013375
spanish,0.083885,7.3084e-05
spanish,0.004415,0
spanish,0.011038,0
spanish,0.004415,0
spanish,0.00883,0
spanish,0.13245,0.0071544
spanish,0.12583,0.00015568
spanish,0.47682,0.033712
spanish,0.30684,0.0036582
spanish,0.07064,0.0045746
spanish,0.033113,1.1589e-06
spanish,0.42605,0.010409
spanish,0.00883,0
spanish,0.0066225,0
spanish,0.01766,0
spanish,0.16777,0.00057943
spanish,0.011038,0
spanish,0.011038,0
spanish,0.00883,0
spanish,0.0066225,0
spanish,0.10596,0.00019183
spanish,0.26932,0.0044483
spanish,0.0022075,0
spanish,0.00883,0
spanish,0.0066225,0
spanish,0.42605,0.015954
spanish,0.01766,3.0446e-06
spanish,0.0022075,0
italian,0.040179,6.4892e-07
italian,0.084821,9.1798e-06
italian,0.011161,0
italian,0.0044643,0
italian,0.17188,0.0011394
italian,0.36607,0.014898
italian,0.046875,6.6088e-05
italian,0.075893,1.6108e-05
italian,0.0022321,0
italian,0.037946,0
italian,0.23884,0.001066
italian,0.0022321,0
italian,0.040179,0
italian,0.0066964,0
italian,0.20536,0.008528
italian,0.0089286,0
italian,0.017857,0
italian,0.0022321,0
italian,0.16741,0.0001406
italian,0.011161,0
italian,0.011161,2.84e-05
italian,0.28125,0.0051726
italian,0.087054,0.00021786
italian,0.011161,0
italian,0.0044643,0
italian,0.0066964,0
italian,0.0066964,0
italian,0.27679,0.0044907
italian,0.087054,4.9358e-05
italian,0.16071,7.5937e-05
italian,0.28125,0.015802
italian,0.14509,0.00011913
italian,0.080357,2.2604e-05
italian,0.16964,0.00020778
italian,0.03125,0
italian,0.36161,0.0074176
italian,0.14286,5.979e-05
italian,0.11161,3.3121e-05
italian,0.017857,4.1695e-05
italian,0.044643,3.0462e-05
italian,0.082589,1.1621e-05
italian,0.017857,0
italian,0.0022321,0
italian,0.0625,0.00010685
italian,0.091518,0.00075374
italian,0.17857,0.00063464
italian,0.0022321,0
italian,0.095982,5.5152e-06
italian,0.082589,1.325e-06
italian,0.03125,5.584e-06
italian,0.011161,0
italian,0.26562,0.0057971
italian,0.30357,0.0041462
italian,0.32812,0.0062295
italian,0.0089286,0
italian,0.058036,5.5485e-07
italian,0.35045,0.012883
italian,0.017857,0
italian,0.15402,0.00047126
italian,0.16518,0.00011489
italian,0.16741,0.0065538
italian,0.051339,1.631e-06
italian,0.03125,5.3265e-07
italian,0.33929,0.008481
italian,0.43973,0.014832
italian,0.095982,1.2475e-05
italian,0.0066964,0
italian,0.037946,0
italian,0.071429,0.00458
italian,0.015625,0
italian,0.0022321,0
italian,0.029018,5.4883e-06
italian,0.125,0.00022165
italian,0.024554,0
italian,0.0044643,0
italian,0.0022321,0
italian,0.0044643,7.115e-07
italian,0.024554,0
italian,0.12277,2.2282e-05
italian,0.13839,4.1715e-05
italian,0.033482,0
italian,0.0022321,0
italian,0.0089286,3.3291e-06
italian,0.0022321,0
italian,0.0022321,0
italian,0.0022321,0
italian,0.024554,5.516e-06
italian,0.2567,0.0056239
italian,0.55134,0.029066
italian,0.0089286,0
italian,0.0022321,0
italian,0.16964,0.00021399
italian,0.41518,0.029096
italian,0.0044643,0
italian,0.013393,1.6978e-05
italian,0.22545,0.00099198
italian,0.022321,0
italian,0.029018,0
italian,0.22991,0.00081951
italian,0.0066964,0
italian,0.011161,0
italian,0.0089286,0
italian,0.029018,4.7217e-06
italian,0.0044643,0
italian,0.013393,0
italian,0.033482,1.7521e-07
italian,0.026786,8.3227e-07
italian,0.040179,0
italian,0.60268,0.051773
italian,0.0022321,0
italian,0.013393,0
italian,0.0022321,0
italian,0.020089,0
italian,0.47321,0.026031
italian,0.011161,0
italian,0.015625,0
italian,0.0022321,0
italian,0.0022321,0
italian,0.026786,9.4914e-06
italian,0.029018,2.5829e-06
italian,0.17857,0.00023439
italian,0.0022321,0
italian,0.046875,4.4984e-06
italian,0.024554,7.3979e-07
italian,0.21875,0.0063008
italian,0.29464,0.0024353
italian,0.0044643,0
italian,0.10938,0.00078593
italian,0.36607,0.018935
italian,0.34821,0.007361
italian,0.058036,0.0003796
italian,0.0066964,0
italian,0.52679,0.062394
italian,0.089286,2.4664e-05
italian,0.37054,0.007795
italian,0.13393,0.00011928
italian,0.17857,0.00017912
italian,0.43527,0.013127
italian,0.19866,0.00038606
italian,0.0022321,0
italian,0.015625,0
italian,0.026786,0
italian,0.087054,9.4405e-05
italian,0.12946,0.00010484
italian,0.033482,0
italian,0.45089,0.027353
italian,0.0022321,0
italian,0.046875,4.6495e-05
italian,0.15625,0.00091655
italian,0.0089286,0
italian,0.098214,5.2535e-06
italian,0.0044643,0
italian,0.017857,0
italian,0.071429,3.405e-06
italian,0.073661,0
italian,0.0044643,0
italian,0.0066964,0
italian,0.024554,0.00028836
italian,0.0044643,0
italian,0.066964,7.8466e-07
italian,0.10714,7.8566e-05
italian,0.0022321,0
italian,0.022321,0
italian,0.0089286,0
