Cuisine,degree,comm
indian,0.015385,1.35672464231e+41
indian,0.0043956,1.07436319028e+40
indian,0.56923,2.72792412411e+43
indian,0.0021978,3.02313150072e+39
indian,0.0087912,4.41806581573e+40
indian,0.31868,1.5211791569e+43
indian,0.059341,1.39626545224e+42
indian,0.01978,1.63505356307e+41
indian,0.12308,4.52905451786e+42
indian,0.21758,9.80078419823e+42
indian,0.60879,2.81922101964e+43
indian,0.0065934,2.54296318825e+40
indian,0.096703,2.00470341447e+42
indian,0.028571,4.06138798088e+41
indian,0.072527,1.82815471482e+42
indian,0.11429,4.23841475967e+42
indian,0.2967,1.47387049226e+43
indian,0.046154,7.77782673067e+41
indian,0.12967,4.14870646779e+42
indian,0.14505,5.00595990417e+42
indian,0.1956,8.79119512358e+42
indian,0.015385,1.26082890716e+41
indian,0.072527,1.57814694432e+42
indian,0.27253,9.25257877664e+42
indian,0.063736,1.33387034906e+42
indian,0.1978,9.43580097097e+42
indian,0.0087912,1.80695926502e+40
indian,0.43736,2.1125591688e+43
indian,0.032967,4.82620706743e+41
indian,0.10549,2.86022625237e+42
indian,0.072527,1.84726757691e+42
indian,0.048352,1.0346939328e+42
indian,0.14725,5.09123492e+42
indian,0.013187,8.96466590629e+40
indian,0.026374,2.446453818e+41
indian,0.12088,4.37301335207e+42
indian,0.026374,2.71881888583e+41
indian,0.041758,7.638013760219999e+41
indian,0.13846,4.52700260322e+42
indian,0.050549,1.0812285278e+42
indian,0.076923,2.09844852166e+42
indian,0.19121,8.36307551479e+42
indian,0.16264,7.22142336631e+42
indian,0.0065934,7.62450165253e+39
indian,0.10769,3.2654677555e+42
indian,0.013187,8.92631031851e+40
indian,0.017582,1.09435066001e+41
indian,0.010989,2.87278885996e+40
indian,0.021978,2.42584448936e+41
indian,0.013187,4.16914985983e+40
indian,0.22637,1.03377119549e+43
indian,0.3033,1.50448797229e+43
indian,0.0021978,2.59866506027e+39
indian,0.085714,2.66792364776e+42
indian,0.017582,1.64721324458e+41
indian,0.013187,8.46595313011e+40
indian,0.84615,3.29449781102e+43
indian,0.010989,5.30445625422e+40
indian,0.2989,1.39141907773e+43
indian,0.1978,8.73777832159e+42
indian,0.057143,1.47513129221e+42
indian,0.0043956,6.82273740837e+39
indian,0.11429,4.1338884273e+42
indian,0.0087912,9.78867268202e+39
indian,0.083516,2.31038815161e+42
indian,0.0087912,4.65603552219e+40
indian,0.017582,1.33831927608e+41
indian,0.34945,1.78318121488e+43
indian,0.0021978,1.42352934175e+39
indian,0.024176,2.77780300709e+41
indian,0.27473,1.39299165654e+43
indian,0.0065934,2.40165491609e+40
indian,0.094505,2.55980461279e+42
indian,0.013187,5.4748193287e+40
indian,0.23516,1.1501607477e+43
indian,0.059341,1.45684841476e+42
indian,0.16923,6.606768594329999e+42
indian,0.28132,1.34887435903e+43
indian,0.041758,5.29678377747e+41
indian,0.0087912,4.58807246105e+40
indian,0.0021978,3.03675954917e+39
indian,0.01978,1.29184348549e+41
indian,0.0065934,1.22513966789e+40
indian,0.21758,1.00078389313e+43
indian,0.054945,1.29613664252e+42
indian,0.015385,1.22808021751e+41
indian,0.10989,3.5742488622e+42
indian,0.0087912,1.99966423931e+40
indian,0.010989,7.23699935925e+40
indian,0.032967,2.35658902165e+41
indian,0.10549,3.65948028901e+42
indian,0.19341,8.97856721456e+42
indian,0.048352,8.23585848332e+41
indian,0.38462,1.97126352278e+43
indian,0.76923,3.24741046584e+43
indian,0.11868,3.48367744852e+42
indian,0.10769,3.28196100653e+42
indian,0.0021978,1.42352934175e+39
indian,0.4022,2.0646597832e+43
indian,0.059341,9.61008415485e+41
indian,0.015385,1.37002668666e+41
indian,0.14945,6.48478894592e+42
indian,0.013187,9.43001734805e+40
indian,0.028571,3.55090423139e+41
indian,0.1011,3.46276795837e+42
indian,0.01978,1.89208427015e+41
indian,0.054945,6.73592908419e+41
indian,0.021978,1.36216112642e+41
indian,0.072527,2.06799203792e+42
indian,0.24176,1.19119183327e+43
indian,0.49011,2.4960851798e+43
indian,0.021978,2.08770806815e+41
indian,0.028571,2.2994755574e+41
indian,0.58462,2.78961580836e+43
indian,0.48132,2.41259182106e+43
indian,0.0043956,1.21197667758e+40
indian,0.13187,3.75824136358e+42
indian,0.0021978,3.03675954917e+39
indian,0.10769,3.70179953777e+42
indian,0.0043956,1.21197667758e+40
indian,0.22857,1.11256196898e+43
indian,0.092308,2.61213792016e+42
indian,0.017582,1.12130713661e+41
indian,0.0021978,3.03675954917e+39
indian,0.028571,3.58006767045e+41
indian,0.15604,6.6754568519e+42
indian,0.017582,9.05314734498e+40
indian,0.31648,1.66208586539e+43
indian,0.017582,5.53662806341e+40
indian,0.0065934,2.41741500091e+40
indian,0.01978,2.06432476524e+41
indian,0.026374,3.55426308358e+41
indian,0.0021978,1.13306064295e+38
indian,0.27033,1.18629852209e+43
indian,0.2022,8.149332627149999e+42
indian,0.12088,4.62790218672e+42
indian,0.38242,1.99765478342e+43
indian,0.13407,5.297295703e+42
indian,0.07033,1.93196067997e+42
indian,0.35604,1.84963307623e+43
indian,0.15604,6.29118417284e+42
indian,0.043956,8.26237649756e+41
indian,0.024176,2.28448108917e+41
indian,0.10989,3.20539726053e+42
indian,0.048352,9.36708284465e+41
indian,0.068132,1.48770377004e+42
indian,0.0087912,3.81427604511e+40
indian,0.0065934,2.6763785003e+40
indian,0.085714,2.39948465619e+42
indian,0.31648,1.64198250165e+43
indian,0.048352,9.39820003396e+41
indian,0.032967,2.58712915131e+41
indian,0.0065934,1.2773311376e+40
indian,0.013187,9.930975068740001e+40
indian,0.01978,9.42735581573e+40
indian,0.059341,1.39227674725e+42
indian,0.0043956,1.10518768232e+40
indian,0.18901,8.59724829317e+42
indian,0.0021978,3.03675954917e+39
indian,0.0087912,1.71016221721e+40
indian,0.4989,2.51521356326e+43
indian,0.010989,6.23467667716e+40
indian,0.057143,1.14657296228e+42
indian,0.0065934,1.42198120858e+40
indian,0.017582,1.73222969834e+41
indian,0.23297,1.16288051335e+43
indian,0.017582,9.78773595673e+40
indian,0.028571,4.12151396398e+41
indian,0.0043956,7.54987220266e+39
indian,0.037363,6.26527643149e+41
indian,0.16703,6.80548150288e+42
indian,0.0087912,3.50601704821e+40
indian,0.0043956,9.84756166992e+39
indian,0.41099,2.14738473975e+43
indian,0.0087912,1.42528774666e+40
indian,0.017582,1.14877474891e+41
indian,0.18462,8.596941284959999e+42
indian,0.063736,1.58140738603e+42
indian,0.22198,1.05219113814e+43
indian,0.035165,4.11566552925e+41
indian,0.0043956,1.10518768232e+40
indian,0.013187,8.20305898275e+40
indian,0.081319,2.27335575016e+42
indian,0.010989,5.31788030674e+40
indian,0.054945,1.27948060122e+42
indian,0.068132,1.63759301409e+42
indian,0.035165,5.55085273583e+41
indian,0.11429,3.94663232534e+42
indian,0.065934,1.41669621485e+42
indian,0.0087912,4.4926648407e+40
indian,0.0087912,3.34777786796e+40
indian,0.074725,1.94133064741e+42
indian,0.16923,6.29286945721e+42
indian,0.22637,9.50182412222e+42
indian,0.052747,9.046732787050001e+41
indian,0.07033,1.78084244392e+42
indian,0.11648,4.10984408348e+42
indian,0.0087912,4.65603552219e+40
indian,0.017582,1.34270115587e+41
indian,0.017582,9.844414077270001e+40
indian,0.31209,1.53736753289e+43
indian,0.1956,8.52673673939e+42
indian,0.054945,1.10917645948e+42
indian,0.096703,3.08531568985e+42
indian,0.0065934,2.00468392548e+40
indian,0.035165,4.42591010024e+41
indian,0.037363,6.18021841589e+41
indian,0.065934,1.52147112803e+42
indian,0.059341,1.32406331867e+42
indian,0.010989,7.25144559505e+40
indian,0.013187,9.41580175511e+40
indian,0.0065934,9.05872313206e+39
indian,0.030769,3.09551878279e+41
indian,0.07033,1.88613126266e+42
indian,0.037363,6.66295532019e+41
indian,0.015385,1.06528053265e+41
indian,0.0065934,2.5164905715e+40
indian,0.0065934,1.47432762296e+40
indian,0.7033,3.10594293631e+43
indian,0.0043956,4.03054998305e+39
indian,0.16923,7.45135756148e+42
indian,0.14725,6.017473636249999e+42
indian,0.028571,2.2528301623e+41
indian,0.017582,1.32394688724e+41
indian,0.026374,3.17827908362e+41
indian,0.16044,6.3829321562e+42
indian,0.0021978,2.31844100212e+39
indian,0.51209,2.53546154588e+43
indian,0.026374,2.60860533716e+41
indian,0.01978,1.89457999175e+41
indian,0.052747,1.17407267941e+42
indian,0.092308,2.94461069142e+42
indian,0.017582,1.76009780255e+41
indian,0.19341,7.35004600228e+42
indian,0.13626,5.21648982115e+42
indian,0.059341,1.05806971388e+42
indian,0.083516,2.53203301328e+42
indian,0.032967,4.9058145946e+41
indian,0.032967,4.05008085011e+41
indian,0.010989,6.39156140954e+40
indian,0.013187,7.34138174784e+40
indian,0.38242,1.98377869818e+43
indian,0.021978,2.33936137327e+41
indian,0.017582,1.58211899711e+41
indian,0.81978,3.27971311205e+43
indian,0.12308,4.58666190531e+42
indian,0.028571,1.9399912892e+41
indian,0.07033,1.65427619761e+42
indian,0.015385,1.20698880246e+41
indian,0.38901,1.94592569232e+43
indian,0.0021978,3.03675954917e+39
indian,0.035165,6.00093885688e+41
indian,0.23736,1.01151248267e+43
indian,0.12527,4.49628851408e+42
indian,0.054945,1.13393541774e+42
indian,0.12747,4.76501606905e+42
indian,0.030769,3.85450185398e+41
indian,0.55165,2.64710289331e+43
indian,0.015385,9.30883939202e+40
indian,0.12308,4.79286596646e+42
indian,0.0043956,1.43142875971e+39
indian,0.074725,1.92725383987e+42
indian,0.032967,3.7743630288e+41
indian,0.013187,6.83354331747e+40
indian,0.0043956,1.52258126276e+39
indian,0.0043956,1.21197667758e+40
indian,0.068132,1.80726590683e+42
indian,0.01978,1.97151319045e+41
indian,0.0021978,3.03675954917e+39
indian,0.021978,2.26674140691e+41
indian,0.046154,5.46600380784e+41
indian,0.021978,2.55050848205e+41
indian,0.015385,1.2308477287e+41
indian,0.0065934,2.33030829653e+40
indian,0.010989,6.5708127447e+40
indian,0.059341,1.2981919869e+42
indian,0.037363,5.37788324419e+41
indian,0.30549,1.60717798035e+43
indian,0.0087912,3.96499778506e+40
indian,0.030769,4.80321360958e+41
indian,0.015385,8.01587493086e+40
indian,0.23077,1.14757260957e+43
indian,0.010989,6.37261542782e+40
indian,0.0065934,2.33223697545e+40
indian,0.013187,3.62326567456e+40
indian,0.074725,1.69769382319e+42
indian,0.037363,2.17546058705e+41
indian,0.094505,3.06338230796e+42
indian,0.043956,8.25359738482e+41
indian,0.25275,1.16366773921e+43
indian,0.013187,5.65649903212e+40
indian,0.050549,7.64662232404e+41
indian,0.12967,4.34749128435e+42
indian,0.041758,6.00519106657e+41
indian,0.0043956,1.21197667758e+40
indian,0.41319,2.09100025474e+43
indian,0.021978,2.31150066937e+41
indian,0.0087912,1.04395265627e+40
indian,0.046154,8.393568974139999e+41
indian,0.09011,2.75121893648e+42
indian,0.0087912,4.10284091941e+40
indian,0.015385,3.08284523467e+40
indian,0.0021978,3.02313150072e+39
indian,0.035165,3.65372905594e+41
indian,0.030769,4.72915853291e+41
indian,0.013187,7.9614093037e+40
indian,0.23736,1.17510161547e+43
indian,0.015385,3.51693621284e+40
indian,0.076923,2.20582547955e+42
indian,0.0021978,3.03675954917e+39
indian,0.030769,4.30816324001e+41
indian,0.010989,4.82220604386e+40
indian,0.017582,1.49398866172e+41
indian,0.0065934,2.52742094248e+40
indian,0.026374,2.88271313308e+41
indian,0.063736,1.24408666691e+42
indian,0.015385,1.04017599591e+41
indian,0.043956,6.55261931795e+41
indian,0.43297,2.19252896275e+43
indian,0.052747,3.96734474118e+41
indian,0.0021978,2.51451058962e+39
indian,0.03956,6.87408687854e+41
indian,0.30549,1.54856711761e+43
indian,0.01978,7.70926756285e+40
indian,0.1978,9.09367909147e+42
indian,0.01978,1.83384405238e+41
indian,0.065934,1.56954732194e+42
indian,0.16044,6.29666284663e+42
indian,0.36484,1.81327929309e+43
indian,0.015385,6.14862350387e+40
indian,0.076923,1.22922666333e+42
indian,0.0021978,3.03675954917e+39
indian,0.31209,1.49014926047e+43
indian,0.0087912,4.59266953186e+40
indian,0.010989,6.85820358918e+40
indian,0.032967,4.21699960877e+41
indian,0.19121,8.426900100669999e+42
indian,0.024176,2.15978321752e+41
indian,0.074725,1.91720732259e+42
indian,0.01978,1.87868317108e+41
indian,0.074725,1.41537645478e+42
indian,0.0065934,2.42154703371e+40
indian,0.03956,5.35196679653e+41
indian,0.12308,4.86592557701e+42
indian,0.0043956,9.80280936574e+39
indian,0.0043956,1.14408234944e+39
indian,0.44835,2.28747617036e+43
indian,0.32088,1.54628376592e+43
indian,0.050549,1.00151798781e+42
chinese,0.010661,1.79944278701e+40
chinese,0.0042644,3.30833614476e+39
chinese,0.029851,1.14647089559e+41
chinese,0.0085288,1.39858474293e+40
chinese,0.13433,1.16738117802e+42
chinese,0.031983,1.04060468016e+41
chinese,0.031983,1.6410167517e+41
chinese,0.20896,3.09790125997e+42
chinese,0.03838,1.96405474517e+41
chinese,0.070362,5.8978658888e+41
chinese,0.0042644,1.96884794395e+39
chinese,0.1258,1.39751511468e+42
chinese,0.012793,2.68749121835e+40
chinese,0.093817,9.57048812888e+41
chinese,0.0042644,2.85981456997e+39
chinese,0.12793,1.59869715111e+42
chinese,0.010661,6.20166394971e+39
chinese,0.16631,2.19008481456e+42
chinese,0.11087,1.30513366195e+42
chinese,0.0063966,1.30648075998e+38
chinese,0.017058,4.94290350753e+40
chinese,0.01919,6.19842108081e+40
chinese,0.0021322,9.38068680992e+37
chinese,0.44563,7.24803772335e+42
chinese,0.046908,2.73484334983e+41
chinese,0.16631,1.82858402945e+42
chinese,0.12367,1.49453575321e+42
chinese,0.0021322,9.38068680992e+37
chinese,0.025586,1.20589269589e+40
chinese,0.20256,2.90445666445e+42
chinese,0.10874,1.10838203663e+42
chinese,0.027719,9.211178203280001e+40
chinese,0.0021322,5.34373189191e+36
chinese,0.72068,9.60592295094e+42
chinese,0.14499,1.89785277166e+42
chinese,0.021322,7.5272816552e+40
chinese,0.053305,2.63777124595e+41
chinese,0.042644,1.85648711981e+41
chinese,0.025586,8.89825320268e+40
chinese,0.10661,1.1537905631e+42
chinese,0.093817,9.3026896987e+41
chinese,0.014925,3.11366141188e+40
chinese,0.28998,4.71901045062e+42
chinese,0.051173,3.4323827064e+41
chinese,0.017058,2.75722246773e+40
chinese,0.52452,8.044775152739999e+42
chinese,0.0063966,7.122684008919999e+39
chinese,0.10874,6.69087251888e+41
chinese,0.0085288,3.16691730958e+39
chinese,0.31557,4.25677315062e+42
chinese,0.010661,1.77466091293e+40
chinese,0.066098,4.90796949352e+41
chinese,0.0085288,4.96125667637e+39
chinese,0.055437,1.72811530017e+41
chinese,0.0042644,3.12007788303e+39
chinese,0.1855,2.72682156116e+42
chinese,0.17697,2.22446758248e+42
chinese,0.10235,1.04898867798e+42
chinese,0.27719,4.06161534313e+42
chinese,0.091684,9.40770649227e+41
chinese,0.0063966,5.20599885753e+39
chinese,0.26013,3.55168709735e+42
chinese,0.061834,4.78966740537e+41
chinese,0.042644,1.26037651023e+41
chinese,0.0085288,9.07488108389e+39
chinese,0.1194,1.46766337591e+42
chinese,0.0085288,1.1774509611e+40
chinese,0.0021322,5.48293155282e+38
chinese,0.095949,9.374649276770001e+41
chinese,0.010661,1.93512650057e+40
chinese,0.13006,1.45217614057e+42
chinese,0.24733,3.54243388639e+42
chinese,0.012793,6.24363573832e+39
chinese,0.01919,5.7951173796e+40
chinese,0.010661,1.08269463447e+39
chinese,0.0042644,2.9624653112e+39
chinese,0.0063966,5.12357416666e+39
chinese,0.0042644,2.92445050703e+39
chinese,0.0063966,6.1380067631e+39
chinese,0.12367,1.41680451196e+42
chinese,0.076759,5.42265142207e+41
chinese,0.010661,1.65561914306e+40
chinese,0.0042644,8.852015286199999e+38
chinese,0.098081,9.500018661199999e+41
chinese,0.034115,5.66355084524e+40
chinese,0.21109,2.96380778212e+42
chinese,0.29851,4.45521842679e+42
chinese,0.48188,7.52876802277e+42
chinese,0.017058,3.84839061412e+40
chinese,0.17058,2.13697846332e+42
chinese,0.14499,1.08577648291e+42
chinese,0.0042644,6.7453863439e+38
chinese,0.072495,5.82422080087e+41
chinese,0.0063966,6.5502796586e+39
chinese,0.0021322,8.345283819589999e+38
chinese,0.19829,2.77563351987e+42
chinese,0.010661,1.83898030037e+40
chinese,0.010661,4.12465693141e+39
chinese,0.057569,3.81208652929e+41
chinese,0.076759,4.64912332809e+41
chinese,0.03838,1.06942226617e+41
chinese,0.25586,4.21102909331e+42
chinese,0.044776,2.67419633111e+41
chinese,0.017058,4.49214348247e+40
chinese,0.36247,5.43668482109e+42
chinese,0.0085288,8.15080843046e+39
chinese,0.03838,1.88795134457e+41
chinese,0.051173,3.09143362853e+41
chinese,0.0021322,5.82008436266e+36
chinese,0.11301,8.338968383329999e+41
chinese,0.10021,1.01277187666e+42
chinese,0.014925,3.75013818553e+40
chinese,0.01919,6.4482116284e+40
chinese,0.29424,4.42110706564e+42
chinese,0.371,5.597824345620001e+42
chinese,0.55437,7.96420083315e+42
chinese,0.023454,7.89456677842e+40
chinese,0.11514,1.13481215475e+42
chinese,0.0021322,7.715014696019999e+38
chinese,0.063966,4.8438185889e+41
chinese,0.023454,3.56650659317e+40
chinese,0.12793,1.64127811602e+42
chinese,0.0085288,1.36041549431e+40
chinese,0.0042644,1.33789221132e+39
chinese,0.070362,6.38371117626e+41
chinese,0.01919,5.61264379415e+40
chinese,0.14499,1.53966769914e+42
chinese,0.098081,9.98842041919e+41
chinese,0.074627,7.07621347988e+41
chinese,0.0063966,7.537829094369999e+39
chinese,0.0021322,7.1558823084e+37
chinese,0.0063966,3.13431398921e+38
chinese,0.029851,1.28885541908e+41
chinese,0.42431,5.81108151728e+42
chinese,0.036247,1.65347236873e+41
chinese,0.025586,7.86384996986e+40
chinese,0.26226,4.12769717893e+42
chinese,0.072495,4.56351793327e+41
chinese,0.23667,3.05146430805e+42
chinese,0.10448,7.584157311020001e+41
chinese,0.0085288,1.21105672125e+39
chinese,0.034115,1.53221151666e+41
chinese,0.042644,2.35185975056e+41
chinese,0.0021322,4.10132788372e+38
chinese,0.057569,3.41072770682e+41
chinese,0.070362,4.21369926147e+41
chinese,0.012793,2.6221846013e+40
chinese,0.053305,1.86120713995e+41
chinese,0.0021322,9.03750306396e+38
chinese,0.27292,4.42027080571e+42
chinese,0.0042644,2.9624653112e+39
chinese,0.053305,3.28502328071e+41
chinese,0.044776,2.7526480873e+41
chinese,0.014925,3.83131862253e+40
chinese,0.19829,2.66804533008e+42
chinese,0.03838,2.0062983884e+41
chinese,0.0042644,3.33279108281e+39
chinese,0.0085288,1.20976251245e+40
chinese,0.0021322,7.51446489113e+38
chinese,0.0085288,7.875317354700001e+39
chinese,0.012793,8.54455848597e+39
chinese,0.0063966,5.05691169965e+39
chinese,0.0042644,3.40891514549e+38
chinese,0.010661,2.66298889748e+39
chinese,0.61407,8.81400218874e+42
chinese,0.14925,1.91058238424e+42
chinese,0.053305,3.6324549524e+41
chinese,0.044776,2.79014547888e+41
chinese,0.0063966,7.707570609620001e+39
chinese,0.029851,1.27754724086e+41
chinese,0.54371,8.17675341624e+42
chinese,0.025586,8.923690542620001e+40
chinese,0.078891,3.53202597195e+41
chinese,0.18977,2.65371827932e+42
chinese,0.44136,7.29679579828e+42
chinese,0.0042644,5.05520307281e+38
chinese,0.040512,1.18446677931e+41
chinese,0.0085288,1.19243422236e+40
chinese,0.03838,1.13905266206e+41
chinese,0.021322,6.25457372102e+40
chinese,0.19403,2.80373946441e+42
chinese,0.0063966,7.03938040412e+39
chinese,0.036247,1.60991965251e+41
chinese,0.025586,8.42868564022e+40
chinese,0.1322,1.15212006501e+42
chinese,0.23241,3.56547645357e+42
chinese,0.010661,1.47279614963e+40
chinese,0.027719,1.20215774932e+41
chinese,0.35394,5.595054159810001e+42
chinese,0.029851,5.5276239245e+40
chinese,0.06823,3.66307267917e+41
chinese,0.11727,1.03242757259e+42
chinese,0.37313,5.863368326129999e+42
chinese,0.085288,8.215528346449999e+41
chinese,0.012793,2.08247830346e+40
chinese,0.014925,3.09965769574e+40
chinese,0.014925,3.12487593426e+40
chinese,0.017058,6.21660372305e+39
chinese,0.083156,7.699489268700001e+41
chinese,0.027719,9.77715392269e+40
chinese,0.0085288,1.39000289605e+40
chinese,0.012793,7.274585023e+39
chinese,0.44563,7.15524269971e+42
chinese,0.046908,1.5130036601e+41
chinese,0.089552,5.61159441481e+41
chinese,0.74627,9.74181087018e+42
chinese,0.13859,1.73141852933e+42
chinese,0.036247,9.54389321363e+40
chinese,0.19829,2.55738688039e+42
chinese,0.044776,2.6592873981e+41
chinese,0.0042644,2.00202291949e+39
chinese,0.0085288,1.42501673056e+40
chinese,0.1791,2.51705580511e+42
chinese,0.027719,1.18686260465e+41
chinese,0.01919,5.9952807613e+40
chinese,0.046908,2.68195754337e+41
chinese,0.0021322,9.03750306396e+38
chinese,0.39872,6.09078875995e+42
chinese,0.010661,1.46099138653e+40
chinese,0.10661,1.10860964361e+42
chinese,0.029851,1.33678667385e+41
chinese,0.35821,5.768043303490001e+42
chinese,0.093817,9.09936624908e+41
chinese,0.37953,6.22085318658e+42
chinese,0.13433,1.31898502572e+42
chinese,0.017058,3.37916151307e+40
chinese,0.42217,6.75173503888e+42
chinese,0.0085288,1.26048114463e+40
chinese,0.010661,1.17016314894e+40
chinese,0.021322,7.07500712037e+40
chinese,0.095949,9.050368793459999e+41
chinese,0.063966,3.35086410332e+41
chinese,0.021322,7.65364117787e+40
chinese,0.15139,1.59599454862e+42
chinese,0.01919,5.33335300183e+40
chinese,0.14712,1.68148407685e+42
chinese,0.13859,1.7258090078e+42
chinese,0.0063966,6.75486694822e+39
chinese,0.03838,1.94313660952e+41
chinese,0.049041,3.22790691534e+41
chinese,0.0021322,9.191693842690001e+38
chinese,0.0085288,4.25060274126e+39
chinese,0.036247,1.86973873869e+41
chinese,0.085288,6.9370715472e+41
chinese,0.0021322,4.01534633999e+37
chinese,0.029851,1.07685510278e+41
chinese,0.47974,7.73758025886e+42
chinese,0.036247,8.64369419945e+40
chinese,0.0021322,8.31627822869e+38
chinese,0.0021322,1.02446302289e+38
chinese,0.01919,5.70300928614e+40
chinese,0.28998,3.75824484095e+42
chinese,0.33689,5.62780646588e+42
chinese,0.098081,1.00764314567e+42
chinese,0.59488,8.8447437458e+42
chinese,0.010661,2.15315540832e+40
chinese,0.023454,7.93351299973e+40
chinese,0.03838,1.43490055527e+41
chinese,0.49467,7.646723236040001e+42
chinese,0.33475,5.40526965911e+42
chinese,0.017058,2.56825830473e+40
chinese,0.0042644,2.36428200432e+39
chinese,0.0085288,6.70063053203e+39
chinese,0.13646,1.52532733804e+42
chinese,0.017058,3.03370830373e+40
chinese,0.027719,1.11030013119e+41
chinese,0.01919,4.19757090758e+40
chinese,0.10021,1.05080656787e+42
chinese,0.15565,2.05859413252e+42
chinese,0.078891,4.52029486125e+41
chinese,0.017058,4.73109007092e+40
chinese,0.10235,1.05483752826e+42
chinese,0.012793,5.29921868528e+39
chinese,0.027719,1.22902332308e+41
chinese,0.0085288,8.83414086622e+39
chinese,0.098081,1.02681192918e+42
chinese,0.029851,1.22361674857e+41
chinese,0.061834,2.42351932641e+41
chinese,0.051173,2.90044632737e+41
chinese,0.11087,1.11918823855e+42
chinese,0.078891,6.01960106622e+41
chinese,0.017058,2.41852723207e+40
chinese,0.10661,1.22722322009e+42
chinese,0.0021322,9.03750306396e+38
chinese,0.040512,2.11690542379e+41
chinese,0.044776,2.36992007786e+41
chinese,0.010661,2.02493232508e+40
chinese,0.021322,4.60323893216e+40
chinese,0.076759,6.53288449851e+41
chinese,0.15991,1.93740861591e+42
chinese,0.20896,2.93283492642e+42
chinese,0.0042644,3.30337153719e+39
chinese,0.12367,1.10627769977e+42
chinese,0.053305,8.17662233582e+40
