Cuisine,degree,closeness
mexican,0.081545,0.50597
mexican,0.29614,0.57888
mexican,0.11373,0.51835
mexican,0.0085837,0.40841
mexican,0.045064,0.49156
mexican,0.045064,0.48592
mexican,0.13948,0.52537
mexican,0.036481,0.49208
mexican,0.0042918,0.43715
mexican,0.032189,0.4824
mexican,0.0085837,0.41385
mexican,0.11803,0.51778
mexican,0.15665,0.53257
mexican,0.64807,0.73618
mexican,0.092275,0.51435
mexican,0.25966,0.56899
mexican,0.021459,0.47992
mexican,0.0021459,0.34802
mexican,0.35837,0.60285
mexican,0.055794,0.4984
mexican,0.21888,0.5541
mexican,0.0021459,0.33695
mexican,0.0042918,0.36809
mexican,0.19742,0.54631
mexican,0.0064378,0.45957
mexican,0.049356,0.49364
mexican,0.0042918,0.43029
mexican,0.04721,0.49574
mexican,0.0064378,0.43592
mexican,0.019313,0.47648
mexican,0.021459,0.46647
mexican,0.021459,0.47648
mexican,0.38197,0.61397
mexican,0.1309,0.52537
mexican,0.14592,0.52715
mexican,0.077253,0.50324
mexican,0.021459,0.45821
mexican,0.41631,0.62634
mexican,0.049356,0.49417
mexican,0.079399,0.50433
mexican,0.015021,0.46647
mexican,0.055794,0.48441
mexican,0.41202,0.62299
mexican,0.025751,0.4814
mexican,0.0021459,0.38103
mexican,0.11803,0.52301
mexican,0.025751,0.47454
mexican,0.087983,0.50929
mexican,0.39485,0.61968
mexican,0.33047,0.59439
mexican,0.038627,0.49156
mexican,0.019313,0.46976
mexican,0.15021,0.53257
mexican,0.0042918,0.41349
mexican,0.0064378,0.42674
mexican,0.01073,0.45911
mexican,0.10515,0.51322
mexican,0.0021459,0.44808
mexican,0.31974,0.58987
mexican,0.012876,0.45911
mexican,0.27039,0.5746
mexican,0.072961,0.5
mexican,0.0021459,0.44808
mexican,0.070815,0.50707
mexican,0.049356,0.49469
mexican,0.019313,0.47746
mexican,0.0042918,0.44894
mexican,0.045064,0.48745
mexican,0.0021459,0.35819
mexican,0.019313,0.47844
mexican,0.0021459,0.41385
mexican,0.0021459,0.39094
mexican,0.049356,0.4839
mexican,0.023605,0.4731
mexican,0.077253,0.50324
mexican,0.036481,0.48745
mexican,0.10515,0.51435
mexican,0.05794,0.50161
mexican,0.3133,0.58543
mexican,0.1588,0.53318
mexican,0.21459,0.55213
mexican,0.04721,0.47893
mexican,0.24464,0.56622
mexican,0.23391,0.56077
mexican,0.0064378,0.45642
mexican,0.01073,0.45911
mexican,0.042918,0.49469
mexican,0.034335,0.47697
mexican,0.0085837,0.39492
mexican,0.012876,0.39094
mexican,0.1309,0.52184
mexican,0.29399,0.58177
mexican,0.090129,0.50873
mexican,0.021459,0.47942
mexican,0.26609,0.56968
mexican,0.04721,0.48694
mexican,0.21459,0.55083
mexican,0.025751,0.47746
mexican,0.16953,0.53811
mexican,0.019313,0.46787
mexican,0.0042918,0.42172
mexican,0.015021,0.46507
mexican,0.0064378,0.42096
mexican,0.0042918,0.40913
mexican,0.072961,0.50488
mexican,0.023605,0.4291
mexican,0.11373,0.51435
mexican,0.0021459,0.34064
mexican,0.021459,0.47844
mexican,0.051502,0.46976
mexican,0.0042918,0.43309
mexican,0.0021459,0.41982
mexican,0.10086,0.51435
mexican,0.075107,0.50324
mexican,0.20386,0.55018
mexican,0.094421,0.50985
mexican,0.01073,0.38228
mexican,0.0042918,0.45155
mexican,0.25751,0.56691
mexican,0.0064378,0.45155
mexican,0.0021459,0.38417
mexican,0.027897,0.47844
mexican,0.01073,0.46647
mexican,0.019313,0.46976
mexican,0.019313,0.46507
mexican,0.01073,0.46834
mexican,0.10944,0.51893
mexican,0.19742,0.54759
mexican,0.017167,0.4674
mexican,0.051502,0.49522
mexican,0.16738,0.53502
mexican,0.015021,0.46553
mexican,0.0042918,0.43715
mexican,0.41631,0.62803
mexican,0.064378,0.49733
mexican,0.030043,0.4834
mexican,0.43777,0.63574
mexican,0.77253,0.81043
mexican,0.025751,0.4819
mexican,0.0085837,0.44004
mexican,0.027897,0.47214
mexican,0.0021459,0.44808
mexican,0.20601,0.55083
mexican,0.0064378,0.46322
mexican,0.01073,0.46322
mexican,0.064378,0.5027
mexican,0.015021,0.46693
mexican,0.1824,0.54312
mexican,0.17382,0.5406
mexican,0.064378,0.50378
mexican,0.055794,0.49364
mexican,0.39914,0.62051
mexican,0.20601,0.55213
mexican,0.0021459,0.35196
mexican,0.025751,0.47118
mexican,0.34335,0.59667
mexican,0.29185,0.58105
mexican,0.019313,0.46553
mexican,0.0042918,0.40699
mexican,0.30472,0.58323
mexican,0.01073,0.46276
mexican,0.019313,0.47697
mexican,0.1073,0.51606
mexican,0.077253,0.5027
mexican,0.012876,0.46507
mexican,0.0021459,0.40207
mexican,0.19742,0.54759
mexican,0.066524,0.49786
mexican,0.0042918,0.41349
mexican,0.015021,0.476
mexican,0.087983,0.50818
mexican,0.16953,0.53873
mexican,0.38841,0.6164
mexican,0.025751,0.4819
mexican,0.0021459,0.37102
mexican,0.0064378,0.42557
mexican,0.0042918,0.45508
mexican,0.01073,0.44171
mexican,0.023605,0.46976
mexican,0.0021459,0.39094
mexican,0.15236,0.52955
mexican,0.032189,0.4814
mexican,0.087983,0.51153
mexican,0.01073,0.46322
mexican,0.030043,0.4829
mexican,0.04721,0.49053
mexican,0.017167,0.47023
mexican,0.066524,0.49469
mexican,0.051502,0.49946
mexican,0.032189,0.47942
mexican,0.0064378,0.46647
mexican,0.0042918,0.46047
mexican,0.015021,0.46414
mexican,0.012876,0.46647
mexican,0.0064378,0.43349
mexican,0.4721,0.65084
mexican,0.023605,0.44381
mexican,0.0042918,0.42172
mexican,0.0064378,0.46139
mexican,0.20386,0.55083
mexican,0.22747,0.55542
mexican,0.036481,0.47893
mexican,0.0021459,0.38072
mexican,0.0021459,0.41385
mexican,0.0021459,0.27672
mexican,0.44421,0.64011
mexican,0.0042918,0.42134
mexican,0.055794,0.4834
mexican,0.24034,0.56145
mexican,0.023605,0.45331
mexican,0.04721,0.48898
mexican,0.019313,0.44423
mexican,0.51931,0.67147
mexican,0.0021459,0.32451
mexican,0.05794,0.49469
mexican,0.29614,0.58105
mexican,0.44635,0.63923
mexican,0.11803,0.51778
mexican,0.0021459,0.44808
mexican,0.19313,0.54824
mexican,0.103,0.51492
mexican,0.015021,0.46002
mexican,0.015021,0.47023
mexican,0.027897,0.4829
mexican,0.0085837,0.43551
mexican,0.40343,0.62216
mexican,0.20815,0.54953
mexican,0.13734,0.52537
mexican,0.070815,0.50216
mexican,0.0021459,0.42441
mexican,0.015021,0.46461
mexican,0.012876,0.47023
mexican,0.019313,0.43633
mexican,0.019313,0.47746
mexican,0.027897,0.4731
mexican,0.01073,0.43309
mexican,0.015021,0.46322
mexican,0.05794,0.49156
mexican,0.038627,0.4926
mexican,0.085837,0.50652
mexican,0.017167,0.44466
mexican,0.0021459,0.3024
mexican,0.51931,0.67147
mexican,0.0021459,0.38103
mexican,0.012876,0.45776
mexican,0.18884,0.54376
mexican,0.11159,0.51951
mexican,0.012876,0.44679
mexican,0.0021459,0.27672
mexican,0.021459,0.47697
mexican,0.023605,0.47214
mexican,0.072961,0.50818
mexican,0.59013,0.70499
mexican,0.15021,0.52775
mexican,0.13948,0.52715
mexican,0.053648,0.49417
mexican,0.077253,0.50597
mexican,0.0085837,0.41607
mexican,0.32189,0.58913
mexican,0.023605,0.47262
mexican,0.0085837,0.44171
mexican,0.064378,0.50161
mexican,0.085837,0.50597
mexican,0.098712,0.51322
mexican,0.012876,0.41385
mexican,0.0021459,0.38072
mexican,0.060086,0.49893
mexican,0.036481,0.4895
mexican,0.019313,0.46976
mexican,0.62446,0.7236
mexican,0.27039,0.57319
mexican,0.081545,0.50652
mexican,0.23176,0.56077
mexican,0.13519,0.52834
mexican,0.036481,0.49001
mexican,0.027897,0.4814
mexican,0.053648,0.5027
mexican,0.13734,0.52834
mexican,0.05794,0.4984
mexican,0.036481,0.4814
mexican,0.025751,0.47893
mexican,0.0042918,0.45731
mexican,0.0064378,0.45155
mexican,0.01073,0.4674
mexican,0.14592,0.52775
mexican,0.015021,0.42402
mexican,0.26609,0.57108
mexican,0.17167,0.53502
mexican,0.083691,0.50054
mexican,0.6588,0.74086
mexican,0.066524,0.49522
mexican,0.021459,0.47358
mexican,0.017167,0.46787
mexican,0.11159,0.52009
mexican,0.29399,0.57673
mexican,0.027897,0.47697
mexican,0.0042918,0.34933
mexican,0.049356,0.46507
mexican,0.0042918,0.46047
mexican,0.032189,0.4829
mexican,0.0085837,0.41794
mexican,0.019313,0.45199
mexican,0.0021459,0.374
mexican,0.3176,0.58913
mexican,0.22103,0.55279
mexican,0.032189,0.44851
mexican,0.17382,0.53998
mexican,0.0042918,0.45597
mexican,0.13734,0.52775
mexican,0.13734,0.5236
mexican,0.090129,0.47844
mexican,0.54077,0.68129
mexican,0.16738,0.53379
mexican,0.072961,0.50597
mexican,0.14378,0.52596
mexican,0.1073,0.51041
mexican,0.045064,0.48643
mexican,0.19528,0.54824
mexican,0.034335,0.47406
mexican,0.0042918,0.45731
mexican,0.0064378,0.43921
mexican,0.0064378,0.45287
mexican,0.038627,0.49364
mexican,0.12661,0.52418
mexican,0.015021,0.46368
mexican,0.070815,0.50433
mexican,0.017167,0.4731
mexican,0.021459,0.47697
mexican,0.18455,0.54249
mexican,0.012876,0.4623
mexican,0.072961,0.4968
mexican,0.017167,0.48091
mexican,0.0042918,0.39259
mexican,0.025751,0.4819
mexican,0.0042918,0.42831
mexican,0.087983,0.50108
mexican,0.13305,0.52655
mexican,0.0042918,0.44937
mexican,0.032189,0.48041
mexican,0.04721,0.4926
mexican,0.15451,0.53379
mexican,0.15451,0.53257
mexican,0.012876,0.40734
mexican,0.025751,0.48091
mexican,0.066524,0.49574
mexican,0.01073,0.47358
mexican,0.12017,0.52301
mexican,0.092275,0.50873
mexican,0.023605,0.47992
mexican,0.055794,0.48745
mexican,0.025751,0.48491
mexican,0.0042918,0.42557
mexican,0.017167,0.44171
mexican,0.16094,0.53379
mexican,0.05794,0.49208
mexican,0.25966,0.56899
mexican,0.0021459,0.35011
mexican,0.083691,0.50873
mexican,0.017167,0.47697
mexican,0.0021459,0.33549
mexican,0.092275,0.50378
mexican,0.066524,0.47214
mexican,0.10944,0.51378
mexican,0.0021459,0.44808
mexican,0.18884,0.54249
mexican,0.075107,0.50433
mexican,0.064378,0.50433
mexican,0.1588,0.53563
mexican,0.0085837,0.46047
mexican,0.1309,0.52537
mexican,0.042918,0.48847
mexican,0.0021459,0.374
mexican,0.038627,0.47697
mexican,0.0085837,0.45911
mexican,0.0085837,0.45776
mexican,0.36266,0.60598
mexican,0.083691,0.50985
mexican,0.049356,0.49469
mexican,0.0042918,0.45024
spanish,0.037528,0.4629
spanish,0.27373,0.5655
spanish,0.022075,0.46337
spanish,0.00883,0.44589
spanish,0.0022075,0.35495
spanish,0.28698,0.57345
spanish,0.057395,0.47264
spanish,0.099338,0.50507
spanish,0.022075,0.43257
spanish,0.0022075,0.3446
spanish,0.00883,0.41768
spanish,0.18322,0.53074
spanish,0.004415,0.41118
spanish,0.046358,0.46337
spanish,0.083885,0.48437
spanish,0.02649,0.45958
spanish,0.037528,0.4792
spanish,0.015453,0.46005
spanish,0.013245,0.44589
spanish,0.19426,0.53074
spanish,0.27594,0.56693
spanish,0.0066225,0.40415
spanish,0.090508,0.48385
spanish,0.03532,0.45958
spanish,0.013245,0.44194
spanish,0.32892,0.58313
spanish,0.046358,0.46967
spanish,0.12583,0.51024
spanish,0.42163,0.62623
spanish,0.29581,0.56909
spanish,0.039735,0.47314
spanish,0.004415,0.372
spanish,0.022075,0.45263
spanish,0.011038,0.4252
spanish,0.27594,0.56408
spanish,0.10155,0.50564
spanish,0.1457,0.51198
spanish,0.07064,0.47767
spanish,0.00883,0.37859
spanish,0.099338,0.4989
spanish,0.0066225,0.36357
spanish,0.07064,0.48912
spanish,0.086093,0.49287
spanish,0.11038,0.49559
spanish,0.037528,0.47564
spanish,0.015453,0.44991
spanish,0.0022075,0.0022075
spanish,0.39735,0.61508
spanish,0.01766,0.44991
spanish,0.39073,0.6134
spanish,0.22075,0.53774
spanish,0.16115,0.5221
spanish,0.26711,0.56837
spanish,0.00883,0.45217
spanish,0.075055,0.48594
spanish,0.055188,0.47115
spanish,0.28035,0.57126
spanish,0.024283,0.45864
spanish,0.13687,0.52029
spanish,0.039735,0.47165
spanish,0.004415,0.43009
spanish,0.26049,0.55708
spanish,0.059603,0.48594
spanish,0.004415,0.32072
spanish,0.077263,0.49834
spanish,0.066225,0.47615
spanish,0.16115,0.52271
spanish,0.12141,0.51257
spanish,0.039735,0.47364
spanish,0.0066225,0.41613
spanish,0.0066225,0.4108
spanish,0.004415,0.35467
spanish,0.081678,0.50337
spanish,0.037528,0.45817
spanish,0.024283,0.45127
spanish,0.03532,0.46005
spanish,0.0022075,0.31755
spanish,0.0022075,0.37987
spanish,0.02649,0.45492
spanish,0.22517,0.55229
spanish,0.50331,0.65741
spanish,0.019868,0.41807
spanish,0.015453,0.45585
spanish,0.20309,0.54097
spanish,0.25166,0.56126
spanish,0.0022075,0.34888
spanish,0.11479,0.50908
spanish,0.072848,0.48332
spanish,0.0066225,0.41043
spanish,0.013245,0.43593
spanish,0.00883,0.426
spanish,0.028698,0.45492
spanish,0.0022075,0.40931
spanish,0.11038,0.51024
spanish,0.033113,0.47514
spanish,0.15673,0.51492
spanish,0.011038,0.454
spanish,0.092715,0.49779
spanish,0.62693,0.72188
spanish,0.09713,0.49669
spanish,0.0022075,0.31755
spanish,0.01766,0.42681
spanish,0.22517,0.54824
spanish,0.030905,0.45354
spanish,0.004415,0.40708
spanish,0.013245,0.45911
spanish,0.38411,0.61007
spanish,0.041943,0.47818
spanish,0.12141,0.51082
spanish,0.11258,0.50169
spanish,0.0022075,0.32679
spanish,0.13466,0.51729
spanish,0.0022075,0.41885
spanish,0.046358,0.46723
spanish,0.10155,0.49287
spanish,0.0066225,0.37605
spanish,0.083885,0.4989
spanish,0.10596,0.49834
spanish,0.15453,0.52393
spanish,0.19426,0.53581
spanish,0.022075,0.45172
spanish,0.024283,0.45446
spanish,0.090508,0.4989
spanish,0.35099,0.59788
spanish,0.01766,0.45081
spanish,0.004415,0.41269
spanish,0.03532,0.44064
spanish,0.01766,0.42121
spanish,0.0022075,0.31487
spanish,0.31567,0.58237
spanish,0.039735,0.47115
spanish,0.011038,0.4248
spanish,0.35541,0.59471
spanish,0.05298,0.48385
spanish,0.10596,0.50001
spanish,0.5011,0.65453
spanish,0.50331,0.65263
spanish,0.059603,0.48489
spanish,0.013245,0.43215
spanish,0.16336,0.53012
spanish,0.004415,0.38641
spanish,0.11258,0.50564
spanish,0.21634,0.54163
spanish,0.32671,0.58313
spanish,0.004415,0.38641
spanish,0.07947,0.49396
spanish,0.30905,0.58087
spanish,0.068433,0.48647
spanish,0.07064,0.48805
spanish,0.086093,0.49505
spanish,0.037528,0.46675
spanish,0.057395,0.48594
spanish,0.013245,0.44545
spanish,0.16777,0.51969
spanish,0.030905,0.43382
spanish,0.039735,0.46147
spanish,0.015453,0.45036
spanish,0.057395,0.47767
spanish,0.07947,0.48805
spanish,0.01766,0.45354
spanish,0.46799,0.64144
spanish,0.030905,0.46869
spanish,0.21413,0.54757
spanish,0.58057,0.69291
spanish,0.037528,0.46242
spanish,0.11258,0.49179
spanish,0.0883,0.48965
spanish,0.04415,0.46821
spanish,0.004415,0.36505
spanish,0.21192,0.5339
spanish,0.01766,0.44677
spanish,0.033113,0.45263
spanish,0.0022075,0.34197
spanish,0.0022075,0.35024
spanish,0.19426,0.53967
spanish,0.10155,0.50169
spanish,0.037528,0.45771
spanish,0.44592,0.63509
spanish,0.011038,0.38575
spanish,0.033113,0.47464
spanish,0.18543,0.53645
spanish,0.28918,0.56837
spanish,0.0022075,0.3963
spanish,0.03532,0.454
spanish,0.013245,0.44946
spanish,0.02649,0.46385
spanish,0.17219,0.53453
spanish,0.011038,0.4027
spanish,0.004415,0.41043
spanish,0.10817,0.50394
spanish,0.028698,0.45911
spanish,0.0022075,0.31958
spanish,0.081678,0.47264
spanish,0.057395,0.49614
spanish,0.33996,0.58694
spanish,0.39735,0.61508
spanish,0.0022075,0.35495
spanish,0.0066225,0.43891
spanish,0.18102,0.53012
spanish,0.11479,0.50057
spanish,0.094923,0.5045
spanish,0.0022075,0.36152
spanish,0.32892,0.58848
spanish,0.00883,0.39876
spanish,0.077263,0.49072
spanish,0.011038,0.44722
spanish,0.013245,0.45036
spanish,0.064018,0.48912
spanish,0.46358,0.6442
spanish,0.0066225,0.37511
spanish,0.057395,0.47818
spanish,0.09713,0.49945
spanish,0.29801,0.56693
spanish,0.0022075,0.37987
spanish,0.47461,0.64328
spanish,0.077263,0.4945
spanish,0.013245,0.45081
spanish,0.004415,0.43466
spanish,0.42605,0.62362
spanish,0.04415,0.46194
spanish,0.019868,0.41421
spanish,0.004415,0.40019
spanish,0.066225,0.48125
spanish,0.13245,0.5085
spanish,0.013245,0.43977
spanish,0.068433,0.48437
spanish,0.030905,0.44991
spanish,0.004415,0.43257
spanish,0.21854,0.53903
spanish,0.234,0.55229
spanish,0.3532,0.59158
spanish,0.20088,0.53903
spanish,0.086093,0.48489
spanish,0.041943,0.47414
spanish,0.055188,0.47115
spanish,0.22517,0.55093
spanish,0.33554,0.58389
spanish,0.0022075,0.36774
spanish,0.00883,0.4252
spanish,0.0066225,0.39841
spanish,0.36203,0.59868
spanish,0.01766,0.45127
spanish,0.022075,0.45354
spanish,0.024283,0.4629
spanish,0.004415,0.38084
spanish,0.004415,0.4252
spanish,0.14128,0.51551
spanish,0.00883,0.43466
spanish,0.022075,0.454
spanish,0.064018,0.48125
spanish,0.10596,0.49945
spanish,0.26711,0.56765
spanish,0.055188,0.47165
spanish,0.17439,0.52887
spanish,0.0022075,0.41885
spanish,0.004415,0.35495
spanish,0.024283,0.44107
spanish,0.013245,0.41231
spanish,0.0022075,0.31181
spanish,0.00883,0.38943
spanish,0.17219,0.5215
spanish,0.004415,0.40893
spanish,0.00883,0.41269
spanish,0.039735,0.47564
spanish,0.015453,0.454
spanish,0.019868,0.45492
spanish,0.0066225,0.41231
spanish,0.0022075,0.41885
spanish,0.00883,0.43849
spanish,0.013245,0.45817
spanish,0.11921,0.50678
spanish,0.037528,0.46772
spanish,0.037528,0.46626
spanish,0.046358,0.46529
spanish,0.59603,0.70267
spanish,0.10155,0.50564
spanish,0.046358,0.47364
spanish,0.0022075,0.37987
spanish,0.037528,0.48074
spanish,0.16115,0.52029
spanish,0.0066225,0.44064
spanish,0.00883,0.44589
spanish,0.0022075,0.33508
spanish,0.0022075,0.35495
spanish,0.0022075,0.32608
spanish,0.0022075,0.2782
spanish,0.22296,0.54958
spanish,0.011038,0.44767
spanish,0.086093,0.49018
spanish,0.030905,0.47066
spanish,0.059603,0.48541
spanish,0.234,0.5469
spanish,0.0022075,0.36328
spanish,0.12583,0.51551
spanish,0.0066225,0.39595
spanish,0.0022075,0.36774
spanish,0.05298,0.47716
spanish,0.033113,0.47017
spanish,0.00883,0.4372
spanish,0.49669,0.65074
spanish,0.048565,0.45354
spanish,0.21192,0.54558
spanish,0.11258,0.50793
spanish,0.0066225,0.44064
spanish,0.00883,0.38674
spanish,0.015453,0.44722
spanish,0.030905,0.46433
spanish,0.02649,0.45309
spanish,0.20971,0.53838
spanish,0.31126,0.57862
spanish,0.10375,0.50169
spanish,0.059603,0.47464
spanish,0.064018,0.47564
spanish,0.0022075,0.33508
spanish,0.33333,0.58465
spanish,0.011038,0.445
spanish,0.06181,0.48965
spanish,0.10817,0.5045
spanish,0.15232,0.52577
spanish,0.0066225,0.40634
spanish,0.094923,0.50057
spanish,0.068433,0.4792
spanish,0.037528,0.47464
spanish,0.12362,0.5045
spanish,0.24503,0.54491
spanish,0.04415,0.47115
spanish,0.0022075,0.42926
spanish,0.18985,0.52639
spanish,0.0022075,0.36774
spanish,0.011038,0.42319
spanish,0.20088,0.54425
spanish,0.099338,0.49396
spanish,0.0066225,0.36357
spanish,0.068433,0.49342
spanish,0.17881,0.52887
spanish,0.0066225,0.40415
spanish,0.02649,0.46052
spanish,0.092715,0.49233
spanish,0.15011,0.52089
spanish,0.0022075,0.38443
spanish,0.06181,0.48022
spanish,0.40839,0.6134
spanish,0.42384,0.62104
spanish,0.0066225,0.40561
spanish,0.3532,0.5908
spanish,0.04415,0.46578
spanish,0.050773,0.47665
spanish,0.0066225,0.41118
spanish,0.075055,0.49072
spanish,0.21413,0.54294
spanish,0.024283,0.43635
spanish,0.022075,0.45724
spanish,0.039735,0.47464
spanish,0.07947,0.49072
spanish,0.11038,0.5085
spanish,0.18322,0.52271
spanish,0.57837,0.69399
spanish,0.015453,0.43424
spanish,0.0022075,0.32679
spanish,0.13024,0.51789
spanish,0.01766,0.45631
spanish,0.033113,0.47364
spanish,0.0022075,0.37386
spanish,0.06181,0.48281
spanish,0.004415,0.38377
spanish,0.037528,0.46337
spanish,0.14128,0.51024
spanish,0.0066225,0.39078
spanish,0.0066225,0.426
spanish,0.004415,0.43299
spanish,0.041943,0.46772
spanish,0.077263,0.48647
spanish,0.004415,0.39078
spanish,0.055188,0.46869
spanish,0.0022075,0.42926
spanish,0.092715,0.49287
spanish,0.19647,0.53967
spanish,0.02649,0.44677
spanish,0.039735,0.45724
spanish,0.25828,0.55502
spanish,0.06181,0.48229
spanish,0.05298,0.49018
spanish,0.075055,0.46918
spanish,0.11258,0.50908
spanish,0.03532,0.46578
spanish,0.019868,0.46337
spanish,0.12804,0.51909
spanish,0.16556,0.5215
spanish,0.004415,0.36416
spanish,0.039735,0.45127
spanish,0.12583,0.51729
spanish,0.028698,0.46242
spanish,0.15011,0.51082
spanish,0.03532,0.47364
spanish,0.31347,0.57639
spanish,0.16777,0.52825
spanish,0.004415,0.41193
spanish,0.0022075,0.3624
spanish,0.050773,0.47464
spanish,0.0022075,0.31487
spanish,0.30464,0.57345
spanish,0.68874,0.75337
spanish,0.015453,0.45217
spanish,0.15011,0.52089
spanish,0.15453,0.52089
spanish,0.16998,0.52577
spanish,0.015453,0.44767
spanish,0.02649,0.45724
spanish,0.0066225,0.38575
spanish,0.039735,0.45631
spanish,0.29801,0.57126
spanish,0.004415,0.4216
spanish,0.004415,0.43174
spanish,0.0022075,0.37987
spanish,0.15673,0.5161
spanish,0.0883,0.48805
spanish,0.083885,0.49179
spanish,0.01766,0.46242
spanish,0.013245,0.42359
spanish,0.041943,0.46675
spanish,0.01766,0.45492
spanish,0.055188,0.46772
spanish,0.00883,0.44767
spanish,0.048565,0.47818
spanish,0.055188,0.47364
spanish,0.12583,0.50735
spanish,0.083885,0.48332
spanish,0.004415,0.43132
spanish,0.011038,0.38214
spanish,0.004415,0.43215
spanish,0.00883,0.39491
spanish,0.13245,0.52029
spanish,0.12583,0.5085
spanish,0.47682,0.65168
spanish,0.30684,0.57639
spanish,0.07064,0.46578
spanish,0.033113,0.45817
spanish,0.42605,0.61932
spanish,0.00883,0.40524
spanish,0.0066225,0.445
spanish,0.01766,0.44856
spanish,0.16777,0.5221
spanish,0.011038,0.44064
spanish,0.011038,0.41383
spanish,0.00883,0.39912
spanish,0.0066225,0.38575
spanish,0.10596,0.51024
spanish,0.26932,0.56981
spanish,0.0022075,0.36416
spanish,0.00883,0.41307
spanish,0.0066225,0.42681
spanish,0.42605,0.62536
spanish,0.01766,0.43509
spanish,0.0022075,0.0022075
italian,0.040179,0.46521
italian,0.084821,0.50394
italian,0.011161,0.46377
italian,0.0044643,0.42066
italian,0.17188,0.53589
italian,0.36607,0.60705
italian,0.046875,0.45528
italian,0.075893,0.50679
italian,0.0022321,0.34568
italian,0.037946,0.47508
italian,0.23884,0.5524
italian,0.0022321,0.39024
italian,0.040179,0.46186
italian,0.0066964,0.44577
italian,0.20536,0.54634
italian,0.0089286,0.44755
italian,0.017857,0.44313
italian,0.0022321,0.43453
italian,0.16741,0.5327
italian,0.011161,0.46715
italian,0.011161,0.42026
italian,0.28125,0.56997
italian,0.087054,0.4859
italian,0.011161,0.41674
italian,0.0044643,0.36452
italian,0.0066964,0.44313
italian,0.0066964,0.43665
italian,0.27679,0.56781
italian,0.087054,0.50281
italian,0.16071,0.52893
italian,0.28125,0.57216
italian,0.14509,0.52214
italian,0.080357,0.5045
italian,0.16964,0.53018
italian,0.03125,0.45949
italian,0.36161,0.60296
italian,0.14286,0.52336
italian,0.11161,0.51317
italian,0.017857,0.42224
italian,0.044643,0.43879
italian,0.082589,0.49394
italian,0.017857,0.44935
italian,0.0022321,0.35584
italian,0.0625,0.4838
italian,0.091518,0.50909
italian,0.17857,0.54041
italian,0.0022321,0.34198
italian,0.095982,0.50337
italian,0.082589,0.49833
italian,0.03125,0.45116
italian,0.011161,0.44845
italian,0.26562,0.56423
italian,0.30357,0.58106
italian,0.32812,0.59181
italian,0.0089286,0.44356
italian,0.058036,0.48017
italian,0.35045,0.60134
italian,0.017857,0.45436
italian,0.15402,0.52275
italian,0.16518,0.53018
italian,0.16741,0.53461
italian,0.051339,0.47508
italian,0.03125,0.45298
italian,0.33929,0.59733
italian,0.43973,0.63366
italian,0.095982,0.5045
italian,0.0066964,0.45621
italian,0.037946,0.4766
italian,0.071429,0.49667
italian,0.015625,0.42586
italian,0.0022321,0.36423
italian,0.029018,0.45161
italian,0.125,0.52275
italian,0.024554,0.4657
italian,0.0044643,0.41948
italian,0.0022321,0.4036
italian,0.0044643,0.39506
italian,0.024554,0.44622
italian,0.12277,0.51376
italian,0.13839,0.51912
italian,0.033482,0.47158
italian,0.0022321,0.39506
italian,0.0089286,0.40913
italian,0.0022321,0.35359
italian,0.0022321,0.3058
italian,0.0022321,0.37117
italian,0.024554,0.47508
italian,0.2567,0.56494
italian,0.55134,0.68502
italian,0.0089286,0.45761
italian,0.0022321,0.33533
italian,0.16964,0.5327
italian,0.41518,0.62657
italian,0.0044643,0.36903
italian,0.013393,0.41713
italian,0.22545,0.55446
italian,0.022321,0.47059
italian,0.029018,0.45621
italian,0.22991,0.55105
italian,0.0066964,0.41367
italian,0.011161,0.44138
italian,0.0089286,0.44138
italian,0.029018,0.46043
italian,0.0044643,0.39541
italian,0.013393,0.39402
italian,0.033482,0.47208
italian,0.026786,0.46911
italian,0.040179,0.48017
italian,0.60268,0.71111
italian,0.0022321,0.39402
italian,0.013393,0.45116
italian,0.0022321,0.3321
italian,0.020089,0.45298
italian,0.47321,0.65211
italian,0.011161,0.42505
italian,0.015625,0.46521
italian,0.0022321,0.43453
italian,0.0022321,0.36872
italian,0.026786,0.47863
italian,0.029018,0.47812
italian,0.17857,0.53333
italian,0.0022321,0.41597
italian,0.046875,0.49177
italian,0.024554,0.4657
italian,0.21875,0.55172
italian,0.29464,0.57362
italian,0.0044643,0.42384
italian,0.10938,0.51317
italian,0.36607,0.60622
italian,0.34821,0.60054
italian,0.058036,0.45714
italian,0.0066964,0.41176
italian,0.52679,0.67572
italian,0.089286,0.49285
italian,0.37054,0.60952
italian,0.13393,0.52093
italian,0.17857,0.53589
italian,0.43527,0.63188
italian,0.19866,0.54435
italian,0.0022321,0.34864
italian,0.015625,0.45207
italian,0.026786,0.448
italian,0.087054,0.50564
italian,0.12946,0.52093
italian,0.033482,0.47407
italian,0.45089,0.63909
italian,0.0022321,0.36423
italian,0.046875,0.49015
italian,0.15625,0.52459
italian,0.0089286,0.43369
italian,0.098214,0.50621
italian,0.0044643,0.42464
italian,0.017857,0.45902
italian,0.071429,0.47009
italian,0.073661,0.49612
italian,0.0044643,0.43495
italian,0.0066964,0.42145
italian,0.024554,0.47009
italian,0.0044643,0.39471
italian,0.066964,0.48485
italian,0.10714,0.50168
italian,0.0022321,0.34172
italian,0.022321,0.46667
italian,0.0089286,0.38721
italian,0.024554,0.46764
