Cuisine, Rank, Value
indian,13583,0.0002442
indian,13584,0.0002442
indian,13585,0.0002442
indian,13586,0.0002442
indian,13587,0.0002442
indian,13588,0.0002442
indian,13589,0.0002442
indian,13590,0.0002442
indian,13591,0.0002442
indian,13592,0.0002442
indian,13593,0.0002442
indian,13594,0.0002442
indian,13595,0.0002442
indian,13596,0.0002442
indian,13597,0.0002442
indian,13598,0.0002442
indian,13599,0.0002442
indian,13600,0.0002442
indian,13601,0.0002442
indian,13602,0.0002442
indian,13603,0.0002442
indian,13604,0.0002442
indian,13605,0.0002442
indian,13606,0.0002442
indian,13607,0.0002442
indian,13608,0.0002442
indian,13609,0.0002442
indian,13610,0.0002442
indian,13611,0.0002442
indian,13612,0.0002442
indian,13613,0.0002442
indian,13614,0.0002442
indian,13615,0.0002442
indian,13616,0.0002442
indian,13617,0.0002442
indian,13618,0.0002442
indian,13619,0.0002442
indian,13620,0.0002442
indian,13621,0.0002442
indian,13622,0.0002442
indian,13623,0.0002442
indian,13624,0.0002442
indian,13625,0.0002442
indian,13626,0.0002442
indian,13627,0.0002442
indian,13628,0.0002442
indian,13629,0.0002442
indian,13630,0.0002442
indian,13631,0.0002442
indian,13632,0.0002442
indian,13633,0.0002442
indian,13634,0.0002442
indian,13635,0.0002442
indian,13636,0.0002442
indian,13637,0.0002442
indian,13638,0.0002442
indian,13639,0.0002442
indian,13640,0.0002442
indian,13641,0.0002442
indian,13642,0.0002442
indian,13643,0.0002442
indian,13644,0.0002442
indian,13645,0.0002442
indian,13646,0.0002442
indian,13647,0.0002442
indian,13648,0.0002442
indian,13649,0.0002442
indian,13650,0.0002442
indian,13651,0.0002442
indian,13652,0.0002442
indian,13653,0.0002442
indian,13654,0.0002442
indian,13655,0.0002442
indian,13656,0.0002442
indian,13657,0.0002442
indian,13658,0.0002442
indian,13659,0.0002442
indian,13660,0.0002442
indian,13661,0.0002442
indian,13662,0.0002442
indian,13663,0.0002442
indian,13664,0.0002442
indian,13665,0.0002442
indian,13666,0.0002442
indian,13667,0.0002442
indian,13668,0.0002442
indian,13669,0.0002442
indian,13670,0.0002442
indian,13671,0.0002442
indian,13672,0.0002442
indian,13673,0.0002442
indian,13674,0.0002442
indian,13675,0.0002442
indian,13676,0.0002442
indian,13677,0.0002442
indian,13678,0.0002442
indian,13679,0.0002442
indian,13680,0.0002442
indian,13681,0.0002442
indian,13682,0.0002442
indian,13683,0.0002442
indian,13684,0.0002442
indian,13685,0.0002442
indian,13686,0.0002442
indian,13687,0.0002442
indian,13688,0.0002442
indian,13689,0.0002442
indian,13690,0.0002442
indian,13691,0.0002442
indian,13692,0.0002442
indian,13693,0.0002442
indian,13694,0.0002442
indian,13695,0.0002442
indian,13696,0.0002442
indian,13697,0.0002442
indian,13698,0.0002442
indian,13699,0.0002442
indian,13700,0.0002442
indian,13701,0.0002442
indian,13702,0.0002442
indian,13703,0.0002442
indian,13704,0.0002442
indian,13705,0.0002442
indian,13706,0.0002442
indian,13707,0.0002442
indian,13708,0.0002442
indian,13709,0.0002442
indian,13710,0.0002442
indian,13711,0.0002442
indian,13712,0.0002442
indian,13713,0.0002442
indian,13714,0.0002442
indian,13715,0.0002442
indian,13716,0.0002442
indian,13717,0.0002442
indian,13718,0.0002442
indian,13719,0.0002442
indian,13720,0.0002442
indian,13721,0.0002442
indian,13722,0.0002442
indian,13723,0.0002442
indian,13724,0.0002442
indian,13725,0.0002442
indian,13726,0.0002442
indian,13727,0.0002442
indian,13728,0.0002442
indian,13729,0.0002442
indian,13730,0.0002442
indian,13731,0.0002442
indian,13732,0.0002442
indian,13733,0.0002442
indian,13734,0.0002442
indian,13735,0.0002442
indian,13736,0.0002442
indian,13737,0.0002442
indian,13738,0.0002442
indian,13739,0.0002442
indian,13740,0.0002442
indian,13741,0.0002442
indian,13742,0.0002442
indian,13743,0.0002442
indian,13744,0.0002442
indian,13745,0.0002442
indian,13746,0.0002442
indian,13747,0.0002442
indian,13748,0.0002442
indian,13749,0.0002442
indian,13750,0.0002442
indian,13751,0.0002442
indian,13752,0.0002442
indian,13753,0.0002442
indian,13754,0.0002442
indian,13755,0.0002442
indian,13756,0.0002442
indian,13757,0.0002442
indian,13758,0.0002442
indian,13759,0.0002442
indian,13760,0.0002442
indian,13761,0.0002442
indian,13762,0.0002442
indian,13763,0.0002442
indian,13764,0.0002442
indian,13765,0.0002442
indian,13766,0.0002442
indian,13767,0.0002442
indian,13768,0.0002442
indian,13769,0.0002442
indian,13770,0.0002442
indian,13771,0.0002442
indian,13772,0.0002442
indian,13773,0.0002442
indian,13774,0.0002442
indian,13775,0.0002442
indian,13776,0.0002442
indian,13777,0.0002442
indian,13778,0.0002442
indian,13779,0.0002442
indian,13780,0.0002442
indian,13781,0.0002442
indian,13782,0.0002442
indian,13783,0.0002442
indian,13784,0.0002442
indian,13785,0.0002442
indian,13786,0.0002442
indian,13787,0.0002442
indian,13788,0.0002442
indian,13789,0.0002442
indian,13790,0.0002442
indian,13791,0.0002442
indian,13792,0.0002442
indian,13793,0.0002442
indian,13794,0.0002442
indian,13795,0.0002442
indian,13796,0.0002442
indian,13797,0.0002442
indian,13798,0.0002442
indian,13799,0.0002442
indian,13800,0.0002442
indian,13801,0.0002442
indian,13802,0.0002442
indian,13803,0.0002442
indian,13804,0.0002442
indian,13805,0.0002442
indian,13806,0.0002442
indian,13807,0.0002442
indian,13808,0.0002442
indian,13809,0.0002442
indian,13810,0.0002442
indian,13811,0.0002442
indian,13812,0.0002442
indian,13813,0.0002442
indian,13814,0.0002442
indian,13815,0.0002442
indian,13816,0.0002442
indian,13817,0.0002442
indian,13818,0.0002442
indian,13819,0.0002442
indian,13820,0.0002442
indian,13821,0.0002442
indian,13822,0.0002442
indian,13823,0.0002442
indian,13824,0.0002442
indian,13825,0.0002442
indian,13826,0.0002442
indian,13827,0.0002442
indian,13828,0.0002442
indian,13829,0.0002442
indian,13830,0.0002442
indian,13831,0.0002442
indian,13832,0.0002442
indian,13833,0.0002442
indian,13834,0.0002442
indian,13835,0.0002442
indian,13836,0.0002442
indian,13837,0.0002442
indian,13838,0.0002442
indian,13839,0.0002442
indian,13840,0.0002442
indian,13841,0.0002442
indian,13842,0.0002442
indian,13843,0.0002442
indian,13844,0.0002442
indian,13845,0.0002442
indian,13846,0.0002442
indian,13847,0.0002442
indian,13848,0.0002442
indian,13849,0.0002442
indian,13850,0.0002442
indian,13851,0.0002442
indian,13852,0.0002442
indian,13853,0.0002442
indian,13854,0.0002442
indian,13855,0.0002442
indian,13856,0.0002442
indian,13857,0.0002442
indian,13858,0.0002442
indian,13859,0.0002442
indian,13860,0.0002442
indian,13861,0.0002442
indian,13862,0.0002442
indian,13863,0.0002442
indian,13864,0.0002442
indian,13865,0.0002442
indian,13866,0.0002442
indian,13867,0.0002442
indian,13868,0.0002442
indian,13869,0.0002442
indian,13870,0.0002442
indian,13871,0.0002442
indian,13872,0.0002442
indian,13873,0.0002442
indian,13874,0.0002442
indian,13875,0.0002442
indian,13876,0.0002442
indian,13877,0.0002442
indian,13878,0.0002442
indian,13879,0.0002442
indian,13880,0.0002442
indian,13881,0.0002442
indian,13882,0.0002442
indian,13883,0.0002442
indian,13884,0.0002442
indian,13885,0.0002442
indian,13886,0.0002442
indian,13887,0.0002442
indian,13888,0.0002442
indian,13889,0.0002442
indian,13890,0.0002442
indian,13891,0.0002442
indian,13892,0.0002442
indian,13893,0.0002442
indian,13894,0.0002442
indian,13895,0.0002442
indian,13896,0.0002442
indian,13897,0.0002442
indian,13898,0.0002442
indian,13899,0.0002442
indian,13900,0.0002442
indian,13901,0.0002442
indian,13902,0.0002442
indian,13903,0.0002442
indian,13904,0.0002442
indian,13905,0.0002442
indian,13906,0.0002442
indian,13907,0.0002442
indian,13908,0.0002442
indian,13909,0.0002442
indian,13910,0.0002442
indian,13911,0.0002442
indian,13912,0.0002442
indian,13913,0.0002442
indian,13914,0.0002442
indian,13915,0.0002442
indian,13916,0.0002442
indian,13917,0.0002442
indian,13918,0.0002442
indian,13919,0.0002442
indian,13920,0.0002442
indian,13921,0.0002442
indian,13922,0.0002442
indian,13923,0.0002442
indian,13924,0.0002442
indian,13925,0.0002442
indian,13926,0.0002442
indian,13927,0.0002442
indian,13928,0.0002442
indian,13929,0.0002442
indian,13930,0.0002442
indian,13931,0.0002442
indian,13932,0.0002442
indian,13933,0.0002442
indian,13934,0.0002442
indian,13935,0.0002442
indian,13936,0.0002442
indian,13937,0.0002442
indian,13938,0.0002442
indian,13939,0.0002442
indian,13940,0.0002442
indian,13941,0.0002442
indian,13942,0.0002442
indian,13943,0.0002442
indian,13944,0.0002442
indian,13945,0.0002442
indian,13946,0.0002442
indian,13947,0.0002442
indian,13948,0.0002442
indian,13949,0.0002442
indian,13950,0.0002442
indian,13951,0.0002442
indian,13952,0.0002442
indian,13953,0.0002442
indian,13954,0.0002442
indian,13955,0.0002442
indian,13956,0.0002442
indian,13957,0.0002442
indian,13958,0.0002442
indian,13959,0.0002442
indian,13960,0.0002442
indian,13961,0.0002442
indian,13962,0.0002442
indian,13963,0.0002442
indian,13964,0.0002442
indian,13965,0.0002442
indian,13966,0.0002442
indian,13967,0.0002442
indian,13968,0.0002442
indian,13969,0.0002442
indian,13970,0.0002442
indian,13971,0.0002442
indian,13972,0.0002442
indian,13973,0.0002442
indian,13974,0.0002442
indian,13975,0.0002442
indian,13976,0.0002442
indian,13977,0.0002442
indian,13978,0.0002442
indian,13979,0.0002442
indian,13980,0.0002442
indian,13981,0.0002442
indian,13982,0.0002442
indian,13983,0.0002442
indian,13984,0.0002442
indian,13985,0.0002442
indian,13986,0.0002442
indian,13987,0.0002442
indian,13988,0.0002442
indian,13989,0.0002442
indian,13990,0.0002442
indian,13991,0.0002442
indian,13992,0.0002442
indian,13993,0.0002442
indian,13994,0.0002442
indian,13995,0.0002442
indian,13996,0.0002442
indian,13997,0.0002442
indian,13998,0.0002442
indian,13999,0.0002442
indian,14000,0.0002442
indian,14001,0.0002442
indian,14002,0.0002442
indian,14003,0.0002442
indian,14004,0.0002442
indian,14005,0.0002442
indian,14006,0.0002442
indian,14007,0.0002442
indian,14008,0.0002442
indian,14009,0.0002442
indian,14010,0.0002442
indian,14011,0.0002442
indian,14012,0.0002442
indian,14013,0.0002442
indian,14014,0.0002442
indian,14015,0.0002442
indian,14016,0.0002442
indian,14017,0.0002442
indian,14018,0.0002442
indian,14019,0.0002442
indian,14020,0.0002442
indian,14021,0.0002442
indian,14022,0.0002442
indian,14023,0.0002442
indian,14024,0.0002442
indian,14025,0.0002442
indian,14026,0.0002442
indian,14027,0.0002442
indian,14028,0.0002442
indian,14029,0.0002442
indian,14030,0.0002442
indian,14031,0.0002442
indian,14032,0.0002442
indian,14033,0.0002442
indian,14034,0.0002442
indian,14035,0.0002442
indian,14036,0.0002442
indian,14037,0.0002442
indian,14038,0.0002442
indian,14039,0.0002442
indian,14040,0.0002442
indian,14041,0.0002442
indian,14042,0.0002442
indian,14043,0.0002442
indian,14044,0.0002442
indian,14045,0.0002442
indian,14046,0.0002442
indian,14047,0.0002442
indian,14048,0.0002442
indian,14049,0.0002442
indian,14050,0.0002442
indian,14051,0.0002442
indian,14052,0.0002442
indian,14053,0.0002442
indian,14054,0.0002442
indian,14055,0.0002442
indian,14056,0.0002442
indian,14057,0.0002442
indian,14058,0.0002442
indian,14059,0.0002442
indian,14060,0.0002442
indian,14061,0.0002442
indian,14062,0.0002442
indian,14063,0.0002442
indian,14064,0.0002442
indian,14065,0.0002442
indian,14066,0.0002442
indian,14067,0.0002442
indian,14068,0.0002442
indian,14069,0.0002442
indian,14070,0.0002442
indian,14071,0.0002442
indian,14072,0.0002442
indian,14073,0.0002442
indian,14074,0.0002442
indian,14075,0.0002442
indian,14076,0.0002442
indian,14077,0.0002442
indian,14078,0.0002442
indian,14079,0.0002442
indian,14080,0.0002442
indian,14081,0.0002442
indian,14082,0.0002442
indian,14083,0.0002442
indian,14084,0.0002442
indian,14085,0.0002442
indian,14086,0.0002442
indian,14087,0.0002442
indian,14088,0.0002442
indian,14089,0.0002442
indian,14090,0.0002442
indian,14091,0.0002442
indian,14092,0.0002442
indian,14093,0.0002442
indian,14094,0.0002442
indian,14095,0.0002442
indian,14096,0.0002442
indian,14097,0.0002442
indian,14098,0.0002442
indian,14099,0.0002442
indian,14100,0.0002442
indian,14101,0.0002442
indian,14102,0.0002442
indian,14103,0.0002442
indian,14104,0.0002442
indian,14105,0.0002442
indian,14106,0.0002442
indian,14107,0.0002442
indian,14108,0.0002442
indian,14109,0.0002442
indian,14110,0.0002442
indian,14111,0.0002442
indian,14112,0.0002442
indian,14113,0.0002442
indian,14114,0.0002442
indian,14115,0.0002442
indian,14116,0.0002442
indian,14117,0.0002442
indian,14118,0.0002442
indian,14119,0.0002442
indian,14120,0.0002442
indian,14121,0.0002442
indian,14122,0.0002442
indian,14123,0.0002442
indian,14124,0.0002442
indian,14125,0.0002442
indian,14126,0.0002442
indian,14127,0.0002442
indian,14128,0.0002442
indian,14129,0.0002442
indian,14130,0.0002442
indian,14131,0.0002442
indian,14132,0.0002442
indian,14133,0.0002442
indian,14134,0.0002442
indian,14135,0.0002442
indian,14136,0.0002442
indian,14137,0.0002442
indian,14138,0.0002442
indian,14139,0.0002442
indian,14140,0.0002442
indian,14141,0.0002442
indian,14142,0.0002442
indian,14143,0.0002442
indian,14144,0.0002442
indian,14145,0.0002442
indian,14146,0.0002442
indian,14147,0.0002442
indian,14148,0.0002442
indian,14149,0.0002442
indian,14150,0.0002442
indian,14151,0.0002442
indian,14152,0.0002442
indian,14153,0.0002442
indian,14154,0.0002442
indian,14155,0.0002442
indian,14156,0.0002442
indian,14157,0.0002442
indian,14158,0.0002442
indian,14159,0.0002442
indian,14160,0.0002442
indian,14161,0.0002442
indian,14162,0.0002442
indian,14163,0.0002442
indian,14164,0.0002442
indian,14165,0.0002442
indian,14166,0.0002442
indian,14167,0.0002442
indian,14168,0.0002442
indian,14169,0.0002442
indian,14170,0.0002442
indian,14171,0.0002442
indian,14172,0.0002442
indian,14173,0.0002442
indian,14174,0.0002442
indian,14175,0.0002442
indian,14176,0.0002442
indian,14177,0.0002442
indian,14178,0.0002442
indian,14179,0.0002442
indian,14180,0.0002442
indian,14181,0.0002442
indian,14182,0.0002442
indian,14183,0.0002442
indian,14184,0.0002442
indian,14185,0.0002442
indian,14186,0.0002442
indian,14187,0.0002442
indian,14188,0.0002442
indian,14189,0.0002442
indian,14190,0.0002442
indian,14191,0.0002442
indian,14192,0.0002442
indian,14193,0.0002442
indian,14194,0.0002442
indian,14195,0.0002442
indian,14196,0.0002442
indian,14197,0.0002442
indian,14198,0.0002442
indian,14199,0.0002442
indian,14200,0.0002442
indian,14201,0.0002442
indian,14202,0.0002442
indian,14203,0.0002442
indian,14204,0.0002442
indian,14205,0.0002442
indian,14206,0.0002442
indian,14207,0.0002442
indian,14208,0.0002442
indian,14209,0.0002442
indian,14210,0.0002442
indian,14211,0.0002442
indian,14212,0.0002442
indian,14213,0.0002442
indian,14214,0.0002442
indian,14215,0.0002442
indian,14216,0.0002442
indian,14217,0.0002442
indian,14218,0.0002442
indian,14219,0.0002442
indian,14220,0.0002442
indian,14221,0.0002442
indian,14222,0.0002442
indian,14223,0.0002442
indian,14224,0.0002442
indian,14225,0.0002442
indian,14226,0.0002442
indian,14227,0.0002442
indian,14228,0.0002442
indian,14229,0.0002442
indian,14230,0.0002442
indian,14231,0.0002442
indian,14232,0.0002442
indian,14233,0.0002442
indian,14234,0.0002442
indian,14235,0.0002442
indian,14236,0.0002442
indian,14237,0.0002442
indian,14238,0.0002442
indian,14239,0.0002442
indian,14240,0.0002442
indian,14241,0.0002442
indian,14242,0.0002442
indian,14243,0.0002442
indian,14244,0.0002442
indian,14245,0.0002442
indian,14246,0.0002442
indian,14247,0.0002442
indian,14248,0.0002442
indian,14249,0.0002442
indian,14250,0.0002442
indian,14251,0.0002442
indian,14252,0.0002442
indian,14253,0.0002442
indian,14254,0.0002442
indian,14255,0.0002442
indian,14256,0.0002442
indian,14257,0.0002442
indian,14258,0.0002442
indian,14259,0.0002442
indian,14260,0.0002442
indian,14261,0.0002442
indian,14262,0.0002442
indian,14263,0.0002442
indian,14264,0.0002442
indian,14265,0.0002442
indian,14266,0.0002442
indian,14267,0.0002442
indian,14268,0.0002442
indian,14269,0.0002442
indian,14270,0.0002442
indian,14271,0.0002442
indian,14272,0.0002442
indian,14273,0.0002442
indian,14274,0.0002442
indian,14275,0.0002442
indian,14276,0.0002442
indian,14277,0.0002442
indian,14278,0.0002442
indian,14279,0.0002442
indian,14280,0.0002442
indian,14281,0.0002442
indian,14282,0.0002442
indian,14283,0.0002442
indian,14284,0.0002442
indian,14285,0.0002442
indian,14286,0.0002442
indian,14287,0.0002442
indian,14288,0.0002442
indian,14289,0.0002442
indian,14290,0.0002442
indian,14291,0.0002442
indian,14292,0.0002442
indian,14293,0.0002442
indian,14294,0.0002442
indian,14295,0.0002442
indian,14296,0.0002442
indian,14297,0.0002442
indian,14298,0.0002442
indian,14299,0.0002442
indian,14300,0.0002442
indian,14301,0.0002442
indian,14302,0.0002442
indian,14303,0.0002442
indian,14304,0.0002442
indian,14305,0.0002442
indian,14306,0.0002442
indian,14307,0.0002442
indian,14308,0.0002442
indian,14309,0.0002442
indian,14310,0.0002442
indian,14311,0.0002442
indian,14312,0.0002442
indian,14313,0.0002442
indian,14314,0.0002442
indian,14315,0.0002442
indian,14316,0.0002442
indian,14317,0.0002442
indian,14318,0.0002442
indian,14319,0.0002442
indian,14320,0.0002442
indian,14321,0.0002442
indian,14322,0.0002442
indian,14323,0.0002442
indian,14324,0.0002442
indian,14325,0.0002442
indian,14326,0.0002442
indian,14327,0.0002442
indian,14328,0.0002442
indian,14329,0.0002442
indian,14330,0.0002442
indian,14331,0.0002442
indian,14332,0.0002442
indian,14333,0.0002442
indian,14334,0.0002442
indian,14335,0.0002442
indian,14336,0.0002442
indian,14337,0.0002442
indian,14338,0.0002442
indian,14339,0.0002442
indian,14340,0.0002442
indian,14341,0.0002442
indian,14342,0.0002442
indian,14343,0.0002442
indian,14344,0.0002442
indian,14345,0.0002442
indian,14346,0.0002442
indian,14347,0.0002442
indian,14348,0.0002442
indian,14349,0.0002442
indian,14350,0.0002442
indian,14351,0.0002442
indian,14352,0.0002442
indian,14353,0.0002442
indian,14354,0.0002442
indian,14355,0.0002442
indian,14356,0.0002442
indian,14357,0.0002442
indian,14358,0.0002442
indian,14359,0.0002442
indian,14360,0.0002442
indian,14361,0.0002442
indian,14362,0.0002442
indian,14363,0.0002442
indian,14364,0.0002442
indian,14365,0.0002442
indian,14366,0.0002442
indian,14367,0.0002442
indian,14368,0.0002442
indian,14369,0.0002442
indian,14370,0.0002442
indian,14371,0.0002442
indian,14372,0.0002442
indian,14373,0.0002442
indian,14374,0.0002442
indian,14375,0.0002442
indian,14376,0.0002442
indian,14377,0.0002442
indian,14378,0.0002442
indian,14379,0.0002442
indian,14380,0.0002442
indian,14381,0.0002442
indian,14382,0.0002442
indian,14383,0.0002442
indian,14384,0.0002442
indian,14385,0.0002442
indian,14386,0.0002442
indian,14387,0.0002442
indian,14388,0.0002442
indian,14389,0.0002442
indian,14390,0.0002442
indian,14391,0.0002442
indian,14392,0.0002442
indian,14393,0.0002442
indian,14394,0.0002442
indian,14395,0.0002442
indian,14396,0.0002442
indian,14397,0.0002442
indian,14398,0.0002442
indian,14399,0.0002442
indian,14400,0.0002442
indian,14401,0.0002442
indian,14402,0.0002442
indian,14403,0.0002442
indian,14404,0.0002442
indian,14405,0.0002442
indian,14406,0.0002442
indian,14407,0.0002442
indian,14408,0.0002442
indian,14409,0.0002442
indian,14410,0.0002442
indian,14411,0.0002442
indian,14412,0.0002442
indian,14413,0.0002442
indian,14414,0.0002442
indian,14415,0.0002442
indian,14416,0.0002442
indian,14417,0.0002442
indian,14418,0.0002442
indian,14419,0.0002442
indian,14420,0.0002442
indian,14421,0.0002442
indian,14422,0.0002442
indian,14423,0.0002442
indian,14424,0.0002442
indian,14425,0.0002442
indian,14426,0.0002442
indian,14427,0.0002442
indian,14428,0.0002442
indian,14429,0.0002442
indian,14430,0.0002442
indian,14431,0.0002442
indian,14432,0.0002442
indian,14433,0.0002442
indian,14434,0.0002442
indian,14435,0.0002442
indian,14436,0.0002442
indian,14437,0.0002442
indian,14438,0.0002442
indian,14439,0.0002442
indian,14440,0.0002442
indian,14441,0.0002442
indian,14442,0.0002442
indian,14443,0.0002442
indian,14444,0.0002442
indian,14445,0.0002442
indian,14446,0.0002442
indian,14447,0.0002442
indian,14448,0.0002442
indian,14449,0.0002442
indian,14450,0.0002442
indian,14451,0.0002442
indian,14452,0.0002442
indian,14453,0.0002442
indian,14454,0.0002442
indian,14455,0.0002442
indian,14456,0.0002442
indian,14457,0.0002442
indian,14458,0.0002442
indian,14459,0.0002442
indian,14460,0.0002442
indian,14461,0.0002442
indian,14462,0.0002442
indian,14463,0.0002442
indian,14464,0.0002442
indian,14465,0.0002442
indian,14466,0.0002442
indian,14467,0.0002442
indian,14468,0.0002442
indian,14469,0.0002442
indian,14470,0.0002442
indian,14471,0.0002442
indian,14472,0.0002442
indian,14473,0.0002442
indian,14474,0.0002442
indian,14475,0.0002442
indian,14476,0.0002442
indian,14477,0.0002442
indian,14478,0.0002442
indian,14479,0.0002442
indian,14480,0.0002442
indian,14481,0.0002442
indian,14482,0.0002442
indian,14483,0.0002442
indian,14484,0.0002442
indian,14485,0.0002442
indian,14486,0.0002442
indian,14487,0.0002442
indian,14488,0.0002442
indian,14489,0.0002442
indian,14490,0.0002442
indian,14491,0.0002442
indian,14492,0.0002442
indian,14493,0.0002442
indian,14494,0.0002442
indian,14495,0.0002442
indian,14496,0.0002442
indian,14497,0.0002442
indian,14498,0.0002442
indian,14499,0.0002442
indian,14500,0.0002442
indian,14501,0.0002442
indian,14502,0.0002442
indian,14503,0.0002442
indian,14504,0.0002442
indian,14505,0.0002442
indian,14506,0.0002442
indian,14507,0.0002442
indian,14508,0.0002442
indian,14509,0.0002442
indian,14510,0.0002442
indian,14511,0.0002442
indian,14512,0.0002442
indian,14513,0.0002442
indian,14514,0.0002442
indian,14515,0.0002442
indian,14516,0.0002442
indian,14517,0.0002442
indian,14518,0.0002442
indian,14519,0.0002442
indian,14520,0.0002442
indian,14521,0.0002442
indian,14522,0.0002442
indian,14523,0.0002442
indian,14524,0.0002442
indian,14525,0.0002442
indian,14526,0.0002442
indian,14527,0.0002442
indian,14528,0.0002442
indian,14529,0.0002442
indian,14530,0.0002442
indian,14531,0.0002442
indian,14532,0.0002442
indian,14533,0.0002442
indian,14534,0.0002442
indian,14535,0.0002442
indian,14536,0.0002442
indian,14537,0.0002442
indian,14538,0.0002442
indian,14539,0.0002442
indian,14540,0.0002442
indian,14541,0.0002442
indian,14542,0.0002442
indian,14543,0.0002442
indian,14544,0.0002442
indian,14545,0.0002442
indian,14546,0.0002442
indian,14547,0.0002442
indian,14548,0.0002442
indian,14549,0.0002442
indian,14550,0.0002442
indian,14551,0.0002442
indian,14552,0.0002442
indian,14553,0.0002442
indian,14554,0.0002442
indian,14555,0.0002442
indian,14556,0.0002442
indian,14557,0.0002442
indian,14558,0.0002442
indian,14559,0.0002442
indian,14560,0.0002442
indian,14561,0.0002442
indian,14562,0.0002442
indian,14563,0.0002442
indian,14564,0.0002442
indian,14565,0.0002442
indian,14566,0.0002442
indian,14567,0.0002442
indian,14568,0.0002442
indian,14569,0.0002442
indian,14570,0.0002442
indian,14571,0.0002442
indian,14572,0.0002442
indian,14573,0.0002442
indian,14574,0.0002442
indian,14575,0.0002442
indian,14576,0.0002442
indian,14577,0.0002442
indian,14578,0.0002442
indian,14579,0.0002442
indian,14580,0.0002442
indian,14581,0.0002442
indian,14582,0.0002442
indian,14583,0.0002442
indian,14584,0.0002442
indian,14585,0.0002442
indian,14586,0.0002442
indian,14587,0.0002442
indian,14588,0.0002442
indian,14589,0.0002442
indian,14590,0.0002442
indian,14591,0.0002442
indian,14592,0.0002442
indian,14593,0.0002442
indian,14594,0.0002442
indian,14595,0.0002442
indian,14596,0.0002442
indian,14597,0.0002442
indian,14598,0.0002442
indian,14599,0.0002442
indian,14600,0.0002442
indian,14601,0.0002442
indian,14602,0.0002442
indian,14603,0.0002442
indian,14604,0.0002442
indian,14605,0.0002442
indian,14606,0.0002442
indian,14607,0.0002442
indian,14608,0.0002442
indian,14609,0.0002442
indian,14610,0.0002442
indian,14611,0.0002442
indian,14612,0.0002442
indian,14613,0.0002442
indian,14614,0.0002442
indian,14615,0.0002442
indian,14616,0.0002442
indian,14617,0.0002442
indian,14618,0.0002442
indian,14619,0.0002442
indian,14620,0.0002442
indian,14621,0.0002442
indian,14622,0.0002442
indian,14623,0.0002442
indian,14624,0.0002442
indian,14625,0.0002442
indian,14626,0.0002442
indian,14627,0.0002442
indian,14628,0.0002442
indian,14629,0.0002442
indian,14630,0.0002442
indian,14631,0.0002442
indian,14632,0.0002442
indian,14633,0.0002442
indian,14634,0.0002442
indian,14635,0.0002442
indian,14636,0.0002442
indian,14637,0.0002442
indian,14638,0.0002442
indian,14639,0.0002442
indian,14640,0.0002442
indian,14641,0.0002442
indian,14642,0.0002442
indian,14643,0.0002442
indian,14644,0.0002442
indian,14645,0.0002442
indian,14646,0.0002442
indian,14647,0.0002442
indian,14648,0.0002442
indian,14649,0.0002442
indian,14650,0.0002442
indian,14651,0.0002442
indian,14652,0.0002442
indian,14653,0.0002442
indian,14654,0.0002442
indian,14655,0.0002442
indian,14656,0.0002442
indian,14657,0.0002442
indian,14658,0.0002442
indian,14659,0.0002442
indian,14660,0.0002442
indian,14661,0.0002442
indian,14662,0.0002442
indian,14663,0.0002442
indian,14664,0.0002442
indian,14665,0.0002442
indian,14666,0.0002442
indian,14667,0.0002442
indian,14668,0.0002442
indian,14669,0.0002442
indian,14670,0.0002442
indian,14671,0.0002442
indian,14672,0.0002442
indian,14673,0.0002442
indian,14674,0.0002442
indian,14675,0.0002442
indian,14676,0.0002442
indian,14677,0.0002442
indian,14678,0.0002442
indian,14679,0.0002442
indian,14680,0.0002442
indian,14681,0.0002442
indian,14682,0.0002442
indian,14683,0.0002442
indian,14684,0.0002442
indian,14685,0.0002442
indian,14686,0.0002442
indian,14687,0.0002442
indian,14688,0.0002442
indian,14689,0.0002442
indian,14690,0.0002442
indian,14691,0.0002442
indian,14692,0.0002442
indian,14693,0.0002442
indian,14694,0.0002442
indian,14695,0.0002442
indian,14696,0.0002442
indian,14697,0.0002442
indian,14698,0.0002442
indian,14699,0.0002442
indian,14700,0.0002442
indian,14701,0.0002442
indian,14702,0.0002442
indian,14703,0.0002442
indian,14704,0.0002442
indian,14705,0.0002442
indian,14706,0.0002442
indian,14707,0.0002442
indian,14708,0.0002442
indian,14709,0.0002442
indian,14710,0.0002442
indian,14711,0.0002442
indian,14712,0.0002442
indian,14713,0.0002442
indian,14714,0.0002442
indian,14715,0.0002442
indian,14716,0.0002442
indian,14717,0.0002442
indian,14718,0.0002442
indian,14719,0.0002442
indian,14720,0.0002442
indian,14721,0.0002442
indian,14722,0.0002442
indian,14723,0.0002442
indian,14724,0.0002442
indian,14725,0.0002442
indian,14726,0.0002442
indian,14727,0.0002442
indian,14728,0.0002442
indian,14729,0.0002442
indian,14730,0.0002442
indian,14731,0.0002442
indian,14732,0.0002442
indian,14733,0.0002442
indian,14734,0.0002442
indian,14735,0.0002442
indian,14736,0.0002442
indian,14737,0.0002442
indian,14738,0.0002442
indian,14739,0.0002442
indian,14740,0.0002442
indian,14741,0.0002442
indian,14742,0.0002442
indian,14743,0.0002442
indian,14744,0.0002442
indian,14745,0.0002442
indian,14746,0.0002442
indian,14747,0.0002442
