Cuisine, Rank, Value
indian,6475,0.0007326
indian,6476,0.0007326
indian,6477,0.0007326
indian,6478,0.0007326
indian,6479,0.0007326
indian,6480,0.0007326
indian,6481,0.0007326
indian,6482,0.0007326
indian,6483,0.0007326
indian,6484,0.0007326
indian,6485,0.0007326
indian,6486,0.0007326
indian,6487,0.0007326
indian,6488,0.0007326
indian,6489,0.0007326
indian,6490,0.0007326
indian,6491,0.0007326
indian,6492,0.0007326
indian,6493,0.0007326
indian,6494,0.0007326
indian,6495,0.0007326
indian,6496,0.0007326
indian,6497,0.0007326
indian,6498,0.0007326
indian,6499,0.0007326
indian,6500,0.0007326
indian,6501,0.0007326
indian,6502,0.0007326
indian,6503,0.0007326
indian,6504,0.0007326
indian,6505,0.0007326
indian,6506,0.0007326
indian,6507,0.0007326
indian,6508,0.0007326
indian,6509,0.0007326
indian,6510,0.0007326
indian,6511,0.0007326
indian,6512,0.0007326
indian,6513,0.0007326
indian,6514,0.0007326
indian,6515,0.0007326
indian,6516,0.0007326
indian,6517,0.0007326
indian,6518,0.0007326
indian,6519,0.0007326
indian,6520,0.0007326
indian,6521,0.0007326
indian,6522,0.0007326
indian,6523,0.0007326
indian,6524,0.0007326
indian,6525,0.0007326
indian,6526,0.0007326
indian,6527,0.0007326
indian,6528,0.0007326
indian,6529,0.0007326
indian,6530,0.0007326
indian,6531,0.0007326
indian,6532,0.0007326
indian,6533,0.0007326
indian,6534,0.0007326
indian,6535,0.0007326
indian,6536,0.0007326
indian,6537,0.0007326
indian,6538,0.0007326
indian,6539,0.0007326
indian,6540,0.0007326
indian,6541,0.0007326
indian,6542,0.0007326
indian,6543,0.0007326
indian,6544,0.0007326
indian,6545,0.0007326
indian,6546,0.0007326
indian,6547,0.0007326
indian,6548,0.0007326
indian,6549,0.0007326
indian,6550,0.0007326
indian,6551,0.0007326
indian,6552,0.0007326
indian,6553,0.0007326
indian,6554,0.0007326
indian,6555,0.0007326
indian,6556,0.0007326
indian,6557,0.0007326
indian,6558,0.0007326
indian,6559,0.0007326
indian,6560,0.0007326
indian,6561,0.0007326
indian,6562,0.0007326
indian,6563,0.0007326
indian,6564,0.0007326
indian,6565,0.0007326
indian,6566,0.0007326
indian,6567,0.0007326
indian,6568,0.0007326
indian,6569,0.0007326
indian,6570,0.0007326
indian,6571,0.0007326
indian,6572,0.0007326
indian,6573,0.0007326
indian,6574,0.0007326
indian,6575,0.0007326
indian,6576,0.0007326
indian,6577,0.0007326
indian,6578,0.0007326
indian,6579,0.0007326
indian,6580,0.0007326
indian,6581,0.0007326
indian,6582,0.0007326
indian,6583,0.0007326
indian,6584,0.0007326
indian,6585,0.0007326
indian,6586,0.0007326
indian,6587,0.0007326
indian,6588,0.0007326
indian,6589,0.0007326
indian,6590,0.0007326
indian,6591,0.0007326
indian,6592,0.0007326
indian,6593,0.0007326
indian,6594,0.0007326
indian,6595,0.0007326
indian,6596,0.0007326
indian,6597,0.0007326
indian,6598,0.0007326
indian,6599,0.0007326
indian,6600,0.0007326
indian,6601,0.0007326
indian,6602,0.0007326
indian,6603,0.0007326
indian,6604,0.0007326
indian,6605,0.0007326
indian,6606,0.0007326
indian,6607,0.0007326
indian,6608,0.0007326
indian,6609,0.0007326
indian,6610,0.0007326
indian,6611,0.0007326
indian,6612,0.0007326
indian,6613,0.0007326
indian,6614,0.0007326
indian,6615,0.0007326
indian,6616,0.0007326
indian,6617,0.0007326
indian,6618,0.0007326
indian,6619,0.0007326
indian,6620,0.0007326
indian,6621,0.0007326
indian,6622,0.0007326
indian,6623,0.0007326
indian,6624,0.0007326
indian,6625,0.0007326
indian,6626,0.0007326
indian,6627,0.0007326
indian,6628,0.0007326
indian,6629,0.0007326
indian,6630,0.0007326
indian,6631,0.0007326
indian,6632,0.0007326
indian,6633,0.0007326
indian,6634,0.0007326
indian,6635,0.0007326
indian,6636,0.0007326
indian,6637,0.0007326
indian,6638,0.0007326
indian,6639,0.0007326
indian,6640,0.0007326
indian,6641,0.0007326
indian,6642,0.0007326
indian,6643,0.0007326
indian,6644,0.0007326
indian,6645,0.0007326
indian,6646,0.0007326
indian,6647,0.0007326
indian,6648,0.0007326
indian,6649,0.0007326
indian,6650,0.0007326
indian,6651,0.0007326
indian,6652,0.0007326
indian,6653,0.0007326
indian,6654,0.0007326
indian,6655,0.0007326
indian,6656,0.0007326
indian,6657,0.0007326
indian,6658,0.0007326
indian,6659,0.0007326
indian,6660,0.0007326
indian,6661,0.0007326
indian,6662,0.0007326
indian,6663,0.0007326
indian,6664,0.0007326
indian,6665,0.0007326
indian,6666,0.0007326
indian,6667,0.0007326
indian,6668,0.0007326
indian,6669,0.0007326
indian,6670,0.0007326
indian,6671,0.0007326
indian,6672,0.0007326
indian,6673,0.0007326
indian,6674,0.0007326
indian,6675,0.0007326
indian,6676,0.0007326
indian,6677,0.0007326
indian,6678,0.0007326
indian,6679,0.0007326
indian,6680,0.0007326
indian,6681,0.0007326
indian,6682,0.0007326
indian,6683,0.0007326
indian,6684,0.0007326
indian,6685,0.0007326
indian,6686,0.0007326
indian,6687,0.0007326
indian,6688,0.0007326
indian,6689,0.0007326
indian,6690,0.0007326
indian,6691,0.0007326
indian,6692,0.0007326
indian,6693,0.0007326
indian,6694,0.0007326
indian,6695,0.0007326
indian,6696,0.0007326
indian,6697,0.0007326
indian,6698,0.0007326
indian,6699,0.0007326
indian,6700,0.0007326
indian,6701,0.0007326
indian,6702,0.0007326
indian,6703,0.0007326
indian,6704,0.0007326
indian,6705,0.0007326
indian,6706,0.0007326
indian,6707,0.0007326
indian,6708,0.0007326
indian,6709,0.0007326
indian,6710,0.0007326
indian,6711,0.0007326
indian,6712,0.0007326
indian,6713,0.0007326
indian,6714,0.0007326
indian,6715,0.0007326
indian,6716,0.0007326
indian,6717,0.0007326
indian,6718,0.0007326
indian,6719,0.0007326
indian,6720,0.0007326
indian,6721,0.0007326
indian,6722,0.0007326
indian,6723,0.0007326
indian,6724,0.0007326
indian,6725,0.0007326
indian,6726,0.0007326
indian,6727,0.0007326
indian,6728,0.0007326
indian,6729,0.0007326
indian,6730,0.0007326
indian,6731,0.0007326
indian,6732,0.0007326
indian,6733,0.0007326
indian,6734,0.0007326
indian,6735,0.0007326
indian,6736,0.0007326
indian,6737,0.0007326
indian,6738,0.0007326
indian,6739,0.0007326
indian,6740,0.0007326
indian,6741,0.0007326
indian,6742,0.0007326
indian,6743,0.0007326
indian,6744,0.0007326
indian,6745,0.0007326
indian,6746,0.0007326
indian,6747,0.0007326
indian,6748,0.0007326
indian,6749,0.0007326
indian,6750,0.0007326
indian,6751,0.0007326
indian,6752,0.0007326
indian,6753,0.0007326
indian,6754,0.0007326
indian,6755,0.0007326
indian,6756,0.0007326
indian,6757,0.0007326
indian,6758,0.0007326
indian,6759,0.0007326
indian,6760,0.0007326
indian,6761,0.0007326
indian,6762,0.0007326
indian,6763,0.0007326
indian,6764,0.0007326
indian,6765,0.0007326
indian,6766,0.0007326
indian,6767,0.0007326
indian,6768,0.0007326
indian,6769,0.0007326
indian,6770,0.0007326
indian,6771,0.0007326
indian,6772,0.0007326
indian,6773,0.0007326
indian,6774,0.0007326
indian,6775,0.0007326
indian,6776,0.0006105
indian,6777,0.0006105
indian,6778,0.0006105
indian,6779,0.0006105
indian,6780,0.0006105
indian,6781,0.0006105
indian,6782,0.0006105
indian,6783,0.0006105
indian,6784,0.0006105
indian,6785,0.0006105
indian,6786,0.0006105
indian,6787,0.0006105
indian,6788,0.0006105
indian,6789,0.0006105
indian,6790,0.0006105
indian,6791,0.0006105
indian,6792,0.0006105
indian,6793,0.0006105
indian,6794,0.0006105
indian,6795,0.0006105
indian,6796,0.0006105
indian,6797,0.0006105
indian,6798,0.0006105
indian,6799,0.0006105
indian,6800,0.0006105
indian,6801,0.0006105
indian,6802,0.0006105
indian,6803,0.0006105
indian,6804,0.0006105
indian,6805,0.0006105
indian,6806,0.0006105
indian,6807,0.0006105
indian,6808,0.0006105
indian,6809,0.0006105
indian,6810,0.0006105
indian,6811,0.0006105
indian,6812,0.0006105
indian,6813,0.0006105
indian,6814,0.0006105
indian,6815,0.0006105
indian,6816,0.0006105
indian,6817,0.0006105
indian,6818,0.0006105
indian,6819,0.0006105
indian,6820,0.0006105
indian,6821,0.0006105
indian,6822,0.0006105
indian,6823,0.0006105
indian,6824,0.0006105
indian,6825,0.0006105
indian,6826,0.0006105
indian,6827,0.0006105
indian,6828,0.0006105
indian,6829,0.0006105
indian,6830,0.0006105
indian,6831,0.0006105
indian,6832,0.0006105
indian,6833,0.0006105
indian,6834,0.0006105
indian,6835,0.0006105
indian,6836,0.0006105
indian,6837,0.0006105
indian,6838,0.0006105
indian,6839,0.0006105
indian,6840,0.0006105
indian,6841,0.0006105
indian,6842,0.0006105
indian,6843,0.0006105
indian,6844,0.0006105
indian,6845,0.0006105
indian,6846,0.0006105
indian,6847,0.0006105
indian,6848,0.0006105
indian,6849,0.0006105
indian,6850,0.0006105
indian,6851,0.0006105
indian,6852,0.0006105
indian,6853,0.0006105
indian,6854,0.0006105
indian,6855,0.0006105
indian,6856,0.0006105
indian,6857,0.0006105
indian,6858,0.0006105
indian,6859,0.0006105
indian,6860,0.0006105
indian,6861,0.0006105
indian,6862,0.0006105
indian,6863,0.0006105
indian,6864,0.0006105
indian,6865,0.0006105
indian,6866,0.0006105
indian,6867,0.0006105
indian,6868,0.0006105
indian,6869,0.0006105
indian,6870,0.0006105
indian,6871,0.0006105
indian,6872,0.0006105
indian,6873,0.0006105
indian,6874,0.0006105
indian,6875,0.0006105
indian,6876,0.0006105
indian,6877,0.0006105
indian,6878,0.0006105
indian,6879,0.0006105
indian,6880,0.0006105
indian,6881,0.0006105
indian,6882,0.0006105
indian,6883,0.0006105
indian,6884,0.0006105
indian,6885,0.0006105
indian,6886,0.0006105
indian,6887,0.0006105
indian,6888,0.0006105
indian,6889,0.0006105
indian,6890,0.0006105
indian,6891,0.0006105
indian,6892,0.0006105
indian,6893,0.0006105
indian,6894,0.0006105
indian,6895,0.0006105
indian,6896,0.0006105
indian,6897,0.0006105
indian,6898,0.0006105
indian,6899,0.0006105
indian,6900,0.0006105
indian,6901,0.0006105
indian,6902,0.0006105
indian,6903,0.0006105
indian,6904,0.0006105
indian,6905,0.0006105
indian,6906,0.0006105
indian,6907,0.0006105
indian,6908,0.0006105
indian,6909,0.0006105
indian,6910,0.0006105
indian,6911,0.0006105
indian,6912,0.0006105
indian,6913,0.0006105
indian,6914,0.0006105
indian,6915,0.0006105
indian,6916,0.0006105
indian,6917,0.0006105
indian,6918,0.0006105
indian,6919,0.0006105
indian,6920,0.0006105
indian,6921,0.0006105
indian,6922,0.0006105
indian,6923,0.0006105
indian,6924,0.0006105
indian,6925,0.0006105
indian,6926,0.0006105
indian,6927,0.0006105
indian,6928,0.0006105
indian,6929,0.0006105
indian,6930,0.0006105
indian,6931,0.0006105
indian,6932,0.0006105
indian,6933,0.0006105
indian,6934,0.0006105
indian,6935,0.0006105
indian,6936,0.0006105
indian,6937,0.0006105
indian,6938,0.0006105
indian,6939,0.0006105
indian,6940,0.0006105
indian,6941,0.0006105
indian,6942,0.0006105
indian,6943,0.0006105
indian,6944,0.0006105
indian,6945,0.0006105
indian,6946,0.0006105
indian,6947,0.0006105
indian,6948,0.0006105
indian,6949,0.0006105
indian,6950,0.0006105
indian,6951,0.0006105
indian,6952,0.0006105
indian,6953,0.0006105
indian,6954,0.0006105
indian,6955,0.0006105
indian,6956,0.0006105
indian,6957,0.0006105
indian,6958,0.0006105
indian,6959,0.0006105
indian,6960,0.0006105
indian,6961,0.0006105
indian,6962,0.0006105
indian,6963,0.0006105
indian,6964,0.0006105
indian,6965,0.0006105
indian,6966,0.0006105
indian,6967,0.0006105
indian,6968,0.0006105
indian,6969,0.0006105
indian,6970,0.0006105
indian,6971,0.0006105
indian,6972,0.0006105
indian,6973,0.0006105
indian,6974,0.0006105
indian,6975,0.0006105
indian,6976,0.0006105
indian,6977,0.0006105
indian,6978,0.0006105
indian,6979,0.0006105
indian,6980,0.0006105
indian,6981,0.0006105
indian,6982,0.0006105
indian,6983,0.0006105
indian,6984,0.0006105
indian,6985,0.0006105
indian,6986,0.0006105
indian,6987,0.0006105
indian,6988,0.0006105
indian,6989,0.0006105
indian,6990,0.0006105
indian,6991,0.0006105
indian,6992,0.0006105
indian,6993,0.0006105
indian,6994,0.0006105
indian,6995,0.0006105
indian,6996,0.0006105
indian,6997,0.0006105
indian,6998,0.0006105
indian,6999,0.0006105
indian,7000,0.0006105
indian,7001,0.0006105
indian,7002,0.0006105
indian,7003,0.0006105
indian,7004,0.0006105
indian,7005,0.0006105
indian,7006,0.0006105
indian,7007,0.0006105
indian,7008,0.0006105
indian,7009,0.0006105
indian,7010,0.0006105
indian,7011,0.0006105
indian,7012,0.0006105
indian,7013,0.0006105
indian,7014,0.0006105
indian,7015,0.0006105
indian,7016,0.0006105
indian,7017,0.0006105
indian,7018,0.0006105
indian,7019,0.0006105
indian,7020,0.0006105
indian,7021,0.0006105
indian,7022,0.0006105
indian,7023,0.0006105
indian,7024,0.0006105
indian,7025,0.0006105
indian,7026,0.0006105
indian,7027,0.0006105
indian,7028,0.0006105
indian,7029,0.0006105
indian,7030,0.0006105
indian,7031,0.0006105
indian,7032,0.0006105
indian,7033,0.0006105
indian,7034,0.0006105
indian,7035,0.0006105
indian,7036,0.0006105
indian,7037,0.0006105
indian,7038,0.0006105
indian,7039,0.0006105
indian,7040,0.0006105
indian,7041,0.0006105
indian,7042,0.0006105
indian,7043,0.0006105
indian,7044,0.0006105
indian,7045,0.0006105
indian,7046,0.0006105
indian,7047,0.0006105
indian,7048,0.0006105
indian,7049,0.0006105
indian,7050,0.0006105
indian,7051,0.0006105
indian,7052,0.0006105
indian,7053,0.0006105
indian,7054,0.0006105
indian,7055,0.0006105
indian,7056,0.0006105
indian,7057,0.0006105
indian,7058,0.0006105
indian,7059,0.0006105
indian,7060,0.0006105
indian,7061,0.0006105
indian,7062,0.0006105
indian,7063,0.0006105
indian,7064,0.0006105
indian,7065,0.0006105
indian,7066,0.0006105
indian,7067,0.0006105
indian,7068,0.0006105
indian,7069,0.0006105
indian,7070,0.0006105
indian,7071,0.0006105
indian,7072,0.0006105
indian,7073,0.0006105
indian,7074,0.0006105
indian,7075,0.0006105
indian,7076,0.0006105
indian,7077,0.0006105
indian,7078,0.0006105
indian,7079,0.0006105
indian,7080,0.0006105
indian,7081,0.0006105
indian,7082,0.0006105
indian,7083,0.0006105
indian,7084,0.0006105
indian,7085,0.0006105
indian,7086,0.0006105
indian,7087,0.0006105
indian,7088,0.0006105
indian,7089,0.0006105
indian,7090,0.0006105
indian,7091,0.0006105
indian,7092,0.0006105
indian,7093,0.0006105
indian,7094,0.0006105
indian,7095,0.0006105
indian,7096,0.0006105
indian,7097,0.0006105
indian,7098,0.0006105
indian,7099,0.0006105
indian,7100,0.0006105
indian,7101,0.0006105
indian,7102,0.0006105
indian,7103,0.0006105
indian,7104,0.0006105
indian,7105,0.0006105
indian,7106,0.0006105
indian,7107,0.0006105
indian,7108,0.0006105
indian,7109,0.0006105
indian,7110,0.0006105
indian,7111,0.0006105
indian,7112,0.0006105
indian,7113,0.0006105
indian,7114,0.0006105
indian,7115,0.0006105
indian,7116,0.0006105
indian,7117,0.0006105
indian,7118,0.0006105
indian,7119,0.0006105
indian,7120,0.0006105
indian,7121,0.0006105
indian,7122,0.0006105
indian,7123,0.0006105
indian,7124,0.0006105
indian,7125,0.0006105
indian,7126,0.0006105
indian,7127,0.0006105
indian,7128,0.0006105
indian,7129,0.0006105
indian,7130,0.0006105
indian,7131,0.0006105
indian,7132,0.0006105
indian,7133,0.0006105
indian,7134,0.0006105
indian,7135,0.0006105
indian,7136,0.0006105
indian,7137,0.0006105
indian,7138,0.0006105
indian,7139,0.0006105
indian,7140,0.0006105
indian,7141,0.0006105
indian,7142,0.0006105
indian,7143,0.0006105
indian,7144,0.0006105
indian,7145,0.0006105
indian,7146,0.0006105
indian,7147,0.0006105
indian,7148,0.0006105
indian,7149,0.0006105
indian,7150,0.0006105
indian,7151,0.0006105
indian,7152,0.0006105
indian,7153,0.0006105
indian,7154,0.0006105
indian,7155,0.0006105
indian,7156,0.0006105
indian,7157,0.0006105
indian,7158,0.0006105
indian,7159,0.0006105
indian,7160,0.0006105
indian,7161,0.0006105
indian,7162,0.0006105
indian,7163,0.0006105
indian,7164,0.0006105
indian,7165,0.0006105
indian,7166,0.0006105
indian,7167,0.0006105
indian,7168,0.0006105
indian,7169,0.0006105
indian,7170,0.0006105
indian,7171,0.0006105
indian,7172,0.0006105
indian,7173,0.0006105
indian,7174,0.0006105
indian,7175,0.0006105
indian,7176,0.0006105
indian,7177,0.0006105
indian,7178,0.0006105
indian,7179,0.0006105
indian,7180,0.0006105
indian,7181,0.0006105
indian,7182,0.0006105
indian,7183,0.0006105
indian,7184,0.0006105
indian,7185,0.0006105
indian,7186,0.0006105
indian,7187,0.0006105
indian,7188,0.0006105
indian,7189,0.0006105
indian,7190,0.0006105
indian,7191,0.0006105
indian,7192,0.0006105
indian,7193,0.0006105
indian,7194,0.0006105
indian,7195,0.0006105
indian,7196,0.0006105
indian,7197,0.0006105
indian,7198,0.0006105
indian,7199,0.0006105
indian,7200,0.0006105
indian,7201,0.0006105
indian,7202,0.0006105
indian,7203,0.0006105
indian,7204,0.0006105
indian,7205,0.0006105
indian,7206,0.0006105
indian,7207,0.0006105
indian,7208,0.0006105
indian,7209,0.0006105
indian,7210,0.0006105
indian,7211,0.0006105
indian,7212,0.0006105
indian,7213,0.0006105
indian,7214,0.0006105
indian,7215,0.0006105
indian,7216,0.0006105
indian,7217,0.0006105
indian,7218,0.0006105
indian,7219,0.0006105
indian,7220,0.0006105
indian,7221,0.0006105
indian,7222,0.0006105
indian,7223,0.0006105
indian,7224,0.0006105
indian,7225,0.0006105
indian,7226,0.0006105
indian,7227,0.0006105
indian,7228,0.0006105
indian,7229,0.0006105
indian,7230,0.0006105
indian,7231,0.0006105
indian,7232,0.0006105
indian,7233,0.0006105
indian,7234,0.0006105
indian,7235,0.0006105
indian,7236,0.0006105
indian,7237,0.0006105
indian,7238,0.0006105
indian,7239,0.0006105
indian,7240,0.0006105
indian,7241,0.0006105
indian,7242,0.0006105
indian,7243,0.0006105
indian,7244,0.0006105
indian,7245,0.0006105
indian,7246,0.0006105
indian,7247,0.0006105
indian,7248,0.0006105
indian,7249,0.0006105
indian,7250,0.0006105
indian,7251,0.0006105
indian,7252,0.0006105
indian,7253,0.0006105
indian,7254,0.0006105
indian,7255,0.0006105
indian,7256,0.0006105
indian,7257,0.0006105
indian,7258,0.0006105
indian,7259,0.0006105
indian,7260,0.0006105
indian,7261,0.0006105
indian,7262,0.0006105
indian,7263,0.0006105
indian,7264,0.0006105
indian,7265,0.0006105
indian,7266,0.0006105
indian,7267,0.0006105
indian,7268,0.0006105
indian,7269,0.0006105
indian,7270,0.0006105
indian,7271,0.0006105
indian,7272,0.0006105
indian,7273,0.0006105
indian,7274,0.0006105
indian,7275,0.0006105
indian,7276,0.0006105
indian,7277,0.0006105
indian,7278,0.0006105
indian,7279,0.0006105
indian,7280,0.0006105
indian,7281,0.0006105
indian,7282,0.0006105
indian,7283,0.0006105
indian,7284,0.0006105
indian,7285,0.0006105
indian,7286,0.0006105
indian,7287,0.0006105
indian,7288,0.0006105
indian,7289,0.0006105
indian,7290,0.0006105
indian,7291,0.0006105
indian,7292,0.0006105
indian,7293,0.0006105
indian,7294,0.0006105
indian,7295,0.0006105
indian,7296,0.0006105
indian,7297,0.0006105
indian,7298,0.0006105
indian,7299,0.0006105
indian,7300,0.0006105
indian,7301,0.0006105
indian,7302,0.0006105
indian,7303,0.0006105
indian,7304,0.0006105
indian,7305,0.0006105
indian,7306,0.0006105
indian,7307,0.0006105
indian,7308,0.0006105
indian,7309,0.0006105
indian,7310,0.0006105
indian,7311,0.0006105
indian,7312,0.0006105
indian,7313,0.0006105
indian,7314,0.0006105
indian,7315,0.0006105
indian,7316,0.0006105
indian,7317,0.0006105
indian,7318,0.0006105
indian,7319,0.0006105
indian,7320,0.0006105
indian,7321,0.0006105
indian,7322,0.0006105
indian,7323,0.0006105
indian,7324,0.0006105
indian,7325,0.0006105
indian,7326,0.0006105
indian,7327,0.0006105
indian,7328,0.0006105
indian,7329,0.0006105
indian,7330,0.0006105
indian,7331,0.0006105
indian,7332,0.0006105
indian,7333,0.0006105
indian,7334,0.0006105
indian,7335,0.0006105
indian,7336,0.0006105
indian,7337,0.0006105
indian,7338,0.0006105
indian,7339,0.0006105
indian,7340,0.0006105
indian,7341,0.0006105
indian,7342,0.0006105
indian,7343,0.0006105
indian,7344,0.0006105
indian,7345,0.0006105
indian,7346,0.0006105
indian,7347,0.0006105
indian,7348,0.0006105
indian,7349,0.0006105
indian,7350,0.0006105
indian,7351,0.0006105
indian,7352,0.0006105
indian,7353,0.0006105
indian,7354,0.0006105
indian,7355,0.0006105
indian,7356,0.0006105
indian,7357,0.0006105
indian,7358,0.0006105
indian,7359,0.0006105
indian,7360,0.0006105
indian,7361,0.0006105
indian,7362,0.0006105
indian,7363,0.0006105
indian,7364,0.0006105
indian,7365,0.0006105
indian,7366,0.0006105
indian,7367,0.0006105
indian,7368,0.0006105
indian,7369,0.0006105
indian,7370,0.0006105
indian,7371,0.0006105
indian,7372,0.0006105
indian,7373,0.0006105
indian,7374,0.0006105
indian,7375,0.0006105
indian,7376,0.0006105
indian,7377,0.0006105
indian,7378,0.0006105
indian,7379,0.0006105
indian,7380,0.0006105
indian,7381,0.0006105
indian,7382,0.0006105
indian,7383,0.0006105
indian,7384,0.0006105
indian,7385,0.0006105
indian,7386,0.0006105
indian,7387,0.0006105
indian,7388,0.0006105
indian,7389,0.0006105
indian,7390,0.0006105
indian,7391,0.0006105
indian,7392,0.0006105
indian,7393,0.0006105
indian,7394,0.0006105
indian,7395,0.0006105
indian,7396,0.0006105
indian,7397,0.0006105
indian,7398,0.0006105
indian,7399,0.0006105
indian,7400,0.0006105
indian,7401,0.0006105
indian,7402,0.0006105
indian,7403,0.0006105
indian,7404,0.0006105
indian,7405,0.0006105
indian,7406,0.0006105
indian,7407,0.0006105
indian,7408,0.0006105
indian,7409,0.0006105
indian,7410,0.0006105
indian,7411,0.0006105
indian,7412,0.0006105
indian,7413,0.0006105
indian,7414,0.0006105
indian,7415,0.0006105
indian,7416,0.0006105
indian,7417,0.0006105
indian,7418,0.0006105
indian,7419,0.0006105
indian,7420,0.0006105
indian,7421,0.0006105
indian,7422,0.0006105
indian,7423,0.0006105
indian,7424,0.0006105
indian,7425,0.0006105
indian,7426,0.0006105
indian,7427,0.0006105
indian,7428,0.0006105
indian,7429,0.0006105
indian,7430,0.0006105
indian,7431,0.0006105
indian,7432,0.0006105
indian,7433,0.0006105
indian,7434,0.0006105
indian,7435,0.0006105
indian,7436,0.0006105
indian,7437,0.0006105
indian,7438,0.0006105
indian,7439,0.0006105
indian,7440,0.0006105
indian,7441,0.0006105
indian,7442,0.0006105
indian,7443,0.0006105
indian,7444,0.0006105
indian,7445,0.0006105
indian,7446,0.0006105
indian,7447,0.0006105
indian,7448,0.0006105
indian,7449,0.0006105
indian,7450,0.0006105
indian,7451,0.0006105
indian,7452,0.0006105
indian,7453,0.0006105
indian,7454,0.0006105
indian,7455,0.0006105
indian,7456,0.0006105
indian,7457,0.0006105
indian,7458,0.0006105
indian,7459,0.0006105
indian,7460,0.0006105
indian,7461,0.0006105
indian,7462,0.0006105
indian,7463,0.0006105
indian,7464,0.0006105
indian,7465,0.0006105
indian,7466,0.0006105
indian,7467,0.0006105
indian,7468,0.0006105
indian,7469,0.0006105
indian,7470,0.0006105
indian,7471,0.0006105
indian,7472,0.0006105
indian,7473,0.0006105
indian,7474,0.0006105
indian,7475,0.0006105
indian,7476,0.0006105
indian,7477,0.0006105
indian,7478,0.0006105
indian,7479,0.0006105
indian,7480,0.0006105
indian,7481,0.0006105
indian,7482,0.0006105
indian,7483,0.0006105
indian,7484,0.0006105
indian,7485,0.0006105
indian,7486,0.0006105
indian,7487,0.0006105
indian,7488,0.0006105
indian,7489,0.0006105
indian,7490,0.0006105
indian,7491,0.0006105
indian,7492,0.0006105
indian,7493,0.0006105
indian,7494,0.0006105
indian,7495,0.0006105
indian,7496,0.0006105
indian,7497,0.0006105
indian,7498,0.0006105
indian,7499,0.0006105
indian,7500,0.0006105
indian,7501,0.0006105
indian,7502,0.0006105
indian,7503,0.0006105
indian,7504,0.0006105
indian,7505,0.0006105
indian,7506,0.0006105
indian,7507,0.0006105
indian,7508,0.0006105
indian,7509,0.0006105
indian,7510,0.0006105
indian,7511,0.0006105
indian,7512,0.0006105
indian,7513,0.0006105
indian,7514,0.0006105
indian,7515,0.0006105
indian,7516,0.0006105
indian,7517,0.0006105
indian,7518,0.0006105
indian,7519,0.0006105
indian,7520,0.0006105
indian,7521,0.0006105
indian,7522,0.0006105
indian,7523,0.0006105
indian,7524,0.0006105
indian,7525,0.0006105
indian,7526,0.0006105
indian,7527,0.0006105
indian,7528,0.0006105
indian,7529,0.0006105
indian,7530,0.0006105
indian,7531,0.0006105
indian,7532,0.0006105
indian,7533,0.0006105
indian,7534,0.0006105
indian,7535,0.0006105
indian,7536,0.0006105
indian,7537,0.0006105
indian,7538,0.0006105
indian,7539,0.0006105
indian,7540,0.0006105
indian,7541,0.0006105
indian,7542,0.0006105
indian,7543,0.0006105
indian,7544,0.0006105
indian,7545,0.0006105
indian,7546,0.0006105
indian,7547,0.0006105
indian,7548,0.0006105
indian,7549,0.0006105
indian,7550,0.0006105
indian,7551,0.0006105
indian,7552,0.0006105
indian,7553,0.0006105
indian,7554,0.0006105
indian,7555,0.0006105
indian,7556,0.0006105
indian,7557,0.0006105
indian,7558,0.0006105
indian,7559,0.0006105
indian,7560,0.0006105
indian,7561,0.0006105
indian,7562,0.0006105
indian,7563,0.0006105
indian,7564,0.0006105
indian,7565,0.0006105
indian,7566,0.0006105
indian,7567,0.0006105
indian,7568,0.0006105
indian,7569,0.0006105
indian,7570,0.0006105
indian,7571,0.0006105
indian,7572,0.0006105
indian,7573,0.0006105
indian,7574,0.0006105
indian,7575,0.0006105
indian,7576,0.0006105
indian,7577,0.0006105
indian,7578,0.0006105
indian,7579,0.0006105
indian,7580,0.0006105
indian,7581,0.0006105
indian,7582,0.0006105
indian,7583,0.0006105
indian,7584,0.0006105
indian,7585,0.0006105
indian,7586,0.0006105
indian,7587,0.0006105
indian,7588,0.0006105
indian,7589,0.0006105
indian,7590,0.0006105
indian,7591,0.0006105
indian,7592,0.0006105
indian,7593,0.0006105
indian,7594,0.0006105
indian,7595,0.0006105
indian,7596,0.0006105
indian,7597,0.0006105
indian,7598,0.0006105
indian,7599,0.0006105
indian,7600,0.0006105
indian,7601,0.0006105
indian,7602,0.0006105
indian,7603,0.0006105
indian,7604,0.0006105
indian,7605,0.0006105
indian,7606,0.0006105
indian,7607,0.0006105
indian,7608,0.0006105
indian,7609,0.0006105
indian,7610,0.0006105
indian,7611,0.0006105
indian,7612,0.0006105
indian,7613,0.0006105
indian,7614,0.0006105
indian,7615,0.0006105
indian,7616,0.0006105
indian,7617,0.0006105
indian,7618,0.0006105
indian,7619,0.0006105
indian,7620,0.0006105
indian,7621,0.0006105
indian,7622,0.0006105
indian,7623,0.0006105
indian,7624,0.0006105
indian,7625,0.0006105
indian,7626,0.0006105
indian,7627,0.0006105
indian,7628,0.0006105
indian,7629,0.0006105
indian,7630,0.0006105
indian,7631,0.0006105
indian,7632,0.0006105
indian,7633,0.0006105
indian,7634,0.0006105
indian,7635,0.0006105
indian,7636,0.0006105
indian,7637,0.0006105
indian,7638,0.0006105
indian,7639,0.0006105
